bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,date_confidence,ticker,asset_description,asset_type,sector_gics,etf_proxy,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,provenance,ticker_source,sector_source,occurrence_index,years_in_office
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-06-15,2017-07-20,plausible,,"SUB-ASSET: MEGA INDUSTRIES LLC  Company: MEGA INDUSTRIES LLC  (GORHAM, ME)  Description: MICROWAVE TECHNOLOGY",Non-Public Stock,,,Sale (Full),"$15,001 - $50,000",32500.5,False,Self,a7674ea9-d5dd-4d57-85a8-c2f943222216,https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/,cc82f6c4b86fad6d53c8b466289211a6c7057cf429a8733b5175972eb86861d9,senate-efd-electronic,none,none,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-06-15,2017-07-20,plausible,,"SUB-ASSET: mWAVE INDUSTRIES LLC  Company: mWAVE INDUSTRIES LLC  (GORHAM, ME)  Description: MICROWAVE ANTENNA MANUFACTURER",Non-Public Stock,,,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,a7674ea9-d5dd-4d57-85a8-c2f943222216,https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/,714e5a1f9b2923f3acd3b496b7012a73f09bc05ec597398fd077ce68673337c2,senate-efd-electronic,none,none,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-06-15,2017-07-20,plausible,,"SUB-ASSET: MCL REALTY LLC  Company: MCL REALTY LLC  (WINDHAM, ME)  Description: INDUSTRIAL REAL ESTATE HOLDING",Non-Public Stock,,,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,a7674ea9-d5dd-4d57-85a8-c2f943222216,https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/,8926c4f9190d79d171ced7d0a912dfa6fb80db4852853ffb030d85253139e9dd,senate-efd-electronic,none,none,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-06-15,2017-07-20,plausible,,"SUB-ASSET: GROW-TECH LLC  Company: GROW-TECH LLC  (PORTLAND, ME)  Description: HORTICULTURAL TECHNOLOGY",Non-Public Stock,,,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,a7674ea9-d5dd-4d57-85a8-c2f943222216,https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/,30f9e76a97ecc9757be063e8eecf300d90c1fb71b1928e844fbc92666e2f24bb,senate-efd-electronic,none,none,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-06-15,2017-07-20,plausible,,"SUB-ASSET: SYNERGISTIC SOFTWARE SOLUTIONS LLC  Company: SYNERGISTIC SOFTWARE SOLUTIONS LLC  (EDINA, MN)  Description: MANUFACTURING SOFTWARE DEVELOPER",Non-Public Stock,,,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,a7674ea9-d5dd-4d57-85a8-c2f943222216,https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/,83ba994833157354b5b7af5261b5bdbb47ce82b06e725d9ba4ba4d1330b9085b,senate-efd-electronic,none,none,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-06-15,2017-07-20,plausible,,"SUB-ASSET: TRAK TEC LLC  Company: TRAK TEC LLC  (WINDHAM, ME)  Description: PRESSURE SENSITIVE LABEL MANUFACTURER",Non-Public Stock,,,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,a7674ea9-d5dd-4d57-85a8-c2f943222216,https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/,0e21236589102dc19845e1ecc0d017eec6c9c3b6afc1cb6c0d7d9cefe91a72f9,senate-efd-electronic,none,none,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-06-15,2017-07-20,plausible,,"SUB-ASSET: ANANIA EUROPE UG  Company: ANANIA EUROPE UG  (SANDHAUSEN, GERMANY)  Description: STRATEGIC MARKETING",Non-Public Stock,,,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,a7674ea9-d5dd-4d57-85a8-c2f943222216,https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/,67435ff7d03fd904edc5c3b8449267e83f20d0319c5e2eb7f93e87d8346307f5,senate-efd-electronic,none,none,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-06-15,2017-07-20,plausible,,"SUB-ASSET: ELMET TECHNOLOGIES  Company: ELMET TECHNOLOGIES  (LEWISTON, ME)  Description: SPECIALIZED METALS MANUFACTURING",Non-Public Stock,,,Sale (Full),"$15,001 - $50,000",32500.5,False,Self,a7674ea9-d5dd-4d57-85a8-c2f943222216,https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/,e00eb95791b52fc7f92b2d14684edcd2a81b7e2b3a8129f87c6552707867c67d,senate-efd-electronic,none,none,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-07-01,2017-08-28,plausible,,MAINE HEALTH & HIGH BOND  Rate/Coupon: 4.50%  Matures: 07/01/2022,Municipal Security,,,Sale (Partial),"$1,001 - $15,000",8000.5,False,Spouse,249f20cb-fc6c-4cff-a7ba-5d32e5c2f945,https://efdsearch.senate.gov/search/view/ptr/249f20cb-fc6c-4cff-a7ba-5d32e5c2f945/,1d99b2aa430e673c75fcd5b76857753de99f142fdd07b3d7f1d2d0f1abfb3a02,senate-efd-electronic,none,none,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-07-07,2017-08-28,plausible,,MAINE HEALTH & HIGH BOND  Rate/Coupon: 4.50%  Matures: 07/01/2022,Municipal Security,,,Sale (Full),"$1,001 - $15,000",8000.5,False,Spouse,249f20cb-fc6c-4cff-a7ba-5d32e5c2f945,https://efdsearch.senate.gov/search/view/ptr/249f20cb-fc6c-4cff-a7ba-5d32e5c2f945/,d013d6518884b8ccc6d62414c950e079a7877da0e3f1df65ac5313ded73a300a,senate-efd-electronic,none,none,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-07-20,2017-08-28,plausible,IBM,International Business Machines Corporation,Stock,Information Technology,XLK,Sale (Full),"$1,001 - $15,000",8000.5,False,Spouse,249f20cb-fc6c-4cff-a7ba-5d32e5c2f945,https://efdsearch.senate.gov/search/view/ptr/249f20cb-fc6c-4cff-a7ba-5d32e5c2f945/,1e69bad684e1b42f197b5c59a9da2063e99926b00be4cf17111c30c5a2c14de8,senate-efd-electronic,explicit,yfinance,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-10-19,2017-11-13,plausible,CSCO,"Cisco Systems, Inc.",Stock,Information Technology,XLK,Sale (Partial),"$1,001 - $15,000",8000.5,False,Spouse,32bf0111-becd-47e8-bc3d-74caf0bd364a,https://efdsearch.senate.gov/search/view/ptr/32bf0111-becd-47e8-bc3d-74caf0bd364a/,311dda02478df0545d062678e2c1a31e25c8d8ae838e23207578867045d21c59,senate-efd-electronic,explicit,yfinance,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-11-10,2017-12-20,plausible,NVS,Novartis AG,Stock,Health Care,XLV,Sale (Full),"$1,001 - $15,000",8000.5,False,Spouse,8c37c970-7a72-4821-b02d-bbaef57875dd,https://efdsearch.senate.gov/search/view/ptr/8c37c970-7a72-4821-b02d-bbaef57875dd/,e43f95e5d3633836ccc8abbd310f2e58908808ca739db240d6f2cfb6f2267c08,senate-efd-electronic,explicit,yfinance,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-11-17,2017-12-20,plausible,PG,The Procter & Gamble Company,Stock,Consumer Staples,XLP,Sale (Full),"$1,001 - $15,000",8000.5,False,Spouse,8c37c970-7a72-4821-b02d-bbaef57875dd,https://efdsearch.senate.gov/search/view/ptr/8c37c970-7a72-4821-b02d-bbaef57875dd/,1ad6a95aa022083f80fdae2c62ed962a0c259727580d07b8f6028d903badde45,senate-efd-electronic,explicit,yfinance,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-11-28,2017-12-20,plausible,SLB,Schlumberger Limited,Stock,Energy,XLE,Purchase,"$1,001 - $15,000",8000.5,False,Spouse,8c37c970-7a72-4821-b02d-bbaef57875dd,https://efdsearch.senate.gov/search/view/ptr/8c37c970-7a72-4821-b02d-bbaef57875dd/,da250c9cb39df8233d1c622e79673a670455f887e5cc4e98cb7010ebf7d928d6,senate-efd-electronic,explicit,yfinance,0,4
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-11-28,2017-12-20,plausible,COP,ConocoPhillips,Stock,Energy,XLE,Purchase,"$1,001 - $15,000",8000.5,False,Spouse,8c37c970-7a72-4821-b02d-bbaef57875dd,https://efdsearch.senate.gov/search/view/ptr/8c37c970-7a72-4821-b02d-bbaef57875dd/,eba360255450287db4abaf32a76f12bee46f6f321e75a6478ad9e5a15cbe1418,senate-efd-electronic,explicit,yfinance,0,4
,Chris Van Hollen,senate,,,,False,2017-02-17,2017-03-13,plausible,PEP,"Pepsico, Inc.",Stock,Consumer Staples,XLP,Sale (Full),"$15,001 - $50,000",32500.5,False,Self,d729aa53-3864-4ec2-8087-62ba351859c7,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/,c9a563c73dcc322b570882ae587df5f0d0a80c44de768181d3f896ee0e68899a,senate-efd-electronic,explicit,yfinance,0,
,Chris Van Hollen,senate,,,,False,2017-02-17,2017-03-13,plausible,T,AT&T Inc.,Stock,Communication Services,XLC,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,d729aa53-3864-4ec2-8087-62ba351859c7,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/,17dc396959a164e30373b765fc6be9b7bddc82298b2646bed5ac689c1d43bf53,senate-efd-electronic,explicit,yfinance,0,
,Chris Van Hollen,senate,,,,False,2017-02-17,2017-03-13,plausible,GE,General Electric Company,Stock,Industrials,XLI,Sale (Full),"$15,001 - $50,000",32500.5,False,Self,d729aa53-3864-4ec2-8087-62ba351859c7,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/,0c461d70b392ab9ce81b1a2528194c8faf7010518dc843fb47d696dda97904cf,senate-efd-electronic,explicit,yfinance,0,
,Chris Van Hollen,senate,,,,False,2017-02-17,2017-03-13,plausible,JNJ,JNJ-Johnson & Johnson,Stock,Health Care,XLV,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,d729aa53-3864-4ec2-8087-62ba351859c7,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/,de2ae3123cd6902a6bfb981684c6dfc2f3182eb096019da55ada20543f741320,senate-efd-electronic,explicit,yfinance,0,
,Chris Van Hollen,senate,,,,False,2017-02-17,2017-03-13,plausible,VZ,Verizon Communications Inc.,Stock,Communication Services,XLC,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,d729aa53-3864-4ec2-8087-62ba351859c7,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/,e901f750f01070c33aea30187ec793c2ba9bfb2c9f1307fc52504a97a8fc706e,senate-efd-electronic,explicit,yfinance,0,
,Chris Van Hollen,senate,,,,False,2017-02-17,2017-03-13,plausible,YUM,"Yum! Brands, Inc.",Stock,Consumer Discretionary,XLY,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,d729aa53-3864-4ec2-8087-62ba351859c7,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/,5efed02e6cd4840f31e5da924964fa8338a3ed624859aa410783985f89cfcc90,senate-efd-electronic,explicit,yfinance,0,
,Chris Van Hollen,senate,,,,False,2017-02-17,2017-03-13,plausible,YUMC,"Yum China Holdings, Inc.",Stock,Consumer Discretionary,XLY,Sale (Full),"$1,001 - $15,000",8000.5,False,Self,d729aa53-3864-4ec2-8087-62ba351859c7,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/,646bc365a3fcd8d24e4c48a9b607d1d5778cec448b0e7a7abe6cc98fc9518624,senate-efd-electronic,explicit,yfinance,0,
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2016-02-01,2017-08-07,implausible,AAPL,Apple Inc.,Stock,Information Technology,XLK,Purchase,"$1,001 - $15,000",8000.5,False,Joint,86121a25-fe1d-481a-9557-d0b9a975494d,https://efdsearch.senate.gov/search/view/ptr/86121a25-fe1d-481a-9557-d0b9a975494d/,9a7aff44e25b1cc52f118d55230f684f71479735e547f884f2899f17c8321d1c,senate-efd-electronic,explicit,yfinance,0,1
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2016-02-01,2017-08-07,implausible,PKI,PerkinElmer Inc.,Stock,Health Care,XLV,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,86121a25-fe1d-481a-9557-d0b9a975494d,https://efdsearch.senate.gov/search/view/ptr/86121a25-fe1d-481a-9557-d0b9a975494d/,f8ebb33aab128ef43c83d10fee224840fbb4221bccd60af82d6bf182f1dd3687,senate-efd-electronic,explicit,llm,0,1
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2016-02-01,2017-08-07,implausible,EPD,Enterprise Products Partners L.P.,Stock,Energy,XLE,Purchase,"$1,001 - $15,000",8000.5,False,Joint,86121a25-fe1d-481a-9557-d0b9a975494d,https://efdsearch.senate.gov/search/view/ptr/86121a25-fe1d-481a-9557-d0b9a975494d/,bf84ff6f93b1915e6103186ddb9fdde62c751e3b7806521a618acc71de9f3c97,senate-efd-electronic,explicit,yfinance,0,1
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2016-02-01,2017-08-07,implausible,PFE,Pfizer Inc.,Stock,Health Care,XLV,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,86121a25-fe1d-481a-9557-d0b9a975494d,https://efdsearch.senate.gov/search/view/ptr/86121a25-fe1d-481a-9557-d0b9a975494d/,5ad38aefdd1d86e3911943ad841e019dc9fe677363123659b167c03a2b641533,senate-efd-electronic,explicit,yfinance,0,1
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2016-02-02,2017-08-07,implausible,PFE,Pfizer Inc.,Stock,Health Care,XLV,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,86121a25-fe1d-481a-9557-d0b9a975494d,https://efdsearch.senate.gov/search/view/ptr/86121a25-fe1d-481a-9557-d0b9a975494d/,fbecf8fbad99f40debe64816d4cb82a0708b6bb293a3e12443f588a0a22b3698,senate-efd-electronic,explicit,yfinance,0,1
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2016-02-02,2017-08-07,implausible,ADT,The ADT Corporation,Stock,Industrials,XLI,Purchase,"$1,001 - $15,000",8000.5,False,Joint,86121a25-fe1d-481a-9557-d0b9a975494d,https://efdsearch.senate.gov/search/view/ptr/86121a25-fe1d-481a-9557-d0b9a975494d/,d31b27479d8b17c58670bd829069474d169ec7081d84dcd6dc82978a74de993c,senate-efd-electronic,explicit,yfinance,1,1
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2016-02-02,2017-08-07,implausible,ADT,The ADT Corporation,Stock,Industrials,XLI,Purchase,"$1,001 - $15,000",8000.5,False,Joint,86121a25-fe1d-481a-9557-d0b9a975494d,https://efdsearch.senate.gov/search/view/ptr/86121a25-fe1d-481a-9557-d0b9a975494d/,d31b27479d8b17c58670bd829069474d169ec7081d84dcd6dc82978a74de993c,senate-efd-electronic,explicit,yfinance,0,1
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2016-02-03,2017-08-07,implausible,HYH,"Halyard Health, Inc.",Stock,,,Purchase,"$1,001 - $15,000",8000.5,False,Joint,86121a25-fe1d-481a-9557-d0b9a975494d,https://efdsearch.senate.gov/search/view/ptr/86121a25-fe1d-481a-9557-d0b9a975494d/,f67ddd3c7ebdcbfd0482339b51dd15b388edb5f792a87ee2de6cc2a466f2fd06,senate-efd-electronic,explicit,none,0,1
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2016-02-03,2017-08-07,implausible,MSFT,Microsoft Corporation,Stock,Information Technology,XLK,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,86121a25-fe1d-481a-9557-d0b9a975494d,https://efdsearch.senate.gov/search/view/ptr/86121a25-fe1d-481a-9557-d0b9a975494d/,c706eb6b1dc975c40468dc58f342c02e6181958ce274b397c5b6b9f34f33c2e6,senate-efd-electronic,explicit,yfinance,0,1
