congress,bioguide_id,committee_membership
116,M001210,"House Committee on Education and Labor; House Committee on Education and Labor — Higher Education and Workforce Investment; House Committee on Education and Labor — Workforce Protections; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Environment"
116,N000002,House Committee on the Judiciary
116,N000015,House Committee on Ways and Means
116,N000147,"House Committee on Oversight and Reform; House Committee on Oversight and Reform — Civil Rights and Civil Liberties; House Committee on Oversight and Reform — Government Operations; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Aviation; House Committee on Transportation and Infrastructure — Economic Development, Public Buildings, and Emergency Management; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Railroads, Pipelines, and Hazardous Materials"
116,N000179,"House Committee on Natural Resources; House Committee on Natural Resources — Water, Oceans, and Wildlife; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Aviation; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Railroads, Pipelines, and Hazardous Materials; House Committee on Transportation and Infrastructure — Water Resources and Environment"
116,N000181,House Committee on Ways and Means; House Committee on Ways and Means — Health; House Committee on Ways and Means — Trade; House Permanent Select Committee on Intelligence
116,N000188,"House Committee on Armed Services; House Committee on Armed Services — Seapower and Projection Forces; House Committee on Armed Services — Tactical Air and Land Forces; House Committee on Education and Labor; House Committee on Education and Labor — Health, Employment, Labor, and Pensions; House Committee on Education and Labor — Higher Education and Workforce Investment"
116,N000189,"House Committee on Appropriations; House Committee on Appropriations — Energy and Water Development, and Related Agencies; House Committee on Appropriations — Homeland Security; House Committee on Appropriations — Legislative Branch; House Select Committee on the Modernization of Congress"
116,N000190,"House Committee on Oversight and Reform; House Committee on Oversight and Reform — Government Operations; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Energy; House Committee on Science, Space, and Technology — Investigations and Oversight; House Committee on the Budget"
116,N000191,"House Committee on Natural Resources; House Committee on Natural Resources — National Parks, Forests, and Public Lands; House Committee on Natural Resources — Water, Oceans, and Wildlife; House Committee on the Judiciary; House Committee on the Judiciary — Antitrust, Commercial, and Administrative Law; House Committee on the Judiciary — Immigration and Citizenship; House Select Committee on the Climate Crisis"
116,O000168,"House Committee on Energy and Commerce; House Committee on Energy and Commerce — Communications and Technology; House Committee on Energy and Commerce — Energy; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Space and Aeronautics"
116,O000171,House Committee on Agriculture; House Committee on Agriculture — Conservation and Forestry; House Committee on Energy and Commerce; House Committee on Energy and Commerce — Communications and Technology; House Committee on Energy and Commerce — Consumer Protection and Commerce; House Committee on Energy and Commerce — Energy
116,O000172,"House Committee on Financial Services; House Committee on Financial Services — Consumer Protection and Financial Institutions; House Committee on Financial Services — Investor Protection, Entrepreneurship, and Capital Markets; House Committee on Oversight and Reform; House Committee on Oversight and Reform — Civil Rights and Civil Liberties; House Committee on Oversight and Reform — Environment"
116,O000173,"House Committee on Education and Labor; House Committee on Education and Labor — Higher Education and Workforce Investment; House Committee on Education and Labor — Workforce Protections; House Committee on Foreign Affairs; House Committee on Foreign Affairs — Africa, Global Health, Global Human Rights, and International Organizations; House Committee on Foreign Affairs — Oversight and Investigations; House Committee on the Budget"
116,P000034,House Committee on Energy and Commerce; House Committee on Energy and Commerce — Communications and Technology; House Committee on Energy and Commerce — Consumer Protection and Commerce; House Committee on Energy and Commerce — Energy; House Committee on Energy and Commerce — Environment and Climate Change; House Committee on Energy and Commerce — Health; House Committee on Energy and Commerce — Oversight and Investigations
116,P000096,House Committee on Ways and Means; House Committee on Ways and Means — Social Security; House Committee on Ways and Means — Trade
116,P000258,House Committee on Agriculture; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Oversight and Investigations
116,P000449,"Joint Economic Committee; Senate Committee on Finance; Senate Committee on Finance — International Trade, Customs, and Global Competitiveness; Senate Committee on Finance — Social Security, Pensions, and Family Policy; Senate Committee on Finance — Taxation and IRS Oversight; Senate Committee on Foreign Relations; Senate Committee on Foreign Relations — Africa and Global Health Policy; Senate Committee on Foreign Relations — Europe and Regional Security Cooperation; Senate Committee on Foreign Relations — State Department and USAID Management, International Operations, and Bilateral International Development; Senate Committee on Foreign Relations — Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues; Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs — Permanent Subcommittee on Investigations; Senate Committee on Homeland Security and Governmental Affairs — Regulatory Affairs and Federal Management"
116,P000523,"House Committee on Appropriations; House Committee on Appropriations — Homeland Security; House Committee on Appropriations — State, Foreign Operations, and Related Programs; House Committee on Appropriations — Transportation, and Housing and Urban Development, and Related Agencies; House Committee on the Budget"
116,P000593,"House Committee on Financial Services; House Committee on Financial Services — National Security, International Development, and Monetary Policy; House Committee on Financial Services — Oversight and Investigations; House Committee on Financial Services — sous-commission 20; House Committee on Rules; House Committee on Rules — Rules and Organization of the House; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Space and Aeronautics"
116,P000595,"Joint Economic Committee; Senate Committee on Armed Services; Senate Committee on Armed Services — Airland; Senate Committee on Armed Services — Emerging Threats and Capabilities; Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation — Aviation and Space; Senate Committee on Commerce, Science, and Transportation — Communications, Technology, Innovation, and the Internet; Senate Committee on Commerce, Science, and Transportation — Science, Oceans, Fisheries, and Weather; Senate Committee on Commerce, Science, and Transportation — Transportation and Safety; Senate Committee on Homeland Security and Governmental Affairs"
116,P000597,"House Committee on Agriculture; House Committee on Agriculture — Biotechnology, Horticulture, and Research; House Committee on Agriculture — Conservation and Forestry; House Committee on Appropriations; House Committee on Appropriations — Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; House Committee on Appropriations — Interior, Environment, and Related Agencies; House Committee on Appropriations — Military Construction, Veterans Affairs, and Related Agencies"
116,P000599,"House Committee on Financial Services; House Committee on Financial Services — Consumer Protection and Financial Institutions; House Committee on Financial Services — Housing, Community Development, and Insurance; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Space and Aeronautics"
116,P000601,"House Committee on Appropriations; House Committee on Appropriations — Commerce, Justice, Science, and Related Agencies; House Committee on Appropriations — Homeland Security"
116,P000603,"Senate Committee on Foreign Relations; Senate Committee on Foreign Relations — Europe and Regional Security Cooperation; Senate Committee on Foreign Relations — Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy; Senate Committee on Foreign Relations — Near East, South Asia, Central Asia, and Counterterrorism; Senate Committee on Foreign Relations — State Department and USAID Management, International Operations, and Bilateral International Development; Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions — Children and Families; Senate Committee on Health, Education, Labor, and Pensions — Employment and Workplace Safety; Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs — Federal Spending Oversight and Emergency Management; Senate Committee on Homeland Security and Governmental Affairs — Permanent Subcommittee on Investigations; Senate Committee on Small Business and Entrepreneurship"
116,P000604,"House Committee on Homeland Security; House Committee on Homeland Security — Border Security, Facilitation, and Operations; House Committee on Homeland Security — Emergency Preparedness, Response, and Recovery; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Aviation; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Railroads, Pipelines, and Hazardous Materials"
116,P000605,"House Committee on Foreign Affairs; House Committee on Foreign Affairs — Asia, the Pacific, and Nonproliferation; House Committee on Foreign Affairs — Oversight and Investigations; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Aviation; House Committee on Transportation and Infrastructure — Railroads, Pipelines, and Hazardous Materials"
116,P000607,"House Committee on Appropriations; House Committee on Appropriations — Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; House Committee on Appropriations — Energy and Water Development, and Related Agencies; House Committee on Appropriations — Labor, Health and Human Services, Education, and Related Agencies; House Select Committee on the Modernization of Congress"
116,P000608,House Committee on Energy and Commerce; House Committee on Energy and Commerce — Energy; House Committee on Energy and Commerce — Environment and Climate Change; House Committee on Energy and Commerce — Oversight and Investigations; House Committee on the Budget
116,P000609,"House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Economic Development, Public Buildings, and Emergency Management; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Water Resources and Environment; House Select Committee on the Climate Crisis"
116,P000610,"House Committee on Agriculture; House Committee on Agriculture — Biotechnology, Horticulture, and Research; House Committee on Agriculture — Commodity Exchanges, Energy, and Credit; House Committee on Agriculture — Livestock and Foreign Agriculture; House Committee on Oversight and Reform; House Committee on Oversight and Reform — Government Operations; House Committee on Oversight and Reform — National Security; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Aviation; House Committee on Transportation and Infrastructure — Coast Guard and Maritime Transportation; House Committee on Transportation and Infrastructure — Highways and Transit"
116,P000612,"Senate Committee on Armed Services; Senate Committee on Armed Services — Cybersecurity; Senate Committee on Armed Services — Readiness and Management Support; Senate Committee on Armed Services — SeaPower; Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs — Economic Policy; Senate Committee on Banking, Housing, and Urban Affairs — Housing, Transportation, and Community Development; Senate Committee on Banking, Housing, and Urban Affairs — Securities, Insurance, and Investment; Senate Committee on Foreign Relations; Senate Committee on Foreign Relations — Africa and Global Health Policy; Senate Committee on Foreign Relations — East Asia, the Pacific, and International Cybersecurity Policy; Senate Committee on Foreign Relations — Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy; Senate Committee on the Budget; United States Senate Caucus on International Narcotics Control"
116,P000613,"House Committee on Agriculture; House Committee on Agriculture — Biotechnology, Horticulture, and Research; House Committee on Agriculture — Livestock and Foreign Agriculture; House Committee on Agriculture — Nutrition, Oversight, and Department Operations; House Committee on Ways and Means; House Committee on Ways and Means — Trade; House Committee on the Budget"
116,P000614,House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Coast Guard and Maritime Transportation; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Water Resources and Environment; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Economic Opportunity; House Committee on Veterans' Affairs — Oversight and Investigations
116,P000615,"House Committee on Foreign Affairs; House Committee on Foreign Affairs — Europe, Eurasia, Energy, and the Environment; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Economic Development, Public Buildings, and Emergency Management; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Railroads, Pipelines, and Hazardous Materials"
116,P000616,"House Committee on Ethics; House Committee on Financial Services; House Committee on Financial Services — Diversity and Inclusion; House Committee on Financial Services — Oversight and Investigations; House Committee on Foreign Affairs; House Committee on Foreign Affairs — Africa, Global Health, Global Human Rights, and International Organizations; House Committee on Foreign Affairs — Western Hemisphere, Civilian Security, and Trade"
116,P000617,House Committee on Financial Services; House Committee on Financial Services — Consumer Protection and Financial Institutions; House Committee on Financial Services — Diversity and Inclusion; House Committee on Oversight and Reform; House Committee on Oversight and Reform — Civil Rights and Civil Liberties; House Committee on Oversight and Reform — Economic and Consumer Policy
116,P000618,"House Committee on Financial Services; House Committee on Financial Services — Consumer Protection and Financial Institutions; House Committee on Financial Services — Investor Protection, Entrepreneurship, and Capital Markets; House Committee on Oversight and Reform; House Committee on Oversight and Reform — Economic and Consumer Policy"
116,Q000023,"House Committee on Appropriations; House Committee on Appropriations — Financial Services and General Government; House Committee on Appropriations — Interior, Environment, and Related Agencies; House Committee on Appropriations — Transportation, and Housing and Urban Development, and Related Agencies; House Permanent Select Committee on Intelligence; House Permanent Select Committee on Intelligence — Counterterrorism, Counterintelligence, and Counterproliferation; House Permanent Select Committee on Intelligence — Strategic Technologies and Advanced Research"
116,R000122,"Senate Committee on Appropriations; Senate Committee on Appropriations — Commerce, Justice, Science, and Related Agencies; Senate Committee on Appropriations — Department of Defense; Senate Committee on Appropriations — Department of the Interior, Environment, and Related Agencies; Senate Committee on Appropriations — Departments of Labor, Health and Human Services, and Education, and Related Agencies; Senate Committee on Appropriations — Military Construction and Veterans Affairs, and Related Agencies; Senate Committee on Appropriations — Transportation, Housing and Urban Development, and Related Agencies; Senate Committee on Armed Services; Senate Committee on Armed Services — Airland; Senate Committee on Armed Services — Cybersecurity; Senate Committee on Armed Services — Emerging Threats and Capabilities; Senate Committee on Armed Services — Personnel; Senate Committee on Armed Services — Readiness and Management Support; Senate Committee on Armed Services — SeaPower; Senate Committee on Armed Services — Strategic Forces; Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs — Financial Institutions and Consumer Protection; Senate Committee on Banking, Housing, and Urban Affairs — Housing, Transportation, and Community Development; Senate Committee on Banking, Housing, and Urban Affairs — Securities, Insurance, and Investment; Senate Select Committee on Intelligence"
116,R000307,"Joint Committee on Printing; Joint Committee on the Library; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry — Commodities, Risk Management, and Trade; Senate Committee on Agriculture, Nutrition, and Forestry — Conservation, Forestry, and Natural Resources; Senate Committee on Agriculture, Nutrition, and Forestry — Livestock, Marketing, and Agriculture Security; Senate Committee on Agriculture, Nutrition, and Forestry — Nutrition, Agricultural Research, and Specialty Crops; Senate Committee on Agriculture, Nutrition, and Forestry — Rural Development and Energy; Senate Committee on Finance; Senate Committee on Finance — Energy, Natural Resources, and Infrastructure; Senate Committee on Finance — Health Care; Senate Committee on Finance — International Trade, Customs, and Global Competitiveness; Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions — Primary Health and Retirement Security; Senate Committee on Rules and Administration; Senate Select Committee on Ethics"
116,R000395,"House Committee on Appropriations; House Committee on Appropriations — Defense; House Committee on Appropriations — State, Foreign Operations, and Related Programs"
116,R000486,"House Committee on Appropriations; House Committee on Appropriations — Homeland Security; House Committee on Appropriations — Labor, Health and Human Services, Education, and Related Agencies"
116,R000515,House Committee on Energy and Commerce; House Committee on Energy and Commerce — Consumer Protection and Commerce; House Committee on Energy and Commerce — Energy; House Committee on Energy and Commerce — Health
116,R000575,"House Committee on Armed Services; House Committee on Armed Services — Readiness; House Committee on Armed Services — Strategic Forces; House Committee on Homeland Security; House Committee on Homeland Security — Border Security, Facilitation, and Operations; House Committee on Homeland Security — Cybersecurity, Infrastructure Protection, and Innovation; House Committee on Homeland Security — Emergency Preparedness, Response, and Recovery; House Committee on Homeland Security — Intelligence and Counterterrorism; House Committee on Homeland Security — Oversight, Management, and Accountability; House Committee on Homeland Security — Transportation and Maritime Security"
116,R000576,House Committee on Appropriations; House Committee on Appropriations — Defense; House Committee on Appropriations — Homeland Security; House Committee on Appropriations — Legislative Branch
116,R000577,"House Committee on Appropriations; House Committee on Appropriations — Defense; House Committee on Appropriations — Legislative Branch; House Committee on Appropriations — Military Construction, Veterans Affairs, and Related Agencies"
116,R000582,"House Committee on Education and Labor; House Committee on Education and Labor — Health, Employment, Labor, and Pensions; House Committee on Veterans' Affairs"
116,R000584,"Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources — Energy; Senate Committee on Energy and Natural Resources — Public Lands, Forests, and Mining; Senate Committee on Energy and Natural Resources — Water and Power; Senate Committee on Foreign Relations; Senate Committee on Foreign Relations — Africa and Global Health Policy; Senate Committee on Foreign Relations — East Asia, the Pacific, and International Cybersecurity Policy; Senate Committee on Foreign Relations — Europe and Regional Security Cooperation; Senate Committee on Foreign Relations — Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy; Senate Committee on Foreign Relations — Near East, South Asia, Central Asia, and Counterterrorism; Senate Committee on Foreign Relations — State Department and USAID Management, International Operations, and Bilateral International Development; Senate Committee on Foreign Relations — Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues; Senate Committee on Small Business and Entrepreneurship; Senate Select Committee on Ethics; Senate Select Committee on Intelligence; United States Senate Caucus on International Narcotics Control"
116,R000585,House Committee on Ways and Means; House Committee on Ways and Means — Health; House Committee on Ways and Means — Social Security; House Committee on Ways and Means — Worker and Family Support
116,R000588,"House Committee on Homeland Security; House Committee on Homeland Security — Cybersecurity, Infrastructure Protection, and Innovation; House Committee on Homeland Security — Emergency Preparedness, Response, and Recovery; House Committee on the Judiciary; House Committee on the Judiciary — Courts, Intellectual Property, and the Internet; House Committee on the Judiciary — Crime, Terrorism and Homeland Security"
116,R000591,"House Committee on Appropriations; House Committee on Appropriations — Commerce, Justice, Science, and Related Agencies; House Committee on Appropriations — Military Construction, Veterans Affairs, and Related Agencies; House Committee on Appropriations — State, Foreign Operations, and Related Programs; House Committee on the Judiciary; House Committee on the Judiciary — Courts, Intellectual Property, and the Internet"
116,R000595,"Commission on Security and Cooperation in Europe; Senate Committee on Appropriations; Senate Committee on Appropriations — Commerce, Justice, Science, and Related Agencies; Senate Committee on Appropriations — Department of the Interior, Environment, and Related Agencies; Senate Committee on Appropriations — Departments of Labor, Health and Human Services, and Education, and Related Agencies; Senate Committee on Appropriations — Military Construction and Veterans Affairs, and Related Agencies; Senate Committee on Appropriations — State, Foreign Operations, and Related Programs; Senate Committee on Foreign Relations; Senate Committee on Foreign Relations — East Asia, the Pacific, and International Cybersecurity Policy; Senate Committee on Foreign Relations — State Department and USAID Management, International Operations, and Bilateral International Development; Senate Committee on Foreign Relations — Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues; Senate Committee on Small Business and Entrepreneurship; Senate Select Committee on Intelligence; Senate Special Committee on Aging"
116,R000597,House Committee on Ways and Means; House Committee on Ways and Means — Select Revenue Measures; House Committee on Ways and Means — Trade
116,R000599,House Committee on Energy and Commerce; House Committee on Energy and Commerce — Environment and Climate Change; House Committee on Energy and Commerce — Health; House Committee on Energy and Commerce — Oversight and Investigations
116,R000600,"House Committee on Natural Resources; House Committee on Natural Resources — For Indigenous Peoples of the United States; House Committee on Natural Resources — Water, Oceans, and Wildlife; House Committee on Small Business; House Committee on Small Business — Economic Growth, Tax and Capital Access; House Committee on Small Business — Rural Development, Agriculture, Trade and Entrepreneurship; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Health; House Committee on Veterans' Affairs — Oversight and Investigations"
116,R000602,"House Committee on Homeland Security; House Committee on Homeland Security — Border Security, Facilitation, and Operations; House Committee on Homeland Security — Cybersecurity, Infrastructure Protection, and Innovation; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Economic Opportunity; House Committee on Veterans' Affairs — Oversight and Investigations"
116,R000603,"House Committee on Agriculture; House Committee on Agriculture — Commodity Exchanges, Energy, and Credit; House Committee on Agriculture — Livestock and Foreign Agriculture; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Aviation; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Water Resources and Environment"
116,R000605,"Senate Committee on Armed Services; Senate Committee on Armed Services — Cybersecurity; Senate Committee on Armed Services — Personnel; Senate Committee on Armed Services — Strategic Forces; Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs — Financial Institutions and Consumer Protection; Senate Committee on Banking, Housing, and Urban Affairs — Housing, Transportation, and Community Development; Senate Committee on Banking, Housing, and Urban Affairs — Securities, Insurance, and Investment; Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works — Clean Air and Nuclear Safety; Senate Committee on Environment and Public Works — Superfund, Waste Management, and Regulatory Oversight; Senate Committee on Environment and Public Works — Transportation and Infrastructure; Senate Committee on Veterans' Affairs"
116,R000606,"House Committee on House Administration; House Committee on Oversight and Reform; House Committee on Oversight and Reform — Civil Rights and Civil Liberties; House Committee on Oversight and Reform — Government Operations; House Committee on Rules; House Committee on Rules — Expedited Procedures; House Committee on the Judiciary; House Committee on the Judiciary — Antitrust, Commercial, and Administrative Law; House Committee on the Judiciary — The Constitution, Civil Rights, and Civil Liberties"
116,R000607,"House Committee on Foreign Affairs; House Committee on Foreign Affairs — Europe, Eurasia, Energy, and the Environment; House Committee on Foreign Affairs — Western Hemisphere, Civilian Security, and Trade; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Environment"
116,R000608,"Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation — Aviation and Space; Senate Committee on Commerce, Science, and Transportation — Communications, Technology, Innovation, and the Internet; Senate Committee on Commerce, Science, and Transportation — Manufacturing, Trade, and Consumer Protection; Senate Committee on Commerce, Science, and Transportation — Security; Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions — Employment and Workplace Safety; Senate Committee on Health, Education, Labor, and Pensions — Primary Health and Retirement Security; Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs — Permanent Subcommittee on Investigations; Senate Committee on Homeland Security and Governmental Affairs — Regulatory Affairs and Federal Management; Senate Committee on Small Business and Entrepreneurship; Senate Special Committee on Aging; United States Senate Caucus on International Narcotics Control"
116,R000609,"House Committee on Appropriations; House Committee on Appropriations — Homeland Security; House Committee on Appropriations — Military Construction, Veterans Affairs, and Related Agencies; House Committee on Appropriations — Transportation, and Housing and Urban Development, and Related Agencies"
116,R000610,"House Committee on Foreign Affairs; House Committee on Foreign Affairs — Middle East, North Africa, and International Terrorism; House Committee on Foreign Affairs — Oversight and Investigations; House Committee on the Judiciary; House Committee on the Judiciary — Courts, Intellectual Property, and the Internet; House Committee on the Judiciary — Crime, Terrorism and Homeland Security; House Committee on the Judiciary — The Constitution, Civil Rights, and Civil Liberties"
116,R000611,"House Committee on Financial Services; House Committee on Financial Services — Consumer Protection and Financial Institutions; House Committee on Financial Services — National Security, International Development, and Monetary Policy; House Committee on Financial Services — sous-commission 20"
116,R000612,"House Committee on Financial Services; House Committee on Financial Services — Housing, Community Development, and Insurance; House Committee on Financial Services — National Security, International Development, and Monetary Policy; House Committee on Financial Services — Oversight and Investigations; House Committee on Financial Services — sous-commission 20"
116,R000613,"House Committee on Homeland Security; House Committee on Homeland Security — Emergency Preparedness, Response, and Recovery; House Committee on Homeland Security — Intelligence and Counterterrorism; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Health; House Committee on Veterans' Affairs — Oversight and Investigations"
116,R000614,House Committee on Oversight and Reform; House Committee on Oversight and Reform — Civil Rights and Civil Liberties; House Committee on Oversight and Reform — Economic and Consumer Policy; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Oversight and Investigations; House Committee on Veterans' Affairs — Technology Modernization; House Committee on the Budget
116,R000615,"Senate Committee on Foreign Relations; Senate Committee on Foreign Relations — Europe and Regional Security Cooperation; Senate Committee on Foreign Relations — Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy; Senate Committee on Foreign Relations — Near East, South Asia, Central Asia, and Counterterrorism; Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions — Children and Families; Senate Committee on Health, Education, Labor, and Pensions — Employment and Workplace Safety; Senate Committee on Health, Education, Labor, and Pensions — Primary Health and Retirement Security; Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs — Permanent Subcommittee on Investigations; Senate Committee on Homeland Security and Governmental Affairs — Regulatory Affairs and Federal Management; Senate Committee on Small Business and Entrepreneurship"
116,R000616,House Committee on Oversight and Reform; House Committee on Oversight and Reform — Environment; House Committee on Oversight and Reform — National Security; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Water Resources and Environment
116,S000033,"Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources — Energy; Senate Committee on Energy and Natural Resources — National Parks; Senate Committee on Energy and Natural Resources — Water and Power; Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works — Clean Air and Nuclear Safety; Senate Committee on Environment and Public Works — Fisheries, Water, and Wildlife; Senate Committee on Environment and Public Works — Transportation and Infrastructure; Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions — Children and Families; Senate Committee on Health, Education, Labor, and Pensions — Primary Health and Retirement Security; Senate Committee on Veterans' Affairs; Senate Committee on the Budget"
116,S000148,Senate Committee on Rules and Administration; Senate Select Committee on Intelligence
116,S000185,"House Committee on Education and Labor; House Committee on Education and Labor — Health, Employment, Labor, and Pensions; House Committee on the Budget"
116,S000244,"House Committee on Foreign Affairs; House Committee on Foreign Affairs — Africa, Global Health, Global Human Rights, and International Organizations; House Committee on Foreign Affairs — Europe, Eurasia, Energy, and the Environment; House Committee on the Judiciary; House Committee on the Judiciary — Antitrust, Commercial, and Administrative Law; House Committee on the Judiciary — Crime, Terrorism and Homeland Security"
116,S000248,"House Committee on Appropriations; House Committee on Appropriations — Commerce, Justice, Science, and Related Agencies; House Committee on Appropriations — Financial Services and General Government; House Committee on Appropriations — Interior, Environment, and Related Agencies"
116,S000320,"Joint Committee on the Library; Senate Committee on Appropriations; Senate Committee on Appropriations — Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; Senate Committee on Appropriations — Commerce, Justice, Science, and Related Agencies; Senate Committee on Appropriations — Department of Defense; Senate Committee on Appropriations — Department of Homeland Security; Senate Committee on Appropriations — Department of the Interior, Environment, and Related Agencies; Senate Committee on Appropriations — Departments of Labor, Health and Human Services, and Education, and Related Agencies; Senate Committee on Appropriations — Energy and Water Development; Senate Committee on Appropriations — Financial Services and General Government; Senate Committee on Appropriations — Legislative Branch; Senate Committee on Appropriations — Military Construction and Veterans Affairs, and Related Agencies; Senate Committee on Appropriations — State, Foreign Operations, and Related Programs; Senate Committee on Appropriations — Transportation, Housing and Urban Development, and Related Agencies; Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs — Financial Institutions and Consumer Protection; Senate Committee on Banking, Housing, and Urban Affairs — Housing, Transportation, and Community Development; Senate Committee on Banking, Housing, and Urban Affairs — Securities, Insurance, and Investment; Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works — Fisheries, Water, and Wildlife; Senate Committee on Environment and Public Works — Superfund, Waste Management, and Regulatory Oversight; Senate Committee on Environment and Public Works — Transportation and Infrastructure; Senate Committee on Rules and Administration"
116,S000344,"House Committee on Financial Services; House Committee on Financial Services — Housing, Community Development, and Insurance; House Committee on Financial Services — Investor Protection, Entrepreneurship, and Capital Markets; House Committee on Financial Services — National Security, International Development, and Monetary Policy; House Committee on Financial Services — sous-commission 20; House Committee on Foreign Affairs; House Committee on Foreign Affairs — Asia, the Pacific, and Nonproliferation; House Committee on Foreign Affairs — Middle East, North Africa, and International Terrorism; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Research and Technology"
116,S000364,House Committee on Energy and Commerce; House Committee on Energy and Commerce — Communications and Technology; House Committee on Energy and Commerce — Environment and Climate Change; House Committee on Energy and Commerce — Health
116,S000510,House Committee on Armed Services
116,S000522,"House Committee on Foreign Affairs; House Committee on Foreign Affairs — Africa, Global Health, Global Human Rights, and International Organizations; House Committee on Foreign Affairs — Western Hemisphere, Civilian Security, and Trade"
