bioguide_id,declarant_name,last,first,party,chamber,state,district
F000250,Ellsworth Foote,Foote,Ellsworth,Republican,house,CT,3.0
F000404,Hadwen Fuller,Fuller,Hadwen,Republican,house,NY,35.0
G000017,James Gallagher,Gallagher,James,Republican,house,PA,1.0
G000111,Bertrand Gearhart,Gearhart,Bertrand,Republican,house,CA,9.0
G000135,Charles Gerlach,Gerlach,Charles,Republican,house,PA,8.0
G000169,Charles Gifford,Gifford,Charles,Republican,house,MA,9.0
G000207,George Gillie,Gillie,George,Republican,house,IN,4.0
G000253,Abe Goff,Goff,Abe,Republican,house,ID,1.0
G000384,Robert Grant,Grant,Robert,Republican,house,IN,3.0
G000472,Percy Griffiths,Griffiths,Percy,Republican,house,OH,15.0
G000493,Chester Gross,Gross,Chester,Republican,house,PA,21.0
G000543,John Gwynne,Gwynne,John,Republican,house,IA,3.0
H000212,Richard Harless,Harless,Richard,Democrat,house,AZ,0.0
H000217,Forest Harness,Harness,Forest,Republican,house,IN,5.0
H000298,Fred Hartley,Hartley,Fred,Republican,house,NJ,10.0
H000492,Joseph Hendricks,Hendricks,Joseph,Democrat,house,FL,5.0
H000863,George Howell,Howell,George,Republican,house,IL,21.0
I000046,Leo Isacson,Isacson,Leo,American Labor,house,NY,24.0
J000058,Peterson Jarman,Jarman,Peterson,Democrat,house,AL,6.0
J000086,Mitchell Jenkins,Jenkins,Mitchell,Republican,house,PA,11.0
J000117,Anton Johnson,Johnson,Anton,Republican,house,IL,14.0
J000133,Glen Johnson,Johnson,Glen,Democrat,house,OK,4.0
J000165,Noble Johnson,Johnson,Noble,Republican,house,IN,6.0
J000225,Homer Jones,Jones,Homer,Republican,house,WA,1.0
J000249,Robert Jones,Jones,Robert,Republican,house,OH,4.0
J000264,Bartel Jonkman,Jonkman,Bartel,Republican,house,MI,5.0
K000301,Harold Knutson,Knutson,Harold,Republican,house,MN,6.0
L000052,Gerald Landis,Landis,Gerald,Republican,house,IN,7.0
L000163,Clarence Lea,Lea,Clarence,Democrat,house,CA,1.0
L000279,Earl Lewis,Lewis,Earl,Republican,house,OH,18.0
L000296,William Lewis,Lewis,William,Republican,house,KY,9.0
L000454,Francis Love,Love,Francis,Republican,house,WV,1.0
L000501,Louis Ludlow,Ludlow,Louis,Democrat,house,IN,11.0
L000519,Georgia Lusk,Lusk,Georgia,Democrat,house,NM,0.0
M000027,George MacKinnon,MacKinnon,George,Republican,house,MN,3.0
M000089,Franklin Maloney,Maloney,Franklin,Republican,house,PA,4.0
M000094,Carter Manasco,Manasco,Carter,Democrat,house,AL,7.0
M000112,Joseph Mansfield,Mansfield,Joseph,Democrat,house,TX,9.0
M000233,Frank Mathews,Mathews,Frank,Republican,house,NJ,4.0
M000374,Edward McCowen,McCowen,Edward,Republican,house,OH,6.0
M000422,John McDowell,McDowell,John,Republican,house,PA,29.0
M000442,Robert McGarvey,McGarvey,Robert,Republican,house,PA,2.0
M000456,James McGrath,McGrath,James,Democrat,senate,RI,
M000560,Gregory McMahon,McMahon,Gregory,Republican,house,NY,4.0
M000617,Hugh Meade,Meade,Hugh,Democrat,house,MD,2.0
M000619,Wendell Meade,Meade,Wendell,Republican,house,KY,7.0
M000764,William Miller,Miller,William,Republican,house,CT,1.0
M000809,Edward Mitchell,Mitchell,Edward,Republican,house,IN,8.0
M001062,Frederick Muhlenberg,Muhlenberg,Frederick,Republican,house,PA,13.0
N000121,Robert Nodar,Nodar,Robert,Republican,house,NY,6.0
N000135,Fred Norman,Norman,Fred,Republican,house,WA,3.0
O000160,Thomas Owens,Owens,Thomas,Republican,house,IL,7.0
P000182,Preston Peden,Peden,Preston,Democrat,house,OK,7.0
P000387,Walter Ploeser,Ploeser,Walter,Republican,house,MO,12.0
P000471,David Potts,Potts,David,Republican,house,NY,26.0
P000524,Emory Price,Price,Emory,Democrat,house,FL,2.0
R000002,Benjamin Rabin,Rabin,Benjamin,Democrat,house,NY,24.0
R000022,Homer Ramey,Ramey,Homer,Republican,house,OH,9.0
R000083,Leo Rayfiel,Rayfiel,Leo,Democrat,house,NY,14.0
R000137,Albert Reeves,Reeves,Albert,Republican,house,MO,5.0
R000288,Ross Rizley,Rizley,Ross,Republican,house,OK,8.0
R000319,Charles Robertson,Robertson,Charles,Republican,house,ND,0.0
R000369,Robert Rockwell,Rockwell,Robert,Republican,house,CO,4.0
R000410,Edward Rohrbough,Rohrbough,Edward,Republican,house,WV,3.0
R000522,Charles Russell,Russell,Charles,Republican,house,NV,0.0
S000063,George Sarbacher,Sarbacher,George,Republican,house,PA,5.0
S000156,Max Schwabe,Schwabe,Max,Republican,house,MO,2.0
S000163,James Scoblick,Scoblick,James,Republican,house,PA,10.0
S000670,Melvin Snyder,Snyder,Melvin,Republican,house,WV,2.0
S000755,Raymond Springer,Springer,Raymond,Republican,house,IN,10.0
S000896,William Stevenson,Stevenson,William,Republican,house,WI,3.0
S000998,William Stratton,Stratton,William,Republican,house,IL,0.0
S001076,Frank Sundstrom,Sundstrom,Frank,Republican,house,NJ,11.0
T000189,Robert Thomason,Thomason,Robert,Democrat,house,TX,16.0
T000263,Harve Tibbott,Tibbott,Harve,Republican,house,PA,26.0
T000444,Robert Twyman,Twyman,Robert,Republican,house,IL,9.0
W000304,Milton West,West,Milton,Democrat,house,TX,15.0
Y000058,Harold Youngblood,Youngblood,Harold,Republican,house,MI,14.0
Z000009,Orville Zimmerman,Zimmerman,Orville,Democrat,house,MO,10.0
B000894,Joseph Broughton,Broughton,Joseph,Democrat,senate,NC,
B000565,Sol Bloom,Bloom,Sol,Democrat,house,NY,20.0
D000522,John Dulles,Dulles,John,Republican,senate,NY,
M000716,Bert Miller,Miller,Bert,Democrat,senate,ID,
B001168,Harlan Bushfield,Bushfield,Harlan,Republican,senate,SD,
O000146,John Overton,Overton,John,Democrat,senate,LA,
U000005,William Umstead,Umstead,William,Democrat,senate,NC,
R000358,John Robsion,Robsion,John,Republican,house,KY,9.0
B001169,Vera Bushfield,Bushfield,Vera,Republican,senate,SD,
F000057,William Feazel,Feazel,William,Democrat,senate,LA,
B000460,Theodore Bilbo,Bilbo,Theodore,Democrat,senate,MS,
G000141,Peter Gerry,Gerry,Peter,Democrat,senate,RI,
G000519,Joseph Guffey,Guffey,Joseph,Democrat,senate,PA,
L000005,Robert La Follette,La Follette,Robert,Progressive,senate,WI,
M000615,James Mead,Mead,James,Democrat,senate,NY,
M001082,Orrice Murdock,Murdock,Orrice,Democrat,senate,UT,
R000006,George Radcliffe,Radcliffe,George,Democrat,senate,MD,
S000369,Henrik Shipstead,Shipstead,Henrik,Republican,senate,MN,
T000409,James Tunnell,Tunnell,James,Democrat,senate,DE,
W000097,David Walsh,Walsh,David,Democrat,senate,MA,
W000330,Burton Wheeler,Wheeler,Burton,Democrat,senate,MT,
W000563,Raymond Willis,Willis,Raymond,Republican,senate,IN,
A000046,Sherman Adams,Adams,Sherman,Republican,house,NH,2.0
B000086,Harry Baldwin,Baldwin,Harry,Democrat,house,MD,2.0
B000093,Joseph Baldwin,Baldwin,Joseph,Republican,house,NY,17.0
B000191,William Barry,Barry,William,Democrat,house,NY,4.0
B000367,Augustus Bennet,Bennet,Augustus,Republican,house,NY,29.0
B000640,Lyle Boren,Boren,Lyle,Democrat,house,OK,4.0
B000743,Michael Bradley,Bradley,Michael,Democrat,house,PA,3.0
B000828,Frank Briggs,Briggs,Frank,Democrat,senate,MO,
B000976,David Brumbaugh,Brumbaugh,David,Republican,house,PA,22.0
B001061,Berkeley Bunker,Bunker,Berkeley,Democrat,house,NV,0.0
B001084,William Burgin,Burgin,William,Democrat,house,NC,8.0
C000085,Howard Campbell,Campbell,Howard,Republican,house,PA,29.0
C000115,Arthur Cannon,Cannon,Arthur,Democrat,house,FL,4.0
C000211,Edward Carville,Carville,Edward,Democrat,senate,NV,
C000565,John Cochran,Cochran,John,Democrat,house,MO,13.0
C000584,John Coffee,Coffee,John,Democrat,house,WA,6.0
C000996,James Curley,Curley,James,Democrat,house,MA,11.0
D000067,Ralph Daughton,Daughton,Ralph,Democrat,house,VA,2.0
D000206,Emerson De Lacy,De Lacy,Emerson,Democrat,house,WA,1.0
D000335,Samuel Dickstein,Dickstein,Samuel,Democrat,house,NY,19.0
D000452,Emily Douglas,Douglas,Emily,Democrat,house,IL,0.0
E000016,Harold Earthman,Earthman,Harold,Democrat,house,TN,5.0
E000210,Joseph Ervin,Ervin,Joseph,Democrat,house,NC,10.0
G000019,William Gallagher,Gallagher,William,Democrat,house,MN,3.0
G000051,Edward Gardner,Gardner,Edward,Democrat,house,OH,3.0
G000117,James Geelan,Geelan,James,Democrat,house,CT,3.0
G000163,John Gibson,Gibson,John,Democrat,house,GA,8.0
G000194,Dean Gillespie,Gillespie,Dean,Republican,house,CO,1.0
H000146,Clarence Hancock,Hancock,Clarence,Republican,house,NY,36.0
H000200,Butler Hare,Hare,Butler,Democrat,house,SC,3.0
H000426,Ned Healy,Healy,Ned,Democrat,house,CA,13.0
H000450,James Heidinger,Heidinger,James,Republican,house,IL,24.0
H000515,Robert Henry,Henry,Robert,Republican,house,WI,2.0
H000668,Daniel Hoch,Hoch,Daniel,Democrat,house,PA,13.0
H000682,Carl Hoffman,Hoffman,Carl,Republican,house,PA,23.0
H000741,Pehr Holmes,Holmes,Pehr,Republican,house,MA,4.0
H000757,Frank Hook,Hook,Frank,Democrat,house,MI,12.0
I000052,Edouard Izac,Izac,Edouard,Democrat,house,CA,23.0
J000150,Jed Johnson,Johnson,Jed,Democrat,house,OK,6.0
K000071,Edward Kelly,Kelly,Edward,Democrat,house,IL,3.0
K000231,John Kinzer,Kinzer,John,Republican,house,PA,9.0
K000315,Herman Kopplemann,Kopplemann,Herman,Democrat,house,CT,1.0
L000003,Charles La Follette,La Follette,Charles,Republican,house,IN,8.0
L000076,Fritz Lanham,Lanham,Fritz,Democrat,house,TX,12.0
L000334,William Link,Link,William,Democrat,house,IL,7.0
L000497,Clare Luce,Luce,Clare,Republican,house,CT,4.0
M000091,Paul Maloney,Maloney,Paul,Democrat,house,LA,2.0
M000097,Helen Mankin,Mankin,Helen,Democrat,house,GA,5.0
M000272,Andrew May,May,Andrew,Democrat,house,KY,7.0
M000446,Daniel McGehee,McGehee,Daniel,Democrat,house,MS,7.0
M000451,Herbert McGlinchey,McGlinchey,Herbert,Democrat,house,PA,6.0
M000504,Charles McKenzie,McKenzie,Charles,Democrat,house,LA,5.0
M001040,James Mott,Mott,James,Republican,house,OR,1.0
O000029,James O’Connor,O’Connor,James,Democrat,house,MT,2.0
O000089,Emmet O’Neal,O’Neal,Emmet,Democrat,house,KY,3.0
O000137,George Outland,Outland,George,Democrat,house,CA,11.0
P000105,Luther Patrick,Patrick,Luther,Democrat,house,AL,9.0
P000113,Ellis Patterson,Patterson,Ellis,Democrat,house,CA,16.0
P000260,Hugh Peterson,Peterson,Hugh,Democrat,house,GA,1.0
P000371,William Pittenger,Pittenger,William,Republican,house,MN,8.0
P000361,Jesús Piñero,Piñero,Jesús,Popular Democrat,house,PR,0.0
P000488,David Powers,Powers,David,Republican,house,NJ,4.0
P000498,Eliza Pratt,Pratt,Eliza,Democrat,house,NC,8.0
Q000019,Peter Quinn,Quinn,Peter,Democrat,house,NY,26.0
R000032,Robert Ramspeck,Ramspeck,Robert,Democrat,house,GA,5.0
R000163,Alexander Resa,Resa,Alexander,Democrat,house,IL,9.0
R000341,James Robinson,Robinson,James,Democrat,house,UT,2.0
R000373,Robert Rodgers,Rodgers,Robert,Republican,house,PA,28.0
R000381,Dudley Roe,Roe,Dudley,Democrat,house,MD,1.0
R000382,James Roe,Roe,James,Democrat,house,NY,5.0
R000394,George Rogers,Rogers,George,Democrat,house,NY,40.0
R000419,Carlos Romulo,Romulo,Carlos,,house,PI,0.0
R000473,William Rowan,Rowan,William,Democrat,house,IL,2.0
R000538,Sam Russell,Russell,Sam,Democrat,house,TX,17.0
