bioguide_id,declarant_name,last,first,party,chamber,state,district
M000854,Hernando Money,Money,Hernando,Democrat,senate,MS,
P000351,Samuel Piles,Piles,Samuel,Republican,senate,WA,
S000182,Nathan Scott,Scott,Nathan,Republican,senate,WV,
T000026,James Taliaferro,Taliaferro,James,Democrat,senate,FL,
W000160,William Warner,Warner,William,Republican,senate,MO,
E000110,Stephen Elkins,Elkins,Stephen,Republican,senate,WV,
F000398,William Frye,Frye,William,Republican,senate,ME,
A000091,De Alexander,Alexander,De,Republican,house,NY,36.0
A000112,Amos Allen,Allen,Amos,Republican,house,ME,1.0
B000135,Charles Barclay,Barclay,Charles,Republican,house,PA,21.0
B000155,William Barnard,Barnard,William,Republican,house,IN,6.0
B000203,George Bartlett,Bartlett,George,Democrat,house,NV,0.0
B000378,Joseph Bennett,Bennett,Joseph,Republican,house,KY,9.0
B000672,Henry Boutell,Boutell,Henry,Republican,house,IL,9.0
B000689,Eaton Bowers,Bowers,Eaton,Democrat,house,MS,6.0
B000962,Walter Brownlow,Brownlow,Walter,Republican,house,TN,1.0
B001207,Adam Byrd,Byrd,Adam,Democrat,house,MS,5.0
C000026,William Calderhead,Calderhead,William,Republican,house,KS,5.0
C000135,Adin Capron,Capron,Adin,Republican,house,RI,2.0
C000238,James Cassidy,Cassidy,James,Republican,house,OH,21.0
C000315,Pleasant Chapman,Chapman,Pleasant,Republican,house,IL,24.0
C000578,William Cocks,Cocks,William,Republican,house,NY,1.0
C000612,Ralph Cole,Cole,Ralph,Republican,house,OH,8.0
C000718,Joel Cook,Cook,Joel,Republican,house,PA,2.0
C000745,Allen Cooper,Cooper,Allen,Republican,house,PA,23.0
C000805,Harry Coudrey,Coudrey,Harry,Republican,house,MO,12.0
C000826,Charles Cowles,Cowles,Charles,Republican,house,NC,8.0
C000861,William Craig,Craig,William,Democrat,house,AL,4.0
C000897,Charles Creager,Creager,Charles,Republican,house,OK,3.0
C000937,Charles Crow,Crow,Charles,Republican,house,MO,14.0
C001018,Francis Cushman,Cushman,Francis,Republican,house,WA,2.0
D000150,Albert Dawson,Dawson,Albert,Republican,house,IA,2.0
D000167,David De Armond,De Armond,David,Democrat,house,MO,6.0
D000232,Edwin Denby,Denby,Edwin,Republican,house,MI,1.0
D000336,Gerrit Diekema,Diekema,Gerrit,Republican,house,MI,5.0
D000449,Albert Douglas,Douglas,Albert,Republican,house,OH,11.0
D000567,Cyrus Durey,Durey,Cyrus,Republican,house,NY,25.0
E000065,Don Edwards,Edwards,Don,Republican,house,KY,11.0
E000138,William Ellis,Ellis,William,Republican,house,OR,2.0
E000163,Politte Elvins,Elvins,Politte,Republican,house,MO,13.0
E000183,William Englebright,Englebright,William,Republican,house,CA,1.0
F000042,Jacob Fassett,Fassett,Jacob,Republican,house,NY,33.0
F000139,Hamilton Fish,Fish,Hamilton,Republican,house,NY,21.0
F000231,Otto Foelker,Foelker,Otto,Republican,house,NY,3.0
F000293,Eugene Foss,Foss,Eugene,Democrat,house,MA,14.0
F000318,William Foulkrod,Foulkrod,William,Republican,house,PA,5.0
F000320,Charles Fowler,Fowler,Charles,Republican,house,NJ,5.0
G000008,Joseph Gaines,Gaines,Joseph,Republican,house,WV,3.0
G000062,Washington Gardner,Gardner,Washington,Republican,house,MI,3.0
G000073,Alfred Garner,Garner,Alfred,Republican,house,PA,12.0
G000188,John Gill,Gill,John,Democrat,house,MD,4.0
G000198,Oscar Gillespie,Gillespie,Oscar,Democrat,house,TX,12.0
G000223,Samuel Gilmore,Gilmore,Samuel,Democrat,house,LA,2.0
G000251,Herman Goebel,Goebel,Herman,Republican,house,OH,2.0
G000351,Joseph Graff,Graff,Joseph,Republican,house,IL,16.0
G000363,William Graham,Graham,William,Republican,house,PA,29.0
G000383,John Grant,Grant,John,Republican,house,NC,10.0
G000473,James Griggs,Griggs,James,Democrat,house,GA,2.0
H000098,Thomas Hamer,Hamer,Thomas,Republican,house,ID,1.0
H000358,James Havens,Havens,James,Democrat,house,NY,32.0
H000639,Edmund Hinshaw,Hinshaw,Edmund,Republican,house,NE,4.0
H000848,William Howard,Howard,William,Democrat,house,GA,8.0
H000857,Benjamin Howell,Howell,Benjamin,Republican,house,NJ,3.0
H000891,William Hubbard,Hubbard,William,Republican,house,WV,1.0
H000911,George Huff,Huff,George,Republican,house,PA,22.0
H000919,Charles Hughes,Hughes,Charles,Democrat,senate,CO,
H000942,John Hull,Hull,John,Republican,house,IA,7.0
J000055,William Jamieson,Jamieson,William,Democrat,house,IA,8.0
J000113,Adna Johnson,Johnson,Adna,Republican,house,OH,10.0
J000276,James Joyce,Joyce,James,Republican,house,OH,15.0
K000048,Joseph Keifer,Keifer,Joseph,Republican,house,OH,7.0
K000055,John Keliher,Keliher,John,Democrat,house,MA,9.0
K000106,James Kennedy,Kennedy,James,Republican,house,OH,18.0
K000279,Charles Knapp,Knapp,Charles,Republican,house,NY,28.0
K000331,John Kronmiller,Kronmiller,John,Republican,house,MD,3.0
K000346,Gustav Küstermann,Küstermann,Gustav,Republican,house,WI,9.0
L000102,Tulio Larrinaga,Larrinaga,Tulio,Unionist,house,PR,0.0
L000106,Francis Lassiter,Lassiter,Francis,Democrat,house,VA,4.0
L000124,Charles Law,Law,Charles,Republican,house,NY,4.0
L000361,Robert Lively,Lively,Robert,Democrat,house,TX,3.0
L000368,Leonidas Livingston,Livingston,Leonidas,Democrat,house,GA,5.0
L000465,William Lovering,Lovering,William,Republican,house,MA,14.0
L000472,Frank Lowden,Lowden,Frank,Republican,house,IL,13.0
L000515,Frederick Lundin,Lundin,Frederick,Republican,house,IL,7.0
M000230,Zachary Massey,Massey,Zachary,Republican,house,TN,1.0
M000283,Harry Maynard,Maynard,Harry,Democrat,house,VA,2.0
M000384,William McCredie,McCredie,William,Republican,house,WA,2.0
M000518,Duncan McKinlay,McKinlay,Duncan,Republican,house,CA,2.0
M000532,James McLachlan,McLachlan,James,Republican,house,CA,7.0
M000733,James Miller,Miller,James,Republican,house,KS,4.0
M000772,Charles Millington,Millington,Charles,Republican,house,NY,27.0
M000940,John Morehead,Morehead,John,Republican,house,NC,5.0
M000944,Charles Morgan,Morgan,Charles,Republican,house,MO,15.0
M001053,William Moxley,Moxley,William,Republican,house,IL,6.0
M001059,Sydney Mudd,Mudd,Sydney,Republican,house,MD,5.0
M001087,Arthur Murphy,Murphy,Arthur,Republican,house,MO,16.0
N000089,Thomas Nicholls,Nicholls,Thomas,Democrat,house,PA,10.0
O000026,Joseph O’Connell,O’Connell,Joseph,Democrat,house,MA,10.0
O000020,Pablo Ocampo,Ocampo,Pablo,,house,PI,0.0
O000059,Jacob Olcott,Olcott,Jacob,Republican,house,NY,15.0
P000040,Henry Palmer,Palmer,Henry,Republican,house,PA,11.0
P000088,Herbert Parsons,Parsons,Herbert,Republican,house,NY,13.0
P000118,James Patterson,Patterson,James,Democrat,house,SC,2.0
P000163,George Pearre,Pearre,George,Republican,house,MD,6.0
P000234,James Perkins,Perkins,James,Republican,house,NY,32.0
P000496,Charles Pratt,Pratt,Charles,Republican,house,PA,14.0
R000131,William Reeder,Reeder,William,Republican,house,KS,6.0
R000142,Charles Reid,Reid,Charles,Democrat,house,AR,5.0
R000176,John Reynolds,Reynolds,John,Republican,house,PA,19.0
R000185,Joseph Rhinock,Rhinock,Joseph,Democrat,house,KY,6.0
R000526,Gordon Russell,Russell,Gordon,Democrat,house,TX,3.0
S000166,Charles Scott,Scott,Charles,Republican,house,KS,2.0
S000318,William Sheffield,Sheffield,William,Republican,house,RI,1.0
S000650,Howard Snapp,Snapp,Howard,Republican,house,IL,11.0
S000691,George Southwick,Southwick,George,Republican,house,NY,23.0
S000733,Nehemiah Sperry,Sperry,Nehemiah,Republican,house,CT,2.0
S000734,Thomas Spight,Spight,Thomas,Democrat,house,MS,2.0
S001049,George Sturgiss,Sturgiss,George,Republican,house,WV,2.0
S001098,John Swasey,Swasey,John,Republican,house,ME,2.0
T000060,James Tawney,Tawney,James,Republican,house,MN,1.0
T000123,John Tener,Tener,John,Republican,house,PA,24.0
T000159,Charles Thomas,Thomas,Charles,Democrat,house,NC,3.0
T000186,William Thomas,Thomas,William,Republican,house,OH,19.0
T000287,Charles Tirrell,Tirrell,Charles,Republican,house,MA,4.0
T000318,William Tou Velle,Tou Velle,William,Democrat,house,OH,4.0
W000082,Robert Wallace,Wallace,Robert,Democrat,house,AR,7.0
W000122,Irving Wanger,Wanger,Irving,Republican,house,PA,8.0
W000171,Charles Washburn,Washburn,Charles,Republican,house,MA,3.0
W000259,Charles Weisse,Weisse,Charles,Democrat,house,WI,6.0
W000340,Nelson Wheeler,Wheeler,Nelson,Republican,house,PA,28.0
W000470,William Wiley,Wiley,William,Republican,house,NJ,8.0
W000481,William Willett,Willett,William,Democrat,house,NY,14.0
Y000049,Richard Young,Young,Richard,Republican,house,NY,5.0
P000570,William Purcell,Purcell,William,Democrat,senate,ND,
T000131,Joseph Terrell,Terrell,Joseph,Democrat,senate,GA,
Y000046,Lafayette Young,Young,Lafayette,Republican,senate,IA,
D000035,John Daniel,Daniel,John,Democrat,senate,VA,
D000404,Jonathan Dolliver,Dolliver,Jonathan,Republican,senate,IA,
C000478,Alexander Clay,Clay,Alexander,Democrat,senate,GA,
G000312,James Gordon,Gordon,James,Democrat,senate,MS,
M000429,Samuel McEnery,McEnery,Samuel,Democrat,senate,LA,
T000199,Fountain Thompson,Thompson,Fountain,Democrat,senate,ND,
A000258,Levi Ankeny,Ankeny,Levi,Republican,senate,WA,
F000253,Joseph Foraker,Foraker,Joseph,Republican,senate,OH,
F000420,Charles Fulton,Fulton,Charles,Republican,senate,OR,
H000169,Henry Hansbrough,Hansbrough,Henry,Republican,senate,ND,
H000770,Albert Hopkins,Hopkins,Albert,Republican,senate,IL,
K000255,Alfred Kittredge,Kittredge,Alfred,Republican,senate,SD,
L000412,Chester Long,Long,Chester,Republican,senate,KS,
M000382,James McCreary,McCreary,James,Democrat,senate,KY,
P000383,Thomas Platt,Platt,Thomas,Republican,senate,NY,
T000116,Henry Teller,Teller,Henry,Democrat,senate,CO,
H000467,James Hemenway,Hemenway,James,Republican,senate,IN,
A000019,Ernest Acheson,Acheson,Ernest,Republican,house,PA,24.0
B000118,Henry Bannon,Bannon,Henry,Republican,house,OH,10.0
B000267,Joseph Beale,Beale,Joseph,Republican,house,PA,27.0
B000297,James Bede,Bede,James,Republican,house,MN,8.0
B000481,Benjamin Birdsall,Birdsall,Benjamin,Republican,house,IA,3.0
B000623,Robert Bonynge,Bonynge,Robert,Republican,house,CO,1.0
B000717,John Boyd,Boyd,John,Republican,house,NE,3.0
B000819,Abraham Brick,Brick,Abraham,Republican,house,IN,13.0
B000860,Joseph Brodhead,Brodhead,Joseph,Democrat,house,PA,26.0
B000977,Charles Brumm,Brumm,Charles,Republican,house,PA,12.0
B000979,Stephen Brundidge,Brundidge,Stephen,Democrat,house,AR,2.0
B001151,Hiram Burton,Burton,Hiram,Republican,house,DE,0.0
C000029,Ben Caldwell,Caldwell,Ben,Democrat,house,IL,21.0
C000042,Thomas Cale,Cale,Thomas,Independent,house,AK,0.0
C000235,Henry Cassel,Cassel,Henry,Republican,house,PA,9.0
C000256,Henry Caulfield,Caulfield,Henry,Republican,house,MO,11.0
C000301,John Chaney,Chaney,John,Republican,house,IN,2.0
C000690,James Conner,Conner,James,Republican,house,IA,10.0
C000717,George Cook,Cook,George,Republican,house,CO,-1.0
C000761,Samuel Cooper,Cooper,Samuel,Democrat,house,TX,2.0
C000811,Robert Cousins,Cousins,Robert,Republican,house,IA,5.0
C000896,William Crawford,Crawford,William,Democrat,house,NC,10.0
D000060,Archibald Darragh,Darragh,Archibald,Republican,house,MI,11.0
D000081,Robert Davey,Davey,Robert,Democrat,house,LA,2.0
D000146,Beman Dawes,Dawes,Beman,Republican,house,OH,15.0
D000557,Charles Dunwell,Dunwell,Charles,Republican,house,NY,3.0
F000307,John Foster,Foster,John,Republican,house,IN,1.0
F000421,Elmer Fulton,Fulton,Elmer,Democrat,house,OK,2.0
G000007,John Gaines,Gaines,John,Democrat,house,TN,6.0
G000187,Clarence Gilhams,Gilhams,Clarence,Republican,house,IN,12.0
G000375,Daniel Granger,Granger,Daniel,Democrat,house,RI,1.0
H000004,Richard Hackett,Hackett,Richard,Democrat,house,NC,8.0
H000007,Thomas Hackney,Hackney,Thomas,Democrat,house,MO,15.0
H000017,Warren Haggott,Haggott,Warren,Republican,house,CO,2.0
H000035,Nathan Hale,Hale,Nathan,Republican,house,TN,2.0
H000066,Philo Hall,Hall,Philo,Republican,house,SD,-1.0
H000107,Daniel Hamilton,Hamilton,Daniel,Democrat,house,IA,6.0
H000190,John Harding,Harding,John,Republican,house,OH,3.0
H000322,Kittredge Haskins,Haskins,Kittredge,Republican,house,VT,2.0
H000523,William Hepburn,Hepburn,William,Republican,house,IA,8.0
H000614,Wilson Hill,Hill,Wilson,Democrat,house,MS,4.0
H000724,Elias Holliday,Holliday,Elias,Republican,house,IN,5.0
J000029,William Jackson,Jackson,William,Republican,house,MD,1.0
J000043,Addison James,James,Addison,Republican,house,KY,3.0
J000084,John Jenkins,Jenkins,John,Republican,house,WI,11.0
K000184,William Kimball,Kimball,William,Democrat,house,KY,7.0
K000252,William Kitchin,Kitchin,William,Democrat,house,NC,5.0
K000289,Philip Knopf,Knopf,Philip,Republican,house,IL,7.0
L000028,James Lamar,Lamar,James,Democrat,house,MO,16.0
L000031,William Lamar,Lamar,William,Democrat,house,FL,3.0
L000050,Charles Landis,Landis,Charles,Republican,house,IN,9.0
L000079,Jay Laning,Laning,Jay,Republican,house,OH,14.0
L000175,Eugene Leake,Leake,Eugene,Democrat,house,NJ,9.0
L000239,John Lenahan,Lenahan,John,Democrat,house,PA,11.0
L000281,Elijah Lewis,Lewis,Elijah,Democrat,house,GA,3.0
L000308,George Lilley,Lilley,George,Republican,house,CT,-1.0
L000355,Charles Littlefield,Littlefield,Charles,Republican,house,ME,2.0
M000163,Thomas Marshall,Marshall,Thomas,Republican,house,ND,-1.0
M000444,Charles McGavin,McGavin,Charles,Republican,house,IL,8.0
M000533,Frank McLain,McLain,Frank,Democrat,house,MS,7.0
M000542,Anselm McLaurin,McLaurin,Anselm,Democrat,senate,MS,
M000569,Samuel McMillan,McMillan,Samuel,Republican,house,NY,21.0
M000679,Adolph Meyer,Meyer,Adolph,Democrat,house,LA,1.0
M001048,Grant Mouser,Mouser,Grant,Republican,house,OH,13.0
M001095,James Murphy,Murphy,James,Democrat,house,WI,3.0
O000144,Jesse Overstreet,Overstreet,Jesse,Republican,house,IN,7.0
P000073,William Parker,Parker,William,Republican,house,SD,-1.0
P000413,Ernest Pollard,Pollard,Ernest,Republican,house,NE,1.0
P000445,Peter Porter,Porter,Peter,Ind. Republican,house,NY,34.0
P000491,Llewellyn Powers,Powers,Llewellyn,Republican,house,ME,4.0
P000504,Le Pratt,Pratt,Le,Democrat,house,NJ,8.0
R000168,John Reyburn,Reyburn,John,Republican,house,PA,2.0
R000287,John Rixey,Rixey,John,Democrat,house,VA,-1.0
R000563,William Ryan,Ryan,William,Democrat,house,NY,35.0
S000345,James Sherman,Sherman,James,Republican,house,NY,27.0
S000485,Campbell Slemp,Slemp,Campbell,Republican,house,VA,9.0
S000541,George Smith,Smith,George,Republican,house,IL,25.0
S000588,Madison Smith,Smith,Madison,Democrat,house,MO,13.0
W000036,George Waldo,Waldo,George,Republican,house,NY,5.0
W000249,Capell Weems,Weems,Capell,Republican,house,OH,16.0
W000466,Ariosto Wiley,Wiley,Ariosto,Democrat,house,AL,2.0
W000469,Oliver Wiley,Wiley,Oliver,Democrat,house,AL,2.0
W000674,Harry Wolf,Wolf,Harry,Democrat,house,MD,3.0
G000090,Frank Gary,Gary,Frank,Democrat,senate,SC,
M000788,William Milton,Milton,William,Democrat,senate,FL,
J000162,Martin Johnson,Johnson,Martin,Republican,senate,ND,
A000160,William Allison,Allison,William,Republican,senate,IA,
L000114,Asbury Latimer,Latimer,Asbury,Democrat,senate,SC,
P000547,Redfield Proctor,Proctor,Redfield,Republican,senate,VT,
W000435,William Whyte,Whyte,William,Democrat,senate,MD,
B000994,William Bryan,Bryan,William,Democrat,senate,FL,
S000917,John Stewart,Stewart,John,Republican,senate,VT,
B000418,James Berry,Berry,James,Democrat,senate,AR,
B000508,Joseph Blackburn,Blackburn,Joseph,Democrat,senate,KY,
C000157,Edward Carmack,Carmack,Edward,Democrat,senate,TN,
C000454,William Clark,Clark,William,Democrat,senate,MT,
D000509,Fred Dubois,Dubois,Fred,Democrat,senate,ID,
M000710,Joseph Millard,Millard,Joseph,Republican,senate,NE,
M000954,John Morgan,Morgan,John,Democrat,senate,AL,
P000130,Thomas Patterson,Patterson,Thomas,Democrat,senate,CO,
A000107,Russell Alger,Alger,Russell,Republican,senate,MI,
D000507,John Dryden,Dryden,John,Republican,senate,NJ,
A000110,James Allee,Allee,James,Republican,senate,DE,
M000085,Stephen Mallory,Mallory,Stephen,Democrat,senate,FL,
P000279,Edmund Pettus,Pettus,Edmund,Democrat,senate,AL,
S000741,John Spooner,Spooner,John,Republican,senate,WI,
A000037,Henry Adams,Adams,Henry,Republican,house,WI,2.0
A000044,Robert Adams,Adams,Robert,Republican,house,PA,2.0
A000124,Henry Allen,Allen,Henry,Republican,house,NJ,6.0
B000004,Joseph Babcock,Babcock,Joseph,Republican,house,WI,3.0
B000317,Jacob Beidler,Beidler,Jacob,Republican,house,OH,20.0
B000489,Roswell Bishop,Bishop,Roswell,Republican,house,MI,9.0
B000507,Edmond Blackburn,Blackburn,Edmond,Republican,house,NC,8.0
B000693,Justin Bowersock,Bowersock,Justin,Republican,house,KS,2.0
B000695,Sydney Bowie,Bowie,Sydney,Democrat,house,AL,4.0
B000870,Moses Broocks,Broocks,Moses,Democrat,house,TX,2.0
B000878,Franklin Brooks,Brooks,Franklin,Republican,house,CO,-1.0
B000946,Webster Brown,Brown,Webster,Republican,house,WI,10.0
B001029,Clarence Buckman,Buckman,Clarence,Republican,house,MN,6.0
B001185,Mounce Butler,Butler,Mounce,Democrat,house,TN,4.0
C000106,William Campbell,Campbell,William,Republican,house,OH,5.0
C000244,George Castor,Castor,George,Republican,house,PA,3.0
C000924,George Cromer,Cromer,George,Republican,house,IN,8.0
D000010,Thomas Dale,Dale,Thomas,Republican,house,PA,10.0
D000137,Thomas Davis,Davis,Thomas,Democrat,house,WV,2.0
D000163,Alston Dayton,Dayton,Alston,Republican,house,WV,2.0
D000186,Elias Deemer,Deemer,Elias,Republican,house,PA,15.0
D000329,Frank Dickson,Dickson,Frank,Republican,house,IL,23.0
D000461,Blackburn Dovener,Dovener,Blackburn,Republican,house,WV,1.0
D000493,Solomon Dresser,Dresser,Solomon,Republican,house,PA,21.0
F000107,Scott Field,Field,Scott,Democrat,house,TX,6.0
F000180,William Flack,Flack,William,Republican,house,NY,26.0
F000202,Loren Fletcher,Fletcher,Loren,Republican,house,MN,5.0
F000403,Frank Fulkerson,Fulkerson,Frank,Republican,house,MO,4.0
G000044,Harvey Garber,Garber,Harvey,Democrat,house,OH,4.0
G000112,John Gearin,Gearin,John,Democrat,senate,OR,
G000174,George Gilbert,Gilbert,George,Democrat,house,KY,8.0
G000176,Newton Gilbert,Gilbert,Newton,Republican,house,IN,12.0
G000202,James Gillett,Gillett,James,Republican,house,CA,1.0
G000497,Charles Grosvenor,Grosvenor,Charles,Republican,house,OH,11.0
H000429,William Hearst,Hearst,William,Democrat,house,NY,11.0
H000441,Thomas Hedge,Hedge,Thomas,Republican,house,IA,1.0
H000531,Binger Hermann,Hermann,Binger,Republican,house,OR,1.0
H000649,Robert Hitt,Hitt,Robert,Republican,house,IL,13.0
H000655,Rockwood Hoar,Hoar,Rockwood,Republican,house,MA,3.0
H000703,Herschel Hogg,Hogg,Herschel,Republican,house,CO,2.0
H000773,Francis Hopkins,Hopkins,Francis,Democrat,house,KY,10.0
H000973,John Hunt,Hunt,John,Democrat,house,MO,11.0
K000108,John Kennedy,Kennedy,John,Republican,house,NE,2.0
K000152,John Ketcham,Ketcham,John,Republican,house,NY,21.0
K000265,Frank Klepper,Klepper,Frank,Republican,house,MO,3.0
K000268,Marcus Kline,Kline,Marcus,Democrat,house,PA,13.0
L000010,John Lacey,Lacey,John,Republican,house,IA,6.0
L000051,Frederick Landis,Landis,Frederick,Republican,house,IN,11.0
L000160,Frank Le Fevre,Le Fevre,Frank,Republican,house,NY,24.0
L000255,Rufus Lester,Lester,Rufus,Democrat,house,GA,1.0
L000309,Mial Lilley,Lilley,Mial,Republican,house,PA,14.0
L000347,Lucius Littauer,Littauer,Lucius,Republican,house,NY,25.0
L000352,John Little,Little,John,Democrat,house,AR,4.0
M000066,Thaddeus Mahon,Mahon,Thaddeus,Republican,house,PA,17.0
M000145,Benjamin Marsh,Marsh,Benjamin,Republican,house,IL,14.0
M000314,John McCarthy,McCarthy,John,Republican,house,NE,3.0
M000326,James McCleary,McCleary,James,Republican,house,MN,2.0
M000403,Allan McDermott,McDermott,Allan,Democrat,house,NJ,10.0
M000584,William McNary,McNary,William,Democrat,house,MA,10.0
M000691,Anthony Michalek,Michalek,Anthony,Republican,house,IL,5.0
M000798,Edward Minor,Minor,Edward,Republican,house,WI,9.0
M000965,Edward Morrell,Morrell,Edward,Republican,house,PA,5.0
N000057,Robert Nevin,Nevin,Robert,Republican,house,OH,3.0
O000132,Theobald Otjen,Otjen,Theobald,Republican,house,WI,4.0
P000115,George Patterson,Patterson,George,Republican,house,PA,12.0
P000117,Gilbert Patterson,Patterson,Gilbert,Democrat,house,NC,6.0
P000126,Malcolm Patterson,Patterson,Malcolm,Democrat,house,TN,10.0
P000356,John Pinckney,Pinckney,John,Democrat,house,TX,8.0
R000223,James Richardson,Richardson,James,Democrat,house,KY,3.0
R000286,Zeno Rives,Rives,Zeno,Republican,house,IL,21.0
R000324,Samuel Robertson,Robertson,Samuel,Democrat,house,LA,6.0
R000513,Jacob Ruppert,Ruppert,Jacob,Democrat,house,NY,16.0
S000027,Edmund Samuel,Samuel,Edmund,Republican,house,PA,16.0
S000134,Gustav Schneebeli,Schneebeli,Gustav,Republican,house,PA,26.0
S000195,Thomas Scroggy,Scroggy,Thomas,Republican,house,OH,6.0
S000299,Cassius Shartel,Shartel,Cassius,Republican,house,MO,15.0
S000398,Joseph Sibley,Sibley,Joseph,Republican,house,PA,28.0
S000525,David Smith,Smith,David,Democrat,house,KY,4.0
S000618,Thomas Smith,Smith,Thomas,Democrat,house,MD,1.0
S000635,William Smith,Smith,William,Republican,house,PA,27.0
S000645,Martin Smyser,Smyser,Martin,Republican,house,OH,17.0
S000684,Robert Southall,Southall,Robert,Democrat,house,VA,4.0
S000687,James Southard,Southard,James,Republican,house,OH,9.0
S001055,John Sullivan,Sullivan,John,Democrat,house,MA,11.0
T000324,Charles Towne,Towne,Charles,Democrat,house,NY,14.0
T000376,South Trimble,Trimble,South,Democrat,house,KY,7.0
T000451,William Tyndall,Tyndall,William,Republican,house,MO,14.0
V000033,Clarence Van Duzer,Van Duzer,Clarence,Democrat,house,NV,0.0
V000065,Marshall Van Winkle,Van Winkle,Marshall,Republican,house,NJ,9.0
W000001,Frank Wachter,Wachter,Frank,Republican,house,MD,3.0
W000011,James Wadsworth,Wadsworth,James,Republican,house,NY,34.0
W000184,Frank Waskey,Waskey,Frank,Democrat,house,AK,0.0
W000233,Amos Webber,Webber,Amos,Republican,house,OH,14.0
W000260,John Welborn,Welborn,John,Republican,house,MO,7.0
W000322,Charles Wharton,Wharton,Charles,Republican,house,IL,4.0
W000552,John Williamson,Williamson,John,Republican,house,OR,2.0
W000693,Ernest Wood,Wood,Ernest,Democrat,house,MO,12.0
Z000005,William Zenor,Zenor,William,Democrat,house,IN,3.0
B000386,Alfred Benson,Benson,Alfred,Republican,senate,KS,
B001154,Joseph Burton,Burton,Joseph,Republican,senate,KS,
G000326,Arthur Gorman,Gorman,Arthur,Democrat,senate,MD,
B000227,William Bate,Bate,William,Democrat,senate,TN,
C000576,Francis Cockrell,Cockrell,Francis,Democrat,senate,MO,
F000298,Addison Foster,Foster,Addison,Republican,senate,WA,
H000377,Joseph Hawley,Hawley,Joseph,Republican,senate,CT,
M000351,Louis McComas,McComas,Louis,Republican,senate,MD,
Q000003,Joseph Quarles,Quarles,Joseph,Republican,senate,WI,
S000922,William Stewart,Stewart,William,Republican,senate,NV,
B000138,Thomas Bard,Bard,Thomas,Republican,senate,CA,
D000341,Charles Dietrich,Dietrich,Charles,Republican,senate,NE,
G000164,Paris Gibson,Gibson,Paris,Democrat,senate,MT,
K000034,Thomas Kearns,Kearns,Thomas,Republican,senate,UT,
M000818,John Mitchell,Mitchell,John,Republican,senate,OR,
B000021,De Badger,Badger,De,Democrat,house,OH,12.0
B000073,Robert Baker,Baker,Robert,Democrat,house,NY,6.0
B000101,Thomas Ball,Ball,Thomas,Democrat,house,TX,8.0
B000225,Edward Bassett,Bassett,Edward,Democrat,house,NY,5.0
B000347,Theodore Bell,Bell,Theodore,Democrat,house,CA,2.0
B000385,Allan Benny,Benny,Allan,Democrat,house,NJ,9.0
B000397,Maecenas Benton,Benton,Maecenas,Democrat,house,MO,15.0
B000637,Vincent Boreing,Boreing,Vincent,Republican,house,KY,11.0
B000781,Phanor Breazeale,Breazeale,Phanor,Democrat,house,LA,4.0
B000923,James Brown,Brown,James,Ind. Republican,house,PA,32.0
B001085,Henry Burk,Burk,Henry,Republican,house,PA,3.0
B001178,James Butler,Butler,James,Democrat,house,MO,12.0
C000239,John Cassingham,Cassingham,John,Democrat,house,OH,17.0
C000562,Charles Cochran,Cochran,Charles,Democrat,house,MO,4.0
C000687,William Connell,Connell,William,Republican,house,PA,10.0
C000825,William Cowherd,Cowherd,William,Democrat,house,MO,5.0
C000921,George Croft,Croft,George,Democrat,house,SC,2.0
C000922,Theodore Croft,Croft,Theodore,Democrat,house,SC,2.0
C000943,Joseph Crowley,Crowley,Joseph,Democrat,house,IL,23.0
D000042,Milton Daniels,Daniels,Milton,Republican,house,CA,8.0
D000132,Robert Davis,Davis,Robert,Democrat,house,FL,2.0
D000196,Federico Degetau,Degetau,Federico,Republican,house,PR,0.0
D000250,James Denny,Denny,James,Democrat,house,MD,4.0
D000307,Charles Dickerman,Dickerman,Charles,Democrat,house,PA,16.0
D000358,Hugh Dinsmore,Dinsmore,Hugh,Democrat,house,AR,3.0
D000447,John Dougherty,Dougherty,John,Democrat,house,MO,3.0
D000458,William Douglas,Douglas,William,Republican,house,NY,15.0
E000170,Martin Emerich,Emerich,Martin,Democrat,house,IL,1.0
E000232,Alvin Evans,Evans,Alvin,Republican,house,PA,19.0
F000003,Charles Fairbanks,Fairbanks,Charles,Republican,senate,IN,
F000176,Morgan Fitzpatrick,Fitzpatrick,Morgan,Democrat,house,TN,4.0
F000232,Robert Foerderer,Foerderer,Robert,Republican,house,PA,4.0
F000303,George Foster,Foster,George,Democrat,house,IL,4.0
G000161,Henry Gibson,Gibson,Henry,Republican,house,TN,2.0
G000189,Joseph Gill,Gill,Joseph,Republican,house,OH,16.0
G000199,Charles Gillet,Gillet,Charles,Republican,house,NY,33.0
G000273,Daniel Gooch,Gooch,Daniel,Democrat,house,KY,6.0
G000468,Francis Griffith,Griffith,Francis,Democrat,house,IN,4.0
H000585,Charles Hildebrant,Hildebrant,Charles,Republican,house,OH,6.0
H000823,Henry Houston,Houston,Henry,Democrat,house,DE,0.0
H000862,George Howell,Howell,George,Democrat,house,PA,10.0
H000989,Whiteside Hunter,Hunter,Whiteside,Republican,house,KY,11.0
J000004,Amos Jackson,Jackson,Amos,Republican,house,OH,13.0
K000045,James Kehoe,Kehoe,James,Democrat,house,KY,9.0
K000275,Theodore Kluttz,Kluttz,Theodore,Democrat,house,NC,8.0
