year,uuid,member,disclosure_date
2021,f0f1cd53-d159-42e8-89fc-c86fc7a7a68c,RICHARD BLUMENTHAL,2021-06-28
2021,4716d538-d7d0-4146-8ed3-d619366db4da,JOHN BOOZMAN,2021-06-10
2021,c83ebe60-e64e-47a2-a63c-1b219ec7a404,RICHARD M BURR,2021-05-17
2021,612be9f2-83b7-4ae3-b107-458dd493b516,JOHN BOOZMAN,2021-05-11
2021,6b110b5f-e060-4d6d-b1c2-b14d8442d03c,JOHN BOOZMAN,2021-05-06
2021,5afb1535-000b-4e84-b8ad-908381f5ac2a,JOHN BOOZMAN,2021-04-06
2021,a68e9328-7725-42ef-8f34-32fb4139270f,RICHARD BLUMENTHAL,2021-03-15
2021,f276f338-ccee-4392-bb95-f55fd8b57f24,JOHN BOOZMAN,2021-03-09
2021,ba1163f0-8d19-41a2-8745-83028a346a62,JOHN BOOZMAN,2021-02-10
2021,f22c2d87-4f73-4469-8fcc-02c9567c6707,RICHARD BLUMENTHAL,2021-02-01
2021,37bcc48e-e4b7-42b4-b33c-e4b8e126fb7a,DIANNE FEINSTEIN,2021-01-12
2022,2a393d64-8daa-4b4b-9fe0-82923c3b0544,JOHN BOOZMAN,2022-12-14
2022,e02847b3-30f1-40ae-90f0-f87752f56472,RICHARD BLUMENTHAL,2022-11-30
2022,6b63ba3f-2f97-4e8e-8e64-4043d29fe10e,JOHN BOOZMAN,2022-11-10
2022,5d1db106-16dc-4cfa-bbdd-bca6f03dd5bd,JOHN BOOZMAN,2022-10-07
2022,77237d34-d0f2-4336-a25c-91fd0b107e14,RICHARD BLUMENTHAL,2022-10-05
2022,7f733a14-a6be-4cc1-af27-c4f059fedb3f,RICHARD BLUMENTHAL,2022-09-07
2022,56ee8988-3c92-4408-a148-e65a0f4c3576,JOHN BOOZMAN,2022-08-25
2022,802a6462-e067-42f3-b3d3-6a2071b21198,RICHARD BLUMENTHAL,2022-07-27
2022,a2384543-f25f-427f-8935-853f6c6dcfd7,JOHN BOOZMAN,2022-07-20
2022,0c238ab7-cc33-40bd-b590-71b96409887e,JOHN BOOZMAN,2022-06-08
2022,23551b1d-69dc-4622-9c3c-304ba11d4047,RICHARD BLUMENTHAL,2022-06-07
2022,bf71ee8a-8362-4e9d-833b-145c63d97f82,JOHN BOOZMAN,2022-05-12
2022,19d089ab-729e-4b52-95c4-585a9b085b55,RICHARD BLUMENTHAL,2022-04-26
2022,008c8224-f7ef-4a01-8cd2-8b92ca71d0c5,JOHN BOOZMAN,2022-04-07
2022,accadeb3-5ecf-4be2-a460-95b8888ae4ba,RICHARD BLUMENTHAL,2022-03-03
2022,676e1821-b88d-46d9-ab48-15363c5b8405,DIANNE FEINSTEIN,2022-02-15
2022,7e2a5d00-362a-45fb-9c24-c9ca9f1944c3,JOHN BOOZMAN,2022-02-07
2022,01d98c63-1737-4bfd-b6eb-1e429dc16c1b,RICHARD BLUMENTHAL,2022-02-02
2022,c6ad481e-9a51-4593-8d24-40b5ad87fe7c,JOHN BOOZMAN,2022-01-12
2023,8372e04b-ed41-41f2-a780-f4ce4db9cac0,RICHARD BLUMENTHAL,2023-12-15
2023,7ebf3c9c-8caf-4b75-8150-e0975727eed8,RICHARD BLUMENTHAL,2023-09-19
2023,f805b510-6697-47ac-a54c-91449afcc3be,RICHARD BLUMENTHAL,2023-09-05
2023,85d6ffc4-9aab-4548-ae3a-439fb20a9ccc,JOHN BOOZMAN,2023-08-21
2023,5e3f0c2c-fff4-46b0-b29b-a6fe3fc87b61,RICHARD BLUMENTHAL,2023-08-07
2023,ab1c52c9-9881-4142-81a1-4081210c40a0,JOHN BOOZMAN,2023-07-12
2023,45b4a191-b18e-4a4b-89cd-d92bc5edd777,RICHARD BLUMENTHAL,2023-07-11
2023,feaa20dd-677f-40a4-ba7d-e0d64a61b665,RICHARD BLUMENTHAL,2023-06-14
2023,7ec5049f-bfd4-4402-b516-1bdc2f50147f,JOHN BOOZMAN,2023-05-26
2023,db14ceb9-7925-489e-99b2-003f5850eab4,RICHARD BLUMENTHAL,2023-04-20
2023,c96aed47-2270-43fd-b4be-3a06edc428df,JOHN BOOZMAN,2023-04-10
2023,5b864c4e-fadf-49af-bdb0-e4cb3db38d21,RICHARD BLUMENTHAL,2023-03-22
2023,7dfcd5fd-ae2e-4a52-8f54-bcfe1c4599ef,JOHN BOOZMAN,2023-03-06
2023,e88a2069-7bc6-4635-ae19-37fbd533a3f1,RICHARD BLUMENTHAL,2023-02-01
2023,4df8548a-b058-4538-b273-ede087597a28,JOHN BOOZMAN,2023-01-11
2024,7d8d619e-cbcb-4fec-9146-d4bbd7b87c3a,RICHARD BLUMENTHAL,2024-12-31
2024,9af2d969-8530-41e5-bba4-fbdfa7dce896,RICHARD BLUMENTHAL,2024-12-09
2024,fde3b4a5-78ab-4ec7-a0a1-fc462d39649a,RICHARD BLUMENTHAL,2024-10-30
2024,520e479e-3586-4de5-a16b-cb7c22414594,RICHARD BLUMENTHAL,2024-10-16
2024,c6b29455-39fd-4033-93fe-f9b1d69c9751,RICHARD BLUMENTHAL,2024-10-02
2024,d7e2b033-3bb4-4877-95fc-497264e9e0ce,RICHARD BLUMENTHAL,2024-08-20
2024,3b1affbf-2359-4fef-980d-1d2600cb8731,JOHN FETTERMAN,2024-07-12
2024,2cd90465-7aef-4f33-881a-57cbf4f439ef,RICHARD BLUMENTHAL,2024-06-20
2024,3c3b2fe8-c1ea-4d84-b986-a4484cbead80,RICHARD BLUMENTHAL,2024-05-21
2024,2842ecf5-a3c9-4263-a25b-cb6ddde63186,RICHARD BLUMENTHAL,2024-05-03
2024,75a6a5f9-4076-45df-bd8e-6b884f7a2a2a,RICHARD BLUMENTHAL,2024-04-12
2024,9a6471ce-564f-4f65-8a3d-2c12370bf870,RICHARD BLUMENTHAL,2024-03-28
2024,0663c4d9-f5f8-43d4-81d3-6d46b49d4dfd,RICHARD BLUMENTHAL,2024-03-05
2024,9335e60a-450c-464e-8452-8602eec4d2ad,RICHARD BLUMENTHAL,2024-02-05
2025,13a0fc2a-bbbb-4c1b-b380-d315e198d2a3,RICHARD BLUMENTHAL,2025-12-22
2025,16afdd38-c0ec-4e37-bc05-cbd82901b43f,RICHARD BLUMENTHAL,2025-12-12
2025,19dc3e18-b10f-465d-8f37-117ab78a8d0b,RICHARD BLUMENTHAL,2025-12-01
2025,e63995b3-352b-4cf8-ac61-ae05cfa7553b,RICHARD BLUMENTHAL,2025-11-17
2025,4728c5fd-8bbd-43f7-a028-d17cfb8008dc,RICHARD BLUMENTHAL,2025-10-24
2025,f8c167e9-090d-471d-81c9-f8c7366420d1,RICHARD BLUMENTHAL,2025-10-02
2025,387cefb6-11f7-4871-89ef-5bad61124584,RICHARD BLUMENTHAL,2025-09-24
2025,e08ef39c-87e8-4381-9f92-41218ecc7cd4,RICHARD BLUMENTHAL,2025-09-12
2025,05ec5023-a80c-47ce-8f1c-02494ac41ba3,RICHARD BLUMENTHAL,2025-08-25
2025,09694768-3b1e-4af0-8b46-8521c00cbd96,RICHARD BLUMENTHAL,2025-08-13
2025,85d70f0a-406a-40e1-80bb-bd9fbdf4d360,RICHARD BLUMENTHAL,2025-08-13
2025,db518e1a-cc0c-4d04-95c9-f22f1c1a1e36,RICHARD BLUMENTHAL,2025-07-18
2025,69b40e20-ff5a-45cd-92cb-a24035f53f33,RICHARD BLUMENTHAL,2025-07-03
2025,95c54ecf-69b7-47d2-8cc9-e68dac2db254,RICHARD BLUMENTHAL,2025-06-20
2025,a3722489-195c-4554-8ad0-d32981aa2f61,RICHARD BLUMENTHAL,2025-05-28
2025,d5562ad3-9789-426c-9ba9-a056e09d62c1,RICHARD BLUMENTHAL,2025-05-06
2025,ee360a8f-8d24-4dd3-8176-652d7ec64d3c,RICHARD BLUMENTHAL,2025-04-07
2025,8e8ae815-6d8b-4330-8aa0-da89ab2e2ca0,RICHARD BLUMENTHAL,2025-03-17
2025,4fbbf6be-25c1-4589-bda0-95b5295c4107,RICHARD BLUMENTHAL,2025-03-04
2025,14607985-10ba-44a3-bd64-9840e003b06e,RICHARD BLUMENTHAL,2025-02-10
2025,d7d35e4a-545e-4215-a318-f90031461bc3,RICHARD BLUMENTHAL,2025-01-21
2026,a0d25e8f-fe54-4328-a7ea-504da008742b,RICHARD BLUMENTHAL,2026-06-08
2026,d02263c3-381d-4ee9-8d84-2c44d9baa59e,RICHARD BLUMENTHAL,2026-05-19
2026,f028d2ce-4ab7-41a8-a67a-91675b6941d7,RICHARD BLUMENTHAL,2026-04-08
2026,d337c392-e0aa-428e-be93-44a327b90d08,RICHARD BLUMENTHAL,2026-03-13
2026,068274e1-4b7a-4453-a242-563dde4c10d8,RICHARD BLUMENTHAL,2026-02-12
2026,f873aeb4-adbb-4934-a188-79416a2e4c76,RICHARD BLUMENTHAL,2026-01-20
2014,1FA31695-2481-47BC-A8B8-2B39D4D0B97E,MARK R WARNER,2014-12-12
2014,F65A4325-6FC7-4C5E-8F3D-3F7BDEED6E99,RICHARD M BURR,2014-11-17
2014,6BB34CE7-72BF-4F9A-B078-DDE209016DD6,MARK R WARNER,2014-11-10
2014,BE1F720C-4A8A-4B29-9679-2D33E51A2946,RICHARD M BURR,2014-11-03
2014,597944C5-F426-4C1B-9037-52DBA7DB6557,RICHARD M BURR,2014-10-23
2014,19361CEA-BD67-45FD-A6FD-7A47E072CA0F,MARK R WARNER,2014-09-29
2014,EB09706F-2098-40DB-B666-B014B21553AA,RICHARD M BURR,2014-09-17
2014,3505D650-4644-4A79-9A6D-1CC293292F5C,SHELDON WHITEHOUSE,2014-09-03
2014,0D70EF39-D892-4BEF-B1C9-121D4A30009F,SHELDON WHITEHOUSE,2014-08-13
2014,669650A1-0AFA-4363-8851-494DBE867389,MARK R WARNER,2014-08-05
2014,2D5E7EA6-DD61-4C3B-A886-63F586C54E1B,RICHARD M BURR,2014-07-31
2014,4FCBD8B2-6429-40A4-8927-4F75FD84D0E1,MARK R WARNER,2014-07-16
2014,03EADD6B-C1A4-45F8-AC63-78E1C4787AC0,RICHARD M BURR,2014-07-10
2014,4377555C-2E74-4FF7-A2A0-AC67BDDA90B3,RICHARD BLUMENTHAL,2014-07-03
2014,5AC4FA1A-B114-464B-93EA-2ADE5E652529,RICHARD M BURR,2014-06-18
2014,0646854C-A5E3-49CC-9063-084B25BCBC3B,MARK R WARNER,2014-06-17
2014,ABE5742E-C4DA-4833-819A-F5F2673CD7F1,MARK R WARNER,2014-05-14
2014,EA7371D7-EA0C-447E-8CC7-E5BEF9AF21DE,RICHARD M BURR,2014-05-06
2014,A5661778-A18F-4F81-A778-AC988F69F9B1,MARK R WARNER,2014-05-05
2014,D322BE57-9E16-482D-9998-11D04BB37132,THOMAS R CARPER,2014-04-29
2014,07FB8D44-1310-4330-894C-DEC36CDCD2B4,RICHARD M BURR,2014-04-10
2014,1EB806E5-3D99-481B-B45C-5392CEBCC092,MARK R WARNER,2014-03-26
2014,D22FAF65-5196-452C-8042-92E593E21F8B,RICHARD M BURR,2014-03-25
2014,AB5EEBA0-7045-4B8D-BC91-007761245D4C,PAT ROBERTS,2014-03-12
2014,4C1D8DC4-7941-43F6-A992-95B17A2B79B4,RICHARD M BURR,2014-03-07
2014,150EDC44-0E54-48AA-9107-AEA667615811,PAT ROBERTS,2014-03-04
2014,5716F08C-6F84-4AC6-B53B-C167E15E5B37,MARK R WARNER,2014-02-18
2014,F5F31261-73D5-49A9-9642-16871D93AD45,PAT ROBERTS,2014-02-05
2014,E1E79C60-9429-4BD5-B040-21A1A1D4A498,SHELDON WHITEHOUSE,2014-01-30
2014,1E0B4A32-38D3-44F7-9834-8724E273CEB0,SUSAN M COLLINS,2014-01-29
2014,16D65434-11F3-4CCA-9A01-D929D8307E05,SUSAN M COLLINS,2014-01-29
2014,3E7456A0-0D3E-431F-AD3E-9644C9F22EF3,MARK R WARNER,2014-01-22
2014,9242F316-3F2F-48DE-AE71-F3D812EE33E5,MARIA CANTWELL,2014-01-16
2014,30FFA407-999E-4F25-B2E4-E5ACD6EC5CD9,SUSAN M COLLINS,2014-01-14
2014,B7B303F9-086E-4E0B-B46A-4A055848D599,SHELDON WHITEHOUSE,2014-01-10
2014,E0F69812-6B00-4773-894B-4068B7600DDC,PAT ROBERTS,2014-01-08
2014,06A375AE-B6BF-4CB9-A675-8E4703896A18,JOHN HOEVEN,2014-01-08
2014,BE524E9F-5E03-416B-9CFB-51A198F3E05C,SUSAN M COLLINS,2014-01-07
2014,CAFCC425-B1D5-47DF-A2EC-7CBB8BF37FE5,THOMAS R CARPER,2014-01-07
2014,5B7D23B8-661C-45AC-8B40-EAD128130E8D,JACK REED,2014-01-06
2015,BAB946BE-A931-4A1D-ACE4-6DBEA29A445C,RICHARD BLUMENTHAL,2015-12-22
2015,793A1242-2824-489D-AF61-68A907B9C897,MARK R WARNER,2015-12-15
2015,7296D989-CF00-4F4D-BFD1-A80FA4970FFA,MARK R WARNER,2015-10-13
2015,3958238C-743E-4223-AFB0-CDB74F59BA96,RICHARD BLUMENTHAL,2015-10-06
2015,C50F00D7-DBE9-4DFA-AA46-23A9C5BDB413,RICHARD M BURR,2015-09-30
2015,07EFCC33-8702-496C-BC29-5B78EB7ADDB1,MARK R WARNER,2015-09-21
2015,F27D0166-CB77-4D9D-B8B0-110965A46409,RICHARD M BURR,2015-09-11
2015,4745FDCF-9BD0-4D2D-8B02-A9AB143A2246,MARK R WARNER,2015-08-28
2015,D0265D41-74A4-4A96-BFEA-647DFB22169F,RICHARD BLUMENTHAL,2015-08-18
2015,A701D31F-B3B0-483E-8F38-729D0A97BA86,RICHARD BLUMENTHAL,2015-08-18
2015,E273DE65-7F80-4CBE-AA9A-EA232D165C4C,RICHARD M BURR,2015-07-16
2015,11FB9231-B083-4ACD-9234-084718A0F00E,DIANNE FEINSTEIN,2015-07-15
2015,B82D4538-ADAB-44BD-8E1E-2C25657A1AE4,DIANNE FEINSTEIN,2015-07-15
2015,E933D449-D4A4-4307-B949-29E948DC5BD5,DIANNE FEINSTEIN,2015-07-15
2015,E3EDB295-14C0-4FD6-AC92-CBE53E5BFD4B,MARK R WARNER,2015-07-13
2015,5EE1FCA0-CED0-435A-913F-C855893E1B0D,MARK R WARNER,2015-06-12
2015,6E0A407B-E64E-4264-8F05-D23BDA26F873,RICHARD M BURR,2015-06-09
2015,B371D33C-C877-44D0-B611-9B06312CEB25,RICHARD M BURR,2015-06-04
2015,A3B18805-1140-435B-94D8-35273BFCB52A,JAMES M INHOFE,2015-06-01
2015,FEF47448-AFDE-4858-BE6F-ADB7FEC1BE4A,RICHARD M BURR,2015-05-19
2015,6F80BD03-4293-4352-B84E-0F36BAD82165,MARK R WARNER,2015-05-15
2015,DC93FD81-D789-483D-937A-5DED545F9709,RICHARD M BURR,2015-05-12
2015,C8764A1C-CD06-40E8-9D1F-DB0410E8869C,MARK R WARNER,2015-04-16
2015,0D8D9AF8-1BFD-442A-87CF-82197A6A1FD0,RICHARD M BURR,2015-04-10
2015,1AF08743-0E7D-4B92-9BE7-B781FEC5AF66,MARK R WARNER,2015-03-19
2015,F85505B5-C8FE-47E7-BB97-1FFF5CFEDC06,MARK R WARNER,2015-02-19
2015,E3A557F6-DCA0-4A7F-B65B-37DE8AE25403,RICHARD M BURR,2015-01-21
2015,7E4DD64C-9D98-4B64-8EF6-E5F217FD3B32,RICHARD M BURR,2015-01-08
2016,a7a15ba6-fde7-4b5a-b6bf-d3517746144d,MARK R WARNER,2016-12-15
2016,c3f63433-47f8-4e65-92df-2289cc8e220e,RICHARD BLUMENTHAL,2016-12-06
2016,eb685916-d9b8-4790-9493-1d0d4e944094,RICHARD M BURR,2016-11-18
2016,90233c4f-c41f-421b-8aa2-40082e786d12,JOHN BOOZMAN,2016-11-17
2016,d1a21ce1-4c24-4559-878d-b4c8b564eff3,RICHARD M BURR,2016-11-16
2016,8757b133-a1f5-43c9-93cd-d9f037bf7d5e,MARK R WARNER,2016-11-15
2016,f939da92-db9a-4c99-aff1-e96f1935d077,JOHN BOOZMAN,2016-10-28
2016,a398d4c6-8fcf-4e32-bee2-e9af50c9e93e,MARK R WARNER,2016-10-14
2016,050accd8-143f-4578-b3b0-9d4852cb9a72,RICHARD BLUMENTHAL,2016-09-07
2016,b9b9bfbe-8ef0-454d-934f-be83e16db2dc,JOHN BOOZMAN,2016-08-22
2016,07653b65-14e6-42c1-9002-eb9a33ab450b,MARK R WARNER,2016-08-15
2016,4f58542b-f144-425d-987c-1f9da4bff4a9,RICHARD BLUMENTHAL,2016-08-12
2016,62325cc7-0d0f-44e4-94e3-24adef43746c,MARK R WARNER,2016-08-12
2016,d51df8b5-4e24-4e2c-bfcf-60a2981210af,RICHARD M BURR,2016-08-12
2016,0237013e-86ec-449e-80aa-18cbfaa22a95,RICHARD M BURR,2016-08-12
2016,28bf7855-e1b2-48b6-bae0-d98bc771ac25,JOHN BOOZMAN,2016-08-11
2016,3382ba90-85ad-444b-8685-d09c71e787d9,JOHN BOOZMAN,2016-08-11
2016,c19189dd-dfbc-4ef0-bcf2-6b5cf518c2a4,MARK R WARNER,2016-07-12
2016,1c1c89fb-788c-4a3c-a6ae-1a3f790e6e62,RICHARD M BURR,2016-07-11
2016,948bd9e7-15e2-4643-abec-bc1089bc63fa,RICHARD M BURR,2016-06-14
2016,2b673a0c-ae43-4d97-bc88-3dd6f36a9fe6,MARK R WARNER,2016-06-13
2016,e218c064-9915-4e51-9c4b-38065c6f822b,RICHARD BLUMENTHAL,2016-05-18
2016,16082eaa-ccd7-4857-b237-9991c6842684,DIANNE FEINSTEIN,2016-05-16
2016,529c1eeb-4ba4-481b-af35-8d08053b00e9,MARK R WARNER,2016-05-16
2016,fd6b2511-43a6-4e84-9d82-52e193196c05,RICHARD M BURR,2016-05-10
2016,080b3b25-8b84-4e40-8816-9a4e71492c89,MARK R WARNER,2016-04-19
2016,d7d0f4d8-8262-438c-a058-d2c5e37dff39,RICHARD BLUMENTHAL,2016-04-19
2016,9cf54c03-d2f8-426f-9189-c4cefddd8fcf,MARK R WARNER,2016-04-08
2016,be41f10d-4ff8-4e95-87cf-dead7e1abdfd,MARK R WARNER,2016-04-08
2016,50f506dd-3433-405f-a8e6-1a924f4da87d,RICHARD M BURR,2016-04-05
2016,3c973abc-4ff7-4dbb-a52d-f8cc384b7794,RICHARD BLUMENTHAL,2016-04-04
2016,502ec7bf-0b40-4505-8301-45173f606924,MARK R WARNER,2016-03-17
2016,4467f209-e1c4-4241-babf-c7fd057865a1,RICHARD M BURR,2016-02-29
2016,7a87d279-0737-4af7-b9d7-cf60e1becbf0,RICHARD M BURR,2016-01-22
2016,4d359280-2f74-4c48-ad3f-211aeb7e6e3a,MARK R WARNER,2016-01-15
2016,6f1b12f0-c681-45d8-a83c-ed324bfda7f4,RICHARD M BURR,2016-01-11
2017,db4af494-3532-4c8f-a099-39d3e2a07c9f,RICHARD M BURR,2017-12-19
2017,e8a40887-94c1-446e-912c-277c8c226bde,RICHARD BLUMENTHAL,2017-12-18
2017,058352a8-724f-4732-abea-a29791a161ef,JOHN BOOZMAN,2017-12-12
2017,c4c250b9-083f-4442-82b6-08581cb76920,RICHARD M BURR,2017-11-29
2017,3b49848e-ffef-40f0-bae2-134f42e73b99,RICHARD BLUMENTHAL,2017-11-16
2017,1a835b25-69c9-4c0c-bb0f-e7ac31c19500,RICHARD M BURR,2017-11-08
2017,feb25195-2fd4-4690-868a-68ae29e5b591,JOHN BOOZMAN,2017-11-07
2017,96a5eaf7-ab66-4a83-911a-a37e3906ba61,RICHARD M BURR,2017-11-02
2017,4b15d800-3a2e-456c-9b45-7755b89d1e03,DIANNE FEINSTEIN,2017-10-19
2017,28678982-72de-419a-b2c9-5ead837ddc57,JOHN BOOZMAN,2017-10-18
2017,02115eab-aba8-4e16-8a4d-1257cafedddf,RICHARD M BURR,2017-09-12
2017,9a6fcfb0-d5a6-4a7e-a3a3-c75762f45a1b,RICHARD M BURR,2017-09-12
2017,5dbb5d86-f003-4d88-a2ad-e5da36d1a15f,RICHARD M BURR,2017-09-06
2017,9f7a6914-8d5c-46d5-96c1-a1db0e65d162,RICHARD BLUMENTHAL,2017-08-24
2017,a2477232-c5fa-4c38-86cc-eadb5ecb1e17,RICHARD M BURR,2017-08-22
2017,2ca6abb5-07a6-4ef9-8ccc-2c838807ac22,JOHN BOOZMAN,2017-08-09
2017,ee85ef14-49ff-4993-a978-db7709f47001,RICHARD M BURR,2017-08-08
2017,7f33e550-caa2-4718-8bf5-d73d0adb010b,RICHARD BLUMENTHAL,2017-07-26
2017,7ef08199-6651-4983-b6be-6f14b79d0d57,RICHARD M BURR,2017-07-12
2017,1dcead78-4298-43b4-a3aa-fa3c09ba2f4d,JOHN BOOZMAN,2017-07-07
2017,d6eb8e77-422a-4fb1-be4f-1aa459ecf7c1,RICHARD M BURR,2017-06-14
2017,cb0a0364-282d-4036-83f4-b08e431e8b6e,DIANNE FEINSTEIN,2017-06-14
2017,2853a408-a50a-44a1-88a6-62d939858430,JOHN BOOZMAN,2017-06-13
2017,1b8ecec1-6173-4931-aca2-a551163fefad,JOHN BOOZMAN,2017-05-12
2017,5e61d29a-0e35-470b-8b05-1ae9a7a429c6,RICHARD M BURR,2017-05-10
2017,2b07ac8b-6341-4450-9a12-ed0ad3fe7b8d,RICHARD BLUMENTHAL,2017-05-02
2017,e8d9f3e9-db89-446a-bebc-f45fd99d8908,DIANNE FEINSTEIN,2017-04-24
2017,9ffd8283-0989-4c9b-b44d-806a4cf971a2,RICHARD M BURR,2017-04-24
2017,0c18739c-bfa5-409c-8dc0-181051acccc9,JOHN BOOZMAN,2017-04-12
2017,16dbaa35-78f8-4354-b6ec-b58b74a91a3b,JOHN BOOZMAN,2017-03-08
2017,664fa42a-d3e1-4871-8ed5-235d0ceec62a,RICHARD BLUMENTHAL,2017-03-07
2017,9e2b10a9-ec60-4642-bfb3-bfbe3f4a81ab,RICHARD M BURR,2017-02-27
2017,df687d9b-c276-491b-9df6-dc650c327f93,JOHN BOOZMAN,2017-02-22
2017,a6b2098c-c0aa-44b8-b976-a007ec1f7b29,RICHARD M BURR,2017-01-24
2017,d3c89148-fffb-4594-85e5-be13223c11bd,MARK R WARNER,2017-01-13
2017,c4e01a61-abfd-47aa-8539-e3662889107e,JOHN BOOZMAN,2017-01-10
2017,271a3069-d7e5-42c3-8c9e-75256012717f,RICHARD M BURR,2017-01-04
2018,cc424d65-f559-40ae-9caf-645f7a1fbfc0,JAMES M INHOFE,2018-12-21
2018,e24251ff-2099-453b-9578-470590cb971f,RICHARD BLUMENTHAL,2018-12-18
2018,1278718c-4552-46f1-9b33-e7972215b1dd,DIANNE FEINSTEIN,2018-12-18
2018,3e144655-b182-41f0-92ec-63388c3e62b7,JOHN BOOZMAN,2018-12-12
2018,a9376ef3-2a48-4543-94ec-eea5b522bffd,RICHARD M BURR,2018-12-04
2018,6a259a17-8da7-4e6c-bcec-68d10e497c0e,RICHARD BLUMENTHAL,2018-12-04
2018,298ebe23-17e0-41d0-9e5c-c398ae350857,RICHARD BLUMENTHAL,2018-11-28
2018,5c8025e9-c8bb-4f1e-a476-19331fe8f348,JOHN BOOZMAN,2018-11-26
2018,aa2d3d72-8f88-4eab-8192-b9c7276ae718,DIANNE FEINSTEIN,2018-11-15
