bioguide,categorie,quadrant,n_photos,a_flux,a_photo_entree,dans_cohorte_Ca,dans_cohorte_papier,premiere_photo,derniere_photo
O000086,reconstructible partiel,arrivés restés,9,False,True,False,False,2014-08-06,2025-08-11
O000168,reconstructible partiel,déjà-là partis,9,False,False,False,False,2015-05-14,2021-04-26
O000169,reconstructible partiel,déjà-là partis,1,True,False,False,False,2015-01-28,2015-01-28
O000170,reconstructible partiel,déjà-là partis,5,True,False,False,False,2015-05-15,2019-02-02
O000172,reconstructible partiel,arrivés restés,8,False,False,False,False,2018-04-30,2025-08-20
O000173,reconstructible partiel,arrivés restés,7,False,False,False,False,2020-08-13,2026-05-13
O000175,reconstructible partiel,arrivés restés,4,False,False,False,False,2023-01-30,2025-08-13
O000176,reconstructible partiel,arrivés restés,3,False,True,False,False,2024-04-06,2026-05-15
O000177,reconstructible partiel,arrivés restés,2,False,True,False,False,2024-07-07,2025-08-13
P000034,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-05-15,2026-05-15
P000096,reconstructible partiel,déjà-là partis,10,True,False,False,False,2015-05-08,2024-08-13
P000099,reconstructible partiel,déjà-là partis,1,False,False,False,False,2015-03-27,2015-03-27
P000197,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-05-15,2026-05-15
P000258,reconstructible partiel,déjà-là partis,8,False,False,False,False,2015-05-13,2024-05-13
P000265,reconstructible partiel,déjà-là partis,1,True,False,False,False,2015-01-16,2015-01-16
P000373,reconstructible partiel,déjà-là partis,3,False,False,False,False,2015-05-12,2017-03-15
P000523,reconstructible partiel,déjà-là partis,12,True,False,False,False,2015-05-15,2023-02-22
P000588,reconstructible partiel,déjà-là partis,5,False,False,False,False,2015-08-12,2019-01-29
P000591,reconstructible partiel,déjà-là partis,2,True,False,False,False,2015-08-06,2016-08-15
P000592,reconstructible partiel,déjà-là partis,5,False,False,False,False,2015-05-14,2019-01-27
P000593,reconstructible partiel,déjà-là partis,9,True,False,False,False,2015-08-10,2023-01-26
P000594,reconstructible partiel,déjà-là partis,5,True,False,False,False,2015-05-14,2019-01-30
P000595,reconstructible partiel,déjà-là partis,0,True,False,False,False,,
P000596,reconstructible partiel,déjà-là partis,2,False,False,False,False,2015-05-15,2016-05-12
P000597,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-09-08,2026-05-15
P000598,reconstructible partiel,déjà-là partis,5,True,False,False,False,2015-08-12,2019-04-29
P000599,reconstructible partiel,déjà-là partis,11,False,False,False,False,2015-04-30,2025-01-21
P000601,reconstructible partiel,déjà-là partis,9,False,False,False,False,2015-05-15,2023-01-15
P000602,reconstructible partiel,déjà-là partis,2,False,False,False,False,2015-07-30,2016-08-08
P000604,reconstructible partiel,déjà-là partis,9,False,False,False,False,2015-05-15,2023-05-15
P000605,reconstructible partiel,déjà-là restés,12,False,False,False,False,2015-08-07,2026-05-03
P000606,reconstructible partiel,déjà-là partis,5,False,False,False,False,2015-08-13,2019-01-18
P000607,reconstructible partiel,déjà-là restés,11,True,False,False,False,2015-05-14,2025-07-31
P000608,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-05-12,2025-08-11
P000609,reconstructible partiel,arrivés restés,13,True,False,False,False,2014-08-14,2026-04-15
P000611,reconstructible partiel,cycle complet,8,True,False,False,False,2014-05-21,2022-05-24
P000613,reconstructible partiel,arrivés restés,10,False,False,False,False,2015-12-07,2025-05-13
P000614,reconstructible partiel,arrivés restés,9,False,False,False,False,2017-12-18,2025-08-02
P000617,reconstructible partiel,arrivés restés,8,False,True,False,False,2019-06-14,2026-05-15
P000619,reconstructible partiel,cycle complet,4,False,False,False,False,2022-05-17,2025-03-10
P000620,reconstructible partiel,arrivés restés,5,False,True,False,False,2017-07-31,2025-08-13
P000621,reconstructible partiel,arrivés restés,3,False,True,False,False,2024-09-24,2026-05-15
P000622,reconstructible partiel,arrivés restés,2,False,True,False,False,2025-01-27,2025-08-04
Q000023,reconstructible partiel,déjà-là restés,9,False,False,False,False,2015-05-14,2026-05-14
R000011,reconstructible partiel,déjà-là partis,1,True,False,False,False,2015-06-03,2015-06-03
R000053,reconstructible partiel,déjà-là partis,3,False,False,False,False,2015-05-14,2017-05-09
R000395,reconstructible partiel,déjà-là restés,11,True,False,False,False,2015-05-13,2025-08-12
R000409,reconstructible partiel,déjà-là partis,5,False,False,False,False,2015-05-15,2019-05-03
R000435,reconstructible partiel,déjà-là partis,5,False,False,False,False,2015-05-14,2019-04-25
R000486,reconstructible partiel,déjà-là partis,9,False,False,False,False,2015-05-15,2023-03-28
R000487,reconstructible partiel,déjà-là partis,5,False,False,False,False,2015-05-15,2019-05-15
R000515,reconstructible partiel,déjà-là partis,9,False,False,False,False,2015-05-29,2023-02-09
R000570,reconstructible partiel,déjà-là partis,5,True,False,False,False,2015-05-14,2019-04-30
R000572,reconstructible partiel,déjà-là partis,1,False,False,False,False,2015-01-30,2015-01-30
R000575,reconstructible partiel,déjà-là restés,13,False,False,False,False,2015-05-08,2026-05-14
R000576,reconstructible partiel,déjà-là partis,11,False,False,False,False,2015-05-06,2025-01-14
R000577,reconstructible partiel,déjà-là partis,8,False,False,False,False,2015-08-13,2022-05-16
R000578,reconstructible partiel,déjà-là partis,5,False,False,False,False,2015-06-11,2019-01-31
R000579,reconstructible partiel,arrivés restés,6,True,False,False,False,2017-10-05,2025-08-12
R000580,reconstructible partiel,déjà-là partis,5,True,False,False,False,2015-05-15,2019-04-26
R000582,reconstructible partiel,déjà-là partis,7,True,False,False,False,2015-07-15,2021-12-07
R000583,reconstructible partiel,déjà-là partis,5,True,False,False,False,2015-08-11,2019-05-02
R000585,reconstructible partiel,déjà-là partis,8,False,False,False,False,2015-05-15,2022-05-13
R000586,reconstructible partiel,déjà-là partis,5,True,False,False,False,2015-05-13,2019-01-30
R000587,reconstructible partiel,déjà-là partis,3,False,False,False,False,2015-05-13,2017-02-01
R000588,reconstructible partiel,déjà-là partis,6,True,False,False,False,2015-05-15,2020-09-12
R000589,reconstructible partiel,déjà-là partis,3,True,False,False,False,2015-05-15,2017-05-01
R000591,reconstructible partiel,déjà-là partis,7,True,False,False,False,2015-05-15,2021-07-21
R000592,reconstructible partiel,déjà-là partis,5,True,False,False,False,2015-07-14,2019-02-01
R000593,reconstructible partiel,déjà-là partis,6,False,False,False,False,2015-05-11,2022-05-16
R000596,reconstructible partiel,déjà-là partis,1,True,False,False,False,2014-05-29,2014-05-29
R000597,reconstructible partiel,déjà-là partis,9,True,False,False,False,2015-05-14,2023-01-19
R000598,reconstructible partiel,déjà-là partis,5,True,False,False,False,2015-05-14,2019-05-01
R000599,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-05-15,2026-05-13
R000600,reconstructible partiel,arrivés restés,2,False,False,False,False,2023-04-25,2024-05-07
R000601,reconstructible partiel,cycle complet,7,False,False,False,False,2014-02-11,2020-09-06
R000602,reconstructible partiel,cycle complet,10,False,True,False,False,2014-05-15,2023-01-30
R000606,reconstructible partiel,arrivés restés,12,True,False,False,False,2015-05-15,2026-05-15
R000607,reconstructible partiel,cycle complet,6,True,False,False,False,2016-06-30,2021-02-03
R000610,reconstructible partiel,arrivés restés,9,True,False,False,False,2018-02-10,2025-07-25
R000611,reconstructible partiel,cycle complet,3,False,True,False,False,2018-06-29,2020-09-10
R000613,reconstructible partiel,cycle complet,7,False,False,False,False,2017-09-29,2022-05-15
R000617,reconstructible partiel,arrivés restés,5,False,False,False,False,2022-03-07,2025-07-22
R000619,reconstructible partiel,arrivés restés,2,False,False,False,False,2024-12-30,2025-05-14
R000620,reconstructible partiel,arrivés restés,3,False,False,False,False,2024-02-02,2025-05-13
R000622,reconstructible partiel,arrivés restés,5,False,True,False,False,2022-03-15,2025-08-13
S000018,reconstructible partiel,déjà-là partis,3,False,False,False,False,2015-05-13,2017-02-07
S000030,reconstructible partiel,déjà-là partis,3,False,False,False,False,2015-05-01,2017-01-13
S000051,reconstructible partiel,déjà-là partis,5,True,False,False,False,2015-05-15,2019-01-25
S000185,reconstructible partiel,déjà-là restés,11,True,False,False,False,2015-06-15,2025-08-07
S000244,reconstructible partiel,déjà-là partis,7,True,False,False,False,2015-07-28,2021-05-03
S000248,reconstructible partiel,déjà-là partis,7,False,False,False,False,2015-05-14,2021-01-17
S000344,reconstructible partiel,déjà-là restés,11,True,False,False,False,2015-05-07,2025-05-09
S000364,reconstructible partiel,déjà-là partis,7,False,False,False,False,2015-05-14,2021-05-12
S000480,reconstructible partiel,déjà-là partis,3,True,False,False,False,2015-05-15,2017-05-10
S000510,reconstructible partiel,déjà-là restés,13,True,False,False,False,2015-04-17,2026-04-14
S000522,reconstructible partiel,déjà-là restés,3,False,False,False,False,2024-05-15,2026-05-13
S000583,reconstructible partiel,déjà-là partis,8,True,False,False,False,2015-06-12,2026-02-01
S001145,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-05-15,2026-05-07
S001148,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-05-12,2026-04-14
S001150,reconstructible partiel,déjà-là partis,10,True,False,False,False,2015-05-15,2024-08-07
S001154,reconstructible partiel,déjà-là partis,5,False,False,False,False,2015-07-24,2019-04-30
S001156,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-05-15,2026-03-09
S001157,reconstructible partiel,déjà-là partis,11,False,False,False,False,2015-05-15,2025-07-14
S001159,reconstructible partiel,arrivés restés,6,False,True,False,False,2020-05-14,2025-09-04
S001162,reconstructible partiel,déjà-là partis,1,False,False,False,False,2015-03-02,2015-03-02
S001165,reconstructible partiel,déjà-là partis,9,True,False,False,False,2015-05-15,2023-01-28
S001168,reconstructible partiel,déjà-là partis,11,True,False,False,False,2015-05-15,2025-01-25
S001170,reconstructible partiel,déjà-là partis,6,False,False,False,False,2015-02-02,2019-02-06
S001172,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-05-15,2026-06-12
S001175,reconstructible partiel,déjà-là partis,9,True,False,False,False,2015-08-13,2023-02-02
S001176,reconstructible partiel,déjà-là restés,9,False,False,False,False,2015-08-13,2025-06-25
S001177,reconstructible partiel,déjà-là partis,11,False,False,False,False,2015-04-30,2025-03-27
S001179,reconstructible partiel,déjà-là partis,1,False,False,False,False,2015-07-31,2015-07-31
S001180,reconstructible partiel,déjà-là partis,9,True,False,False,False,2015-05-15,2023-03-28
S001183,reconstructible partiel,déjà-là restés,11,False,False,False,False,2015-05-15,2025-08-13
S001185,reconstructible partiel,déjà-là restés,11,True,False,False,False,2015-08-10,2025-08-11
S001186,reconstructible partiel,déjà-là partis,1,False,False,False,False,2015-03-04,2015-03-04
S001187,reconstructible partiel,déjà-là partis,8,True,False,False,False,2015-08-13,2021-09-08
S001188,reconstructible partiel,déjà-là restés,6,True,False,False,False,2015-08-09,2025-05-16
S001189,reconstructible partiel,déjà-là restés,11,True,False,False,False,2015-08-13,2025-08-13
S001192,reconstructible partiel,déjà-là partis,10,False,False,False,False,2015-05-13,2023-10-12
S001193,reconstructible partiel,déjà-là partis,11,True,False,False,False,2015-05-15,2025-08-13
S001195,reconstructible partiel,déjà-là restés,13,False,False,False,False,2014-05-20,2025-08-12
S001196,reconstructible partiel,arrivés restés,12,False,False,False,False,2014-05-23,2025-08-08
S001200,reconstructible partiel,arrivés restés,12,False,True,False,False,2015-08-11,2026-05-08
S001208,reconstructible partiel,cycle complet,8,False,False,False,False,2017-09-15,2024-08-13
S001209,reconstructible partiel,cycle complet,9,True,False,False,False,2017-07-24,2025-01-11
S001215,reconstructible partiel,arrivés restés,10,False,False,False,False,2017-08-24,2026-05-15
S001218,reconstructible partiel,arrivés restés,7,False,True,False,False,2021-02-19,2026-05-12
S001219,reconstructible partiel,cycle complet,3,False,False,False,False,2021-07-31,2023-02-01
S001220,reconstructible partiel,arrivés restés,5,False,True,False,False,2021-06-30,2025-08-07
S001221,reconstructible partiel,arrivés restés,6,False,True,False,False,2019-11-05,2025-08-06
S001223,reconstructible partiel,arrivés restés,4,False,False,False,False,2022-04-03,2025-08-13
S001224,reconstructible partiel,arrivés restés,6,True,False,False,False,2021-11-01,2026-06-30
S001225,reconstructible partiel,arrivés restés,6,False,True,False,False,2022-03-08,2025-08-04
S001226,reconstructible partiel,arrivés restés,6,False,True,False,False,2022-03-07,2026-05-07
S001228,reconstructible partiel,arrivés restés,2,False,True,False,False,2024-07-06,2025-08-13
S001230,reconstructible partiel,arrivés restés,4,False,True,False,False,2024-03-08,2026-06-10
S001231,reconstructible partiel,arrivés restés,4,False,True,False,False,2023-08-04,2025-08-13
T000165,reconstructible partiel,arrivés restés,8,False,True,False,False,2019-10-09,2026-05-01
T000193,reconstructible partiel,déjà-là restés,12,False,False,False,False,2015-05-14,2026-05-15
T000238,reconstructible partiel,déjà-là partis,7,False,False,False,False,2015-05-14,2021-01-05
T000266,reconstructible partiel,déjà-là partis,1,True,False,False,False,2015-01-12,2015-01-12
T000459,reconstructible partiel,déjà-là partis,1,False,False,False,False,2015-02-02,2015-02-02
T000460,reconstructible partiel,déjà-là restés,15,False,False,False,False,2015-05-15,2026-05-14
T000462,reconstructible partiel,déjà-là partis,4,False,False,False,False,2015-05-12,2018-02-06
T000463,reconstructible partiel,déjà-là restés,13,True,False,False,False,2015-05-14,2026-05-15
T000465,reconstructible partiel,déjà-là partis,5,True,False,False,False,2015-05-15,2019-01-31
T000467,reconstructible partiel,déjà-là restés,12,False,False,False,False,2014-04-18,2025-08-07
T000468,reconstructible partiel,déjà-là restés,11,True,False,False,False,2015-08-13,2025-08-12
T000469,reconstructible partiel,déjà-là restés,12,False,False,False,False,2015-05-12,2026-05-27
T000470,reconstructible partiel,déjà-là partis,7,True,False,False,False,2015-05-15,2021-02-02
T000472,reconstructible partiel,déjà-là restés,12,False,False,False,False,2015-05-14,2026-05-12
T000474,reconstructible partiel,arrivés restés,13,False,False,False,False,2014-05-02,2026-05-15
T000477,reconstructible partiel,cycle complet,6,False,False,False,False,2016-05-16,2026-05-12
T000478,reconstructible partiel,arrivés restés,13,False,True,False,False,2014-05-21,2025-08-02
T000480,reconstructible partiel,arrivés restés,8,True,False,False,False,2018-05-14,2025-08-13
T000481,reconstructible partiel,arrivés restés,8,False,False,False,False,2018-05-16,2025-08-13
T000484,reconstructible partiel,cycle complet,4,False,False,False,False,2018-05-15,2021-02-03
T000486,reconstructible partiel,arrivés restés,4,True,False,False,False,2022-08-13,2025-08-13
T000487,reconstructible partiel,arrivés restés,4,False,True,False,False,2022-06-27,2025-08-11
T000489,reconstructible partiel,cycle complet,1,False,False,False,False,2025-01-30,2025-01-30
T000491,reconstructible partiel,arrivés restés,5,False,True,False,False,2017-10-01,2025-08-10
U000031,reconstructible partiel,déjà-là partis,9,True,False,False,False,2015-07-28,2023-05-04
U000040,reconstructible partiel,arrivés restés,10,False,False,False,False,2017-08-14,2026-05-13
V000081,reconstructible partiel,déjà-là restés,8,False,False,False,False,2015-05-15,2026-05-12
V000108,reconstructible partiel,déjà-là partis,7,True,False,False,False,2015-05-01,2021-01-25
V000128,reconstructible partiel,déjà-là partis,2,True,False,False,False,2015-05-15,2016-05-16
V000129,reconstructible partiel,déjà-là restés,4,False,False,False,False,2015-05-14,2018-06-12
V000130,reconstructible partiel,déjà-là restés,14,False,False,False,False,2015-05-15,2026-05-11
V000131,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-08-13,2026-06-10
V000132,reconstructible partiel,déjà-là partis,8,False,False,False,False,2015-08-14,2022-04-29
V000133,reconstructible partiel,arrivés restés,11,False,False,False,False,2018-01-11,2026-05-14
V000134,reconstructible partiel,arrivés restés,6,False,True,False,False,2019-12-03,2025-08-11
V000135,reconstructible partiel,arrivés restés,7,False,False,False,False,2020-08-08,2026-06-12
V000136,reconstructible partiel,arrivés restés,5,False,True,False,False,2022-01-13,2025-05-14
V000138,reconstructible partiel,arrivés restés,3,False,True,False,False,2024-02-05,2025-07-31
W000187,reconstructible partiel,déjà-là restés,11,False,False,False,False,2015-05-15,2025-08-13
W000207,reconstructible partiel,déjà-là partis,0,True,False,False,False,,
W000215,reconstructible partiel,déjà-là partis,1,False,False,False,False,2015-01-28,2015-01-28
W000413,reconstructible partiel,déjà-là partis,3,True,False,False,False,2015-05-15,2016-10-20
W000672,reconstructible partiel,déjà-là partis,1,False,False,False,False,2015-01-30,2015-01-30
W000788,reconstructible partiel,arrivés restés,6,False,False,False,False,2020-09-20,2025-08-13
W000791,reconstructible partiel,déjà-là partis,7,True,False,False,False,2015-05-14,2021-01-28
W000795,reconstructible partiel,déjà-là restés,12,False,False,False,False,2015-05-14,2026-05-05
W000796,reconstructible partiel,déjà-là partis,3,False,False,False,False,2015-07-29,2017-01-26
W000797,reconstructible partiel,déjà-là restés,11,True,False,False,False,2015-06-12,2025-08-13
W000798,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-05-12,2026-05-13
W000799,reconstructible partiel,déjà-là partis,5,False,False,False,False,2015-05-15,2019-03-05
W000800,reconstructible partiel,déjà-là partis,8,True,False,False,False,2015-05-15,2022-08-13
W000804,reconstructible partiel,déjà-là restés,11,True,False,False,False,2015-05-15,2025-08-13
W000806,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-05-15,2026-06-01
W000808,reconstructible partiel,déjà-là restés,12,False,False,False,False,2015-08-13,2026-05-11
W000809,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-05-12,2026-05-14
W000810,reconstructible partiel,déjà-là partis,7,True,False,False,False,2015-05-14,2021-04-19
W000812,reconstructible partiel,déjà-là restés,12,True,False,False,False,2015-05-15,2026-05-13
W000813,reconstructible partiel,déjà-là partis,8,False,False,False,False,2015-05-13,2022-05-12
W000814,reconstructible partiel,déjà-là restés,11,False,False,False,False,2015-05-15,2025-08-06
W000815,reconstructible partiel,déjà-là partis,11,True,False,False,False,2015-05-15,2025-03-04
W000816,reconstructible partiel,déjà-là restés,13,True,False,False,False,2015-05-14,2025-05-14
W000819,reconstructible partiel,cycle complet,4,False,False,False,False,2014-05-23,2018-05-15
W000820,reconstructible partiel,cycle complet,9,False,False,False,False,2015-05-14,2019-05-08
W000821,reconstructible partiel,arrivés restés,12,True,False,False,False,2014-06-23,2025-08-08
W000827,reconstructible partiel,cycle complet,5,False,False,False,False,2018-01-02,2021-03-31
W000828,reconstructible partiel,cycle complet,8,True,False,False,False,2016-01-20,2026-04-20
W000831,reconstructible partiel,arrivés restés,2,False,True,False,False,2025-08-08,2026-04-29
Y000033,reconstructible partiel,déjà-là partis,7,False,False,False,False,2015-05-15,2021-08-03
Y000062,reconstructible partiel,déjà-là partis,9,True,False,False,False,2015-05-15,2023-03-20
Y000063,reconstructible partiel,déjà-là partis,5,True,False,False,False,2015-05-15,2019-02-02
Y000064,reconstructible partiel,déjà-là partis,2,False,False,False,False,2015-05-15,2016-05-16
Y000065,reconstructible partiel,déjà-là partis,7,True,False,False,False,2015-05-14,2021-01-29
Y000066,reconstructible partiel,cycle complet,5,False,False,False,False,2014-05-01,2018-05-15
Z000017,reconstructible partiel,cycle complet,10,False,True,False,False,2014-08-19,2023-02-01
Z000018,reconstructible partiel,arrivés restés,10,False,True,False,False,2014-03-06,2026-04-28
A000373,vérifiable strict,cycle complet,7,True,True,True,True,2014-03-24,2019-05-01
A000377,vérifiable strict,cycle complet,8,False,True,True,True,2018-05-10,2025-04-15
B001293,vérifiable strict,cycle complet,6,False,True,False,False,2014-06-27,2019-04-05
B001294,vérifiable strict,cycle complet,6,True,True,True,True,2014-05-13,2019-01-16
B001297,vérifiable strict,cycle complet,11,True,True,True,True,2014-05-04,2024-06-19
B001312,vérifiable strict,cycle complet,6,False,True,True,True,2018-08-13,2023-05-03
C001105,vérifiable strict,cycle complet,6,True,True,True,True,2014-03-26,2019-03-31
C001107,vérifiable strict,cycle complet,6,True,True,True,True,2014-08-18,2019-05-06
C001123,vérifiable strict,arrivés restés,8,True,True,True,True,2017-11-02,2025-08-13
C001124,vérifiable strict,cycle complet,5,True,True,True,True,2017-10-30,2021-05-04
C001134,vérifiable strict,cycle complet,6,False,True,True,True,2021-12-21,2025-08-13
D000613,vérifiable strict,cycle complet,4,True,True,False,True,2014-05-15,2017-02-08
F000464,vérifiable strict,cycle complet,5,True,True,True,True,2015-09-29,2019-01-17
F000465,vérifiable strict,cycle complet,11,False,True,True,True,2016-04-01,2025-01-29
G000570,vérifiable strict,cycle complet,4,False,False,False,True,2014-03-18,2017-01-31
G000575,vérifiable strict,cycle complet,4,False,True,True,True,2014-06-29,2017-04-28
G000577,vérifiable strict,cycle complet,12,True,True,True,True,2014-08-22,2025-02-08
G000579,vérifiable strict,cycle complet,9,True,True,True,True,2016-06-15,2024-08-22
G000588,vérifiable strict,cycle complet,7,True,True,True,True,2017-12-22,2023-05-03
G000596,vérifiable strict,cycle complet,8,True,True,True,True,2019-07-26,2026-05-07
H001078,vérifiable strict,cycle complet,5,False,True,False,False,2017-03-13,2020-07-24
H001092,vérifiable strict,cycle complet,2,False,True,False,False,2020-09-19,2021-02-01
J000020,vérifiable strict,cycle complet,5,True,True,False,False,2019-09-18,2023-05-02
J000308,vérifiable strict,cycle complet,4,True,True,True,True,2022-05-04,2025-05-02
K000386,vérifiable strict,cycle complet,10,False,True,False,False,2014-07-29,2023-06-02
K000387,vérifiable strict,cycle complet,7,True,True,True,True,2015-05-15,2024-02-02
L000581,vérifiable strict,cycle complet,11,True,False,False,True,2014-05-22,2025-12-15
L000584,vérifiable strict,cycle complet,6,False,True,True,True,2014-05-14,2019-02-03
L000586,vérifiable strict,cycle complet,9,False,True,True,True,2014-05-29,2026-03-11
L000587,vérifiable strict,cycle complet,5,False,True,False,False,2016-01-27,2019-01-10
L000591,vérifiable strict,cycle complet,8,True,True,True,True,2018-01-30,2026-05-15
M001135,vérifiable strict,cycle complet,9,True,True,True,True,2018-03-30,2025-04-21
M001193,vérifiable strict,cycle complet,6,True,True,True,True,2014-05-30,2019-05-02
M001201,vérifiable strict,cycle complet,8,True,True,True,True,2014-06-30,2021-01-19
M001207,vérifiable strict,cycle complet,5,False,True,True,True,2017-08-31,2021-05-01
M001209,vérifiable strict,cycle complet,7,False,True,True,True,2018-01-16,2026-05-14
M001221,vérifiable strict,cycle complet,5,False,True,True,True,2021-11-15,2025-01-31
N000192,vérifiable strict,cycle complet,6,True,True,True,True,2017-08-17,2023-01-27
P000615,vérifiable strict,cycle complet,9,False,True,True,True,2018-01-11,2025-01-27
P000616,vérifiable strict,cycle complet,9,True,True,True,True,2017-09-14,2025-04-23
P000618,vérifiable strict,cycle complet,10,False,True,True,True,2017-05-15,2025-05-30
R000103,vérifiable strict,cycle complet,7,False,True,False,False,2014-07-09,2025-01-30
R000604,vérifiable strict,cycle complet,6,False,True,True,True,2014-05-15,2019-01-25
R000616,vérifiable strict,cycle complet,6,True,True,True,True,2017-08-13,2021-11-10
S001135,vérifiable strict,cycle complet,7,False,True,True,True,2019-06-28,2025-03-23
S001201,vérifiable strict,arrivés restés,11,True,True,True,True,2016-05-24,2025-08-13
S001204,vérifiable strict,cycle complet,6,True,True,True,True,2018-05-15,2023-05-03
S001206,vérifiable strict,cycle complet,4,True,True,True,True,2018-07-27,2021-02-24
S001207,vérifiable strict,cycle complet,10,True,True,True,True,2017-09-10,2026-01-02
S001210,vérifiable strict,cycle complet,4,False,True,True,True,2018-11-03,2021-01-29
T000475,vérifiable strict,cycle complet,6,True,False,False,True,2014-06-30,2019-05-01
T000479,vérifiable strict,cycle complet,7,True,True,True,True,2018-01-18,2023-02-02
T000483,vérifiable strict,cycle complet,11,True,True,True,True,2016-03-04,2026-02-27
W000824,vérifiable strict,cycle complet,5,False,True,True,True,2018-03-29,2021-05-04
W000825,vérifiable strict,cycle complet,9,False,True,True,True,2017-08-18,2026-04-06
W000826,vérifiable strict,cycle complet,9,False,True,True,True,2017-11-16,2025-05-15
