bioguide,date,sens,cause,n
I000056,2021-07-16,disparue,nom,10
I000056,2022-07-01,apparue,nom,16
I000056,2022-07-01,disparue,nom,22
I000056,2023-07-31,apparue,nom,20
I000056,2023-07-31,disparue,nom,7
I000056,2024-08-09,apparue,nom,38
I000056,2024-08-09,disparue,nom,27
I000056,2024-08-09,disparue,residuel,7
I000056,2025-08-07,apparue,nom,30
I000056,2025-08-07,apparue,premiere,5
I000056,2025-08-07,disparue,nom,32
I000056,2025-08-07,disparue,residuel,1
I000058,2020-06-15,apparue,nom,14
I000058,2020-06-15,disparue,nom,4
I000058,2020-06-15,disparue,residuel,1
I000058,2022-02-18,apparue,nom,9
I000058,2022-02-18,disparue,nom,14
I000058,2022-05-16,apparue,nom,1
I000058,2022-05-16,disparue,nom,4
I000058,2023-08-13,apparue,nom,4
I000058,2023-08-13,apparue,premiere,2
I000058,2023-08-13,disparue,nom,3
I000058,2024-08-13,apparue,nom,8
I000058,2024-08-13,apparue,premiere,27
I000058,2024-08-13,apparue,type_photo,1
I000058,2024-08-13,disparue,nom,2
I000058,2024-08-13,disparue,type_photo,2
I000058,2025-08-11,apparue,nom,5
I000058,2025-08-11,disparue,nom,5
I000058,2025-08-11,disparue,residuel,2
J000020,2020-05-15,apparue,nom,98
J000020,2020-05-15,apparue,premiere,67
J000020,2020-05-15,disparue,nom,176
J000020,2020-05-15,disparue,residuel,15
J000020,2021-08-13,apparue,nom,68
J000020,2021-08-13,apparue,premiere,27
J000020,2021-08-13,apparue,type_photo,50
J000020,2021-08-13,disparue,nom,75
J000020,2021-08-13,disparue,type_photo,8
J000020,2022-08-22,apparue,nom,105
J000020,2022-08-22,apparue,premiere,25
J000020,2022-08-22,apparue,residuel,3
J000020,2022-08-22,disparue,nom,101
J000020,2022-08-22,disparue,residuel,97
J000020,2023-05-02,apparue,nom,104
J000020,2023-05-02,apparue,premiere,19
J000020,2023-05-02,apparue,type_photo,3
J000020,2023-05-02,disparue,nom,116
J000020,2023-05-02,disparue,type_photo,66
J000032,2016-08-15,apparue,nom,17
J000032,2016-08-15,disparue,nom,24
J000032,2017-09-12,apparue,nom,23
J000032,2017-09-12,disparue,nom,16
J000032,2018-09-14,apparue,nom,13
J000032,2018-09-14,disparue,nom,24
J000032,2019-08-16,apparue,nom,7
J000032,2019-08-16,disparue,nom,14
J000032,2020-09-15,apparue,nom,15
J000032,2020-09-15,disparue,nom,7
J000032,2021-08-13,apparue,nom,13
J000032,2021-08-13,apparue,premiere,1
J000032,2021-08-13,disparue,nom,14
J000032,2022-09-15,apparue,nom,13
J000032,2022-09-15,disparue,nom,13
J000032,2023-10-04,apparue,nom,12
J000032,2023-10-04,apparue,premiere,1
J000032,2023-10-04,disparue,nom,13
J000126,2016-05-11,apparue,nom,1
J000126,2016-05-11,disparue,nom,2
J000126,2017-05-05,apparue,nom,1
J000126,2017-05-05,disparue,nom,1
J000126,2018-05-14,apparue,nom,3
J000126,2018-05-14,apparue,premiere,1
J000126,2018-05-14,disparue,nom,3
J000126,2019-05-14,apparue,nom,3
J000126,2019-05-14,disparue,nom,3
J000126,2019-05-14,disparue,residuel,1
J000126,2020-08-17,apparue,nom,1
J000126,2020-08-17,disparue,nom,1
J000126,2021-07-21,apparue,nom,2
J000126,2021-07-21,disparue,nom,2
J000126,2022-05-10,apparue,nom,2
J000126,2022-05-10,apparue,premiere,1
J000126,2022-05-10,apparue,residuel,1
J000126,2022-05-10,disparue,nom,3
J000126,2022-05-10,disparue,residuel,1
J000174,2017-12-04,apparue,nom,5
J000174,2017-12-04,disparue,nom,3
J000174,2017-12-04,disparue,type_photo,1
J000174,2018-04-16,apparue,nom,3
J000174,2018-04-16,apparue,type_photo,1
J000174,2018-04-16,disparue,nom,5
J000174,2019-02-06,apparue,nom,3
J000174,2019-02-06,disparue,nom,3
J000174,2019-02-06,disparue,type_photo,1
J000255,2016-08-12,apparue,nom,2
J000255,2016-08-12,apparue,premiere,4
J000255,2016-08-12,disparue,nom,2
J000255,2018-05-11,apparue,nom,8
J000255,2018-05-11,disparue,nom,8
J000288,2017-05-15,apparue,nom,1
J000288,2017-05-15,disparue,nom,36
J000288,2017-05-15,disparue,type_photo,29
J000288,2018-05-09,apparue,nom,1
J000288,2018-05-09,disparue,nom,1
J000288,2019-05-15,apparue,nom,1
J000288,2019-05-15,disparue,nom,1
J000288,2020-08-13,apparue,nom,1
J000288,2020-08-13,disparue,nom,1
J000288,2021-08-10,apparue,nom,1
J000288,2021-08-10,apparue,premiere,1
J000288,2021-08-10,disparue,nom,1
J000288,2022-05-13,disparue,residuel,1
J000288,2023-05-15,apparue,nom,1
J000288,2023-05-15,disparue,nom,1
J000288,2024-05-15,apparue,nom,1
J000288,2024-05-15,disparue,nom,1
J000288,2026-04-19,apparue,nom,15
J000288,2026-04-19,disparue,nom,1
J000288,2026-05-12,apparue,premiere,1
J000288,2026-05-12,disparue,nom,15
J000288,2026-05-15,apparue,nom,1
J000288,2026-05-15,disparue,type_photo,1
J000289,2018-05-15,apparue,nom,2
J000289,2018-05-15,disparue,nom,2
J000289,2022-05-16,apparue,nom,1
J000289,2022-05-16,disparue,nom,1
J000289,2022-05-16,disparue,residuel,1
J000289,2023-06-14,apparue,nom,1
J000289,2023-06-14,disparue,nom,2
J000289,2024-05-07,disparue,nom,1
J000289,2025-05-07,apparue,nom,3
J000289,2025-05-07,disparue,nom,2
J000289,2026-05-11,apparue,nom,3
J000289,2026-05-11,apparue,premiere,14
J000289,2026-05-11,disparue,nom,2
J000290,2016-05-09,apparue,nom,2
J000290,2016-05-09,disparue,nom,2
J000290,2017-05-13,apparue,nom,10
J000290,2017-05-13,disparue,nom,7
J000290,2017-05-13,disparue,residuel,3
J000290,2018-05-07,apparue,nom,12
J000290,2018-05-07,disparue,nom,9
J000290,2018-05-07,disparue,residuel,3
J000290,2019-01-28,apparue,nom,4
J000290,2019-01-28,disparue,nom,3
J000290,2026-05-23,apparue,nom,2
J000290,2026-05-23,disparue,nom,16
J000290,2026-05-23,disparue,type_photo,1
J000292,2016-05-16,apparue,nom,1
J000292,2016-05-16,apparue,premiere,3
J000292,2016-05-16,apparue,residuel,3
J000292,2016-05-16,disparue,nom,4
J000292,2016-05-16,disparue,residuel,1
J000292,2017-05-02,apparue,nom,6
J000292,2017-05-02,disparue,nom,3
J000292,2017-05-02,disparue,residuel,2
J000292,2018-05-14,apparue,nom,36
J000292,2018-05-14,disparue,nom,13
J000292,2018-05-14,disparue,residuel,13
J000292,2019-05-02,apparue,nom,16
J000292,2019-05-02,disparue,nom,18
J000292,2019-05-02,disparue,residuel,1
J000292,2020-08-07,apparue,nom,24
J000292,2020-08-07,disparue,nom,21
J000292,2021-08-13,apparue,nom,10
J000292,2021-08-13,disparue,nom,11
J000292,2022-05-12,apparue,nom,14
J000292,2022-05-12,disparue,nom,14
J000292,2022-05-12,disparue,residuel,1
J000292,2023-05-15,apparue,nom,15
J000292,2023-05-15,disparue,nom,15
J000292,2024-04-16,apparue,nom,15
J000292,2024-04-16,apparue,premiere,3
J000292,2024-04-16,apparue,type_photo,1
J000292,2024-04-16,disparue,nom,18
J000292,2024-04-16,disparue,type_photo,4
J000294,2016-05-16,apparue,nom,5
J000294,2016-05-16,disparue,nom,1
J000294,2017-05-15,apparue,nom,4
J000294,2017-05-15,disparue,nom,5
J000294,2018-05-15,apparue,nom,9
J000294,2018-05-15,apparue,premiere,3
J000294,2018-05-15,disparue,nom,13
J000294,2019-05-15,apparue,nom,7
J000294,2019-05-15,disparue,nom,4
J000294,2019-05-15,disparue,residuel,1
J000294,2020-08-10,apparue,nom,1
J000294,2020-08-10,apparue,premiere,1
J000294,2020-08-10,disparue,nom,3
J000294,2020-08-10,disparue,residuel,3
J000294,2021-08-10,apparue,nom,6
J000294,2021-08-10,apparue,residuel,1
J000294,2021-08-10,disparue,nom,9
J000294,2021-08-10,disparue,residuel,1
J000294,2022-05-15,apparue,nom,7
J000294,2022-05-15,apparue,premiere,6
J000294,2022-05-15,disparue,nom,6
J000294,2022-05-15,disparue,residuel,3
J000294,2023-05-15,apparue,nom,4
J000294,2023-05-15,apparue,premiere,2
J000294,2023-05-15,apparue,residuel,2
J000294,2023-05-15,disparue,nom,4
J000294,2023-05-15,disparue,residuel,2
J000294,2024-05-14,apparue,nom,3
J000294,2024-05-14,apparue,residuel,3
J000294,2024-05-14,disparue,nom,7
J000294,2024-05-14,disparue,residuel,1
J000294,2025-05-14,apparue,nom,3
J000294,2025-05-14,apparue,premiere,2
J000294,2025-05-14,apparue,residuel,1
J000294,2025-05-14,disparue,nom,2
J000294,2025-05-14,disparue,residuel,1
J000294,2026-05-15,apparue,nom,6
J000294,2026-05-15,apparue,premiere,3
J000294,2026-05-15,apparue,residuel,1
J000294,2026-05-15,disparue,nom,4
J000294,2026-05-15,disparue,residuel,1
J000295,2016-06-02,apparue,nom,56
J000295,2016-06-02,apparue,premiere,8
J000295,2016-06-02,disparue,nom,63
J000295,2016-06-02,disparue,residuel,13
J000295,2017-06-21,apparue,nom,31
J000295,2017-06-21,apparue,premiere,19
J000295,2017-06-21,apparue,residuel,7
J000295,2017-06-21,disparue,nom,59
J000295,2017-06-21,disparue,residuel,9
J000295,2018-06-14,apparue,nom,35
J000295,2018-06-14,apparue,premiere,1
J000295,2018-06-14,apparue,residuel,4
J000295,2018-06-14,disparue,nom,27
J000295,2018-06-14,disparue,residuel,12
J000295,2019-06-13,apparue,nom,7
J000295,2019-06-13,apparue,premiere,7
J000295,2019-06-13,apparue,residuel,8
J000295,2019-06-13,disparue,nom,19
J000295,2019-06-13,disparue,residuel,15
J000295,2020-08-26,apparue,nom,11
J000295,2020-08-26,apparue,premiere,2
J000295,2020-08-26,apparue,residuel,1
J000295,2020-08-26,disparue,nom,7
J000295,2020-08-26,disparue,residuel,10
J000295,2021-07-30,apparue,residuel,1
J000295,2021-07-30,disparue,residuel,1
J000295,2022-08-12,apparue,nom,20
J000295,2022-08-12,apparue,residuel,1
J000295,2022-08-12,disparue,nom,23
J000295,2022-08-12,disparue,residuel,7
J000295,2023-08-12,apparue,nom,4
J000295,2023-08-12,apparue,residuel,8
J000295,2023-08-12,disparue,nom,5
J000295,2023-08-12,disparue,residuel,2
J000295,2024-08-12,apparue,nom,1
J000295,2024-08-12,disparue,residuel,1
J000295,2025-08-13,apparue,residuel,2
J000295,2025-08-13,disparue,residuel,1
J000296,2015-05-15,apparue,nom,7
J000296,2015-05-15,apparue,residuel,1
J000296,2015-05-15,disparue,nom,31
J000296,2015-05-15,disparue,residuel,1
J000296,2016-08-17,apparue,nom,4
J000296,2016-08-17,apparue,premiere,1
J000296,2016-08-17,disparue,nom,9
J000296,2016-08-17,disparue,residuel,3
J000296,2017-02-02,apparue,nom,2
J000296,2017-02-02,apparue,premiere,1
J000296,2017-02-02,disparue,nom,3
J000297,2015-06-15,apparue,nom,56
J000297,2015-06-15,apparue,premiere,2
J000297,2015-06-15,disparue,nom,45
J000297,2015-06-15,disparue,type_photo,3
J000297,2016-09-13,apparue,nom,35
J000297,2016-09-13,apparue,premiere,4
J000297,2016-09-13,disparue,nom,57
J000297,2016-09-13,disparue,residuel,3
J000297,2017-08-11,apparue,nom,42
J000297,2017-08-11,apparue,residuel,2
J000297,2017-08-11,disparue,nom,34
J000297,2017-08-11,disparue,residuel,7
J000297,2018-08-13,apparue,nom,42
J000297,2018-08-13,apparue,residuel,1
J000297,2018-08-13,disparue,nom,42
J000297,2018-08-13,disparue,residuel,1
J000297,2019-02-11,apparue,nom,38
J000297,2019-02-11,apparue,premiere,4
J000297,2019-02-11,apparue,type_photo,2
J000297,2019-02-11,disparue,nom,43
J000297,2019-02-11,disparue,type_photo,2
J000298,2017-05-12,apparue,nom,1
J000298,2017-05-12,disparue,nom,4
J000298,2018-05-15,apparue,nom,32
J000298,2018-05-15,apparue,premiere,1
J000298,2018-05-15,disparue,nom,25
J000298,2019-05-14,apparue,nom,1
J000298,2019-05-14,disparue,nom,3
J000298,2020-07-13,apparue,nom,8
J000298,2020-07-13,disparue,nom,14
J000298,2021-08-06,apparue,nom,2
J000298,2021-08-06,disparue,nom,3
J000298,2022-05-13,apparue,nom,15
J000298,2022-05-13,disparue,nom,12
J000298,2023-05-13,apparue,nom,14
J000298,2023-05-13,disparue,nom,8
J000298,2023-05-13,disparue,residuel,4
J000298,2024-05-13,apparue,nom,13
J000298,2024-05-13,apparue,premiere,12
J000298,2024-05-13,apparue,residuel,1
J000298,2024-05-13,disparue,nom,31
J000298,2024-05-13,disparue,residuel,2
J000298,2025-05-14,apparue,nom,6
J000298,2025-05-14,apparue,premiere,1
J000298,2025-05-14,apparue,residuel,4
J000298,2025-05-14,disparue,nom,8
J000298,2025-05-14,disparue,residuel,2
J000298,2026-05-14,apparue,nom,5
J000298,2026-05-14,apparue,residuel,3
J000298,2026-05-14,disparue,nom,5
J000299,2017-08-10,apparue,nom,1
J000299,2017-08-10,disparue,nom,1
J000299,2017-08-10,disparue,type_photo,1
J000299,2018-08-13,apparue,nom,2
J000299,2018-08-13,apparue,type_photo,1
J000299,2018-08-13,disparue,nom,1
J000299,2020-08-13,apparue,nom,1
J000299,2020-08-13,disparue,nom,2
J000299,2021-08-13,apparue,nom,1
J000299,2021-08-13,disparue,nom,1
J000301,2017-06-11,apparue,nom,9
J000301,2017-06-11,disparue,nom,7
J000301,2017-06-11,disparue,residuel,1
J000301,2018-05-14,apparue,nom,31
J000301,2018-05-14,disparue,nom,30
J000301,2019-07-12,apparue,nom,31
J000301,2019-07-12,apparue,premiere,1
J000301,2019-07-12,disparue,nom,26
J000301,2020-07-30,apparue,nom,9
J000301,2020-07-30,apparue,type_photo,1
J000301,2020-07-30,disparue,nom,9
J000301,2021-08-09,apparue,nom,12
J000301,2021-08-09,disparue,nom,12
J000301,2022-05-06,apparue,nom,11
J000301,2022-05-06,disparue,nom,7
J000301,2022-05-06,disparue,residuel,1
J000301,2023-06-06,apparue,nom,13
J000301,2023-06-06,disparue,nom,8
J000301,2023-06-06,disparue,residuel,2
J000301,2024-05-06,apparue,nom,4
J000301,2024-05-06,apparue,premiere,27
J000301,2024-05-06,disparue,nom,47
J000301,2024-05-06,disparue,type_photo,3
J000301,2024-08-05,apparue,nom,37
J000301,2024-08-05,apparue,premiere,7
J000301,2024-08-05,apparue,type_photo,1
J000301,2024-08-05,disparue,nom,4
J000301,2024-08-05,disparue,type_photo,28
J000301,2025-07-22,apparue,nom,3
J000301,2025-07-22,apparue,premiere,3
J000301,2025-07-22,disparue,nom,4
J000302,2019-05-15,apparue,nom,35
J000302,2019-05-15,disparue,nom,59
J000302,2019-05-15,disparue,type_photo,7
J000302,2020-08-13,apparue,nom,27
J000302,2020-08-13,apparue,premiere,1
J000302,2020-08-13,disparue,nom,22
J000302,2020-08-13,disparue,type_photo,39
J000302,2021-08-11,apparue,nom,11
J000302,2021-08-11,apparue,premiere,1
J000302,2021-08-11,disparue,nom,15
J000302,2021-08-11,disparue,residuel,4
J000302,2022-05-14,apparue,nom,15
J000302,2022-05-14,apparue,premiere,1
J000302,2022-05-14,disparue,nom,17
J000302,2022-05-14,disparue,residuel,1
J000302,2023-05-10,apparue,nom,15
J000302,2023-05-10,apparue,residuel,1
J000302,2023-05-10,disparue,nom,19
J000302,2023-05-10,disparue,residuel,1
J000302,2024-05-14,apparue,nom,20
J000302,2024-05-14,apparue,premiere,2
J000302,2024-05-14,disparue,nom,9
J000302,2024-05-14,disparue,residuel,10
J000302,2025-06-16,apparue,nom,10
J000302,2025-06-16,apparue,residuel,1
J000302,2025-06-16,disparue,nom,9
J000302,2025-06-16,disparue,residuel,5
J000303,2019-01-09,apparue,nom,2
J000303,2019-01-09,apparue,premiere,2
J000303,2019-01-09,disparue,residuel,4
J000303,2020-05-15,apparue,nom,1
J000303,2020-05-15,disparue,nom,1
J000304,2020-05-15,apparue,premiere,3
J000304,2021-08-13,apparue,nom,2
J000304,2021-08-13,apparue,premiere,3
J000304,2021-08-13,disparue,type_photo,2
J000304,2022-08-10,apparue,nom,8
J000304,2022-08-10,disparue,nom,2
J000304,2022-08-10,disparue,type_photo,1
J000304,2024-08-09,apparue,nom,3
J000304,2024-08-09,disparue,nom,2
J000304,2025-08-08,apparue,nom,1
J000304,2025-08-08,apparue,premiere,1
J000304,2025-08-08,disparue,residuel,2
J000305,2020-01-15,apparue,nom,26
J000305,2020-01-15,apparue,premiere,36
J000305,2020-01-15,disparue,nom,22
J000305,2020-01-15,disparue,residuel,63
J000305,2020-08-13,apparue,nom,26
J000305,2020-08-13,apparue,premiere,12
J000305,2020-08-13,apparue,residuel,9
J000305,2020-08-13,disparue,nom,32
J000305,2020-08-13,disparue,residuel,25
J000305,2021-08-13,apparue,nom,43
J000305,2021-08-13,apparue,premiere,42
J000305,2021-08-13,apparue,type_photo,38
J000305,2021-08-13,disparue,nom,34
J000305,2021-08-13,disparue,type_photo,14
J000305,2022-05-23,apparue,nom,12
J000305,2022-05-23,apparue,premiere,3
J000305,2022-05-23,disparue,nom,48
J000305,2022-05-23,disparue,type_photo,104
J000305,2022-07-21,apparue,nom,21
J000305,2022-07-21,apparue,premiere,7
J000305,2022-07-21,apparue,type_photo,55
J000305,2022-07-21,disparue,nom,13
J000305,2022-07-21,disparue,type_photo,39
J000305,2023-06-14,apparue,nom,12
J000305,2023-06-14,apparue,premiere,4
J000305,2023-06-14,apparue,residuel,8
J000305,2023-06-14,disparue,nom,12
J000305,2023-06-14,disparue,residuel,44
J000305,2024-08-13,apparue,nom,14
J000305,2024-08-13,apparue,premiere,4
J000305,2024-08-13,apparue,residuel,7
J000305,2024-08-13,disparue,nom,14
J000305,2024-08-13,disparue,residuel,8
J000305,2025-08-13,apparue,nom,8
J000305,2025-08-13,apparue,premiere,6
J000305,2025-08-13,apparue,residuel,16
J000305,2025-08-13,disparue,nom,7
J000305,2025-08-13,disparue,residuel,10
J000305,2026-06-26,apparue,nom,2
J000305,2026-06-26,apparue,residuel,1
J000305,2026-06-26,disparue,nom,11
J000305,2026-06-26,disparue,residuel,16
J000306,2023-08-04,apparue,nom,6
J000306,2023-08-04,apparue,premiere,6
J000306,2024-04-19,apparue,nom,1
J000306,2024-04-19,disparue,nom,7
J000306,2024-04-19,disparue,type_photo,6
J000306,2024-05-15,apparue,nom,7
J000306,2024-05-15,apparue,premiere,1
J000306,2024-05-15,apparue,residuel,4
J000306,2024-05-15,disparue,nom,1
J000306,2026-02-13,apparue,nom,1
J000306,2026-02-13,disparue,nom,7
J000306,2026-02-13,disparue,residuel,5
J000307,2023-08-13,apparue,nom,33
J000307,2023-08-13,disparue,nom,45
J000307,2024-09-03,apparue,nom,22
J000307,2024-09-03,apparue,premiere,10
J000307,2024-09-03,disparue,nom,14
J000307,2024-09-03,disparue,type_photo,15
J000307,2025-08-13,apparue,nom,14
J000307,2025-08-13,apparue,premiere,14
J000307,2025-08-13,apparue,residuel,73
J000307,2025-08-13,disparue,nom,28
J000307,2025-08-13,disparue,residuel,21
J000308,2023-08-13,apparue,nom,8
J000308,2023-08-13,apparue,premiere,6
J000308,2023-08-13,disparue,nom,9
J000308,2024-08-13,apparue,nom,3
J000308,2024-08-13,apparue,premiere,4
J000308,2024-08-13,disparue,nom,12
J000308,2025-05-02,apparue,premiere,1
J000309,2023-08-13,apparue,nom,7
J000309,2023-08-13,apparue,premiere,9
J000309,2023-08-13,disparue,nom,4
J000309,2023-08-13,disparue,type_photo,20
J000309,2024-08-02,apparue,nom,6
J000309,2024-08-02,apparue,premiere,11
J000309,2024-08-02,apparue,type_photo,4
J000309,2024-08-02,disparue,nom,7
J000309,2024-08-02,disparue,type_photo,27
J000309,2025-05-15,apparue,nom,6
J000309,2025-05-15,apparue,premiere,6
J000309,2025-05-15,apparue,residuel,3
J000309,2025-05-15,disparue,nom,5
J000309,2025-05-15,disparue,residuel,34
J000309,2026-04-27,apparue,nom,12
J000309,2026-04-27,apparue,premiere,9
J000309,2026-04-27,apparue,residuel,5
J000309,2026-04-27,disparue,nom,7
J000309,2026-04-27,disparue,residuel,21
J000310,2024-08-13,apparue,nom,91
J000310,2024-08-13,apparue,premiere,75
J000310,2024-08-13,disparue,nom,18
J000310,2024-08-13,disparue,residuel,129
J000310,2025-08-12,apparue,nom,38
J000310,2025-08-12,apparue,premiere,30
J000310,2025-08-12,apparue,type_photo,125
J000310,2025-08-12,disparue,nom,95
J000310,2025-08-12,disparue,type_photo,91
J000311,2025-08-13,apparue,premiere,1
J000311,2025-08-13,disparue,type_photo,3
K000009,2016-05-13,apparue,nom,7
K000009,2016-05-13,apparue,premiere,1
K000009,2016-05-13,disparue,nom,10
K000009,2017-05-15,apparue,nom,1
K000009,2017-05-15,disparue,nom,2
K000009,2018-05-15,apparue,nom,15
K000009,2018-05-15,disparue,nom,15
K000009,2019-05-11,apparue,nom,1
K000009,2019-05-11,disparue,nom,1
K000009,2021-08-13,apparue,premiere,2
K000009,2021-08-13,disparue,nom,1
K000009,2022-05-16,apparue,nom,3
K000009,2022-05-16,disparue,nom,5
K000009,2022-05-16,disparue,residuel,1
K000009,2023-05-15,apparue,residuel,1
K000009,2023-05-15,disparue,nom,5
K000009,2024-05-15,apparue,nom,2
K000009,2024-05-15,disparue,residuel,1
K000009,2025-05-14,apparue,nom,4
K000009,2025-05-14,apparue,residuel,1
K000009,2025-05-14,disparue,nom,3
K000009,2025-05-14,disparue,residuel,1
K000009,2026-05-14,apparue,nom,1
K000009,2026-05-14,disparue,nom,3
K000009,2026-05-14,disparue,residuel,1
K000188,2016-05-03,apparue,nom,4
K000188,2016-05-03,disparue,nom,4
K000188,2017-05-05,apparue,nom,1
K000188,2017-05-05,disparue,nom,2
K000188,2018-05-03,apparue,nom,14
K000188,2018-05-03,disparue,nom,16
K000188,2019-05-15,apparue,nom,7
K000188,2019-05-15,disparue,nom,6
K000188,2020-08-13,apparue,nom,2
K000188,2020-08-13,disparue,nom,2
K000188,2022-08-15,disparue,nom,1
K000210,2016-05-16,apparue,nom,3
K000210,2016-05-16,disparue,nom,3
K000210,2017-05-15,apparue,nom,3
K000210,2017-05-15,disparue,nom,3
K000210,2018-05-15,apparue,nom,3
K000210,2018-05-15,disparue,nom,3
K000210,2020-08-11,apparue,nom,2
K000210,2020-08-11,disparue,nom,3
K000210,2021-02-04,apparue,nom,1
K000210,2021-02-04,disparue,nom,2
K000210,2021-02-04,disparue,type_photo,1
K000210,2021-06-02,apparue,nom,1
K000210,2021-06-02,disparue,nom,1
K000220,2025-10-16,apparue,nom,4
K000220,2025-10-16,apparue,premiere,4
K000220,2025-10-16,disparue,nom,43
K000220,2025-10-16,disparue,type_photo,41
K000220,2026-05-14,apparue,nom,5
K000220,2026-05-14,apparue,premiere,3
K000220,2026-05-14,apparue,residuel,2
K000220,2026-05-14,disparue,nom,4
K000220,2026-05-14,disparue,residuel,1
K000362,2016-05-16,apparue,premiere,1
K000362,2016-05-16,apparue,residuel,1
K000362,2016-05-16,disparue,nom,1
K000362,2017-05-09,apparue,premiere,1
K000362,2017-05-09,disparue,residuel,2
K000362,2018-05-09,apparue,nom,5
K000362,2018-05-09,apparue,premiere,1
K000362,2018-05-09,disparue,nom,5
K000362,2018-05-09,disparue,residuel,1
K000363,2016-05-12,apparue,nom,12
K000363,2016-05-12,disparue,nom,6
K000363,2017-01-05,apparue,nom,12
K000363,2017-01-05,disparue,nom,1
K000368,2016-05-08,apparue,nom,3
K000368,2016-05-08,disparue,nom,4
K000368,2017-01-22,apparue,nom,3
K000368,2017-01-22,disparue,nom,3
K000368,2017-10-30,apparue,nom,6
K000368,2017-10-30,disparue,nom,6
K000368,2017-10-30,disparue,type_photo,1
K000368,2018-04-29,apparue,nom,14
K000368,2018-04-29,disparue,nom,14
K000368,2019-05-13,apparue,nom,5
K000368,2019-05-13,disparue,nom,6
K000368,2020-09-04,apparue,nom,9
K000368,2020-09-04,apparue,type_photo,1
K000368,2020-09-04,disparue,nom,10
K000368,2022-05-29,apparue,nom,6
K000368,2022-05-29,disparue,nom,6
K000368,2022-05-29,disparue,residuel,1
K000368,2023-01-15,apparue,nom,5
K000368,2023-01-15,disparue,nom,5
K000375,2016-05-13,apparue,nom,31
K000375,2016-05-13,apparue,premiere,1
K000375,2016-05-13,disparue,nom,46
K000375,2016-05-13,disparue,residuel,1
K000375,2017-05-12,apparue,nom,29
K000375,2017-05-12,disparue,nom,30
K000375,2017-05-12,disparue,residuel,1
K000375,2018-05-04,apparue,nom,37
K000375,2018-05-04,apparue,premiere,1
K000375,2018-05-04,disparue,nom,31
K000375,2019-05-09,apparue,nom,11
K000375,2019-05-09,disparue,nom,6
K000375,2020-05-15,apparue,nom,4
K000375,2020-05-15,disparue,nom,7
K000375,2021-08-04,apparue,nom,7
K000375,2021-08-04,disparue,nom,23
K000375,2021-08-04,disparue,residuel,40
K000375,2022-06-08,apparue,nom,69
K000375,2022-06-08,apparue,premiere,8
K000375,2022-06-08,disparue,nom,30
K000375,2022-06-08,disparue,residuel,3
K000375,2023-06-07,apparue,nom,10
K000375,2023-06-07,apparue,premiere,18
K000375,2023-06-07,apparue,residuel,1
K000375,2023-06-07,disparue,nom,33
K000375,2023-06-07,disparue,residuel,18
K000375,2024-05-15,apparue,nom,3
K000375,2024-05-15,apparue,premiere,4
K000375,2024-05-15,apparue,residuel,1
K000375,2024-05-15,disparue,nom,26
K000375,2024-05-15,disparue,residuel,27
K000375,2025-05-15,apparue,nom,9
K000375,2025-05-15,apparue,premiere,5
K000375,2025-05-15,apparue,residuel,3
K000375,2025-05-15,disparue,nom,17
K000375,2025-05-15,disparue,residuel,16
K000376,2016-08-12,apparue,nom,75
K000376,2016-08-12,apparue,premiere,38
K000376,2016-08-12,apparue,residuel,7
K000376,2016-08-12,disparue,nom,90
K000376,2016-08-12,disparue,residuel,66
K000376,2017-08-15,apparue,nom,70
K000376,2017-08-15,apparue,premiere,37
K000376,2017-08-15,apparue,residuel,19
K000376,2017-08-15,disparue,nom,75
K000376,2017-08-15,disparue,residuel,62
K000376,2018-06-27,apparue,nom,63
K000376,2018-06-27,apparue,premiere,15
K000376,2018-06-27,apparue,residuel,17
K000376,2018-06-27,disparue,nom,78
K000376,2018-06-27,disparue,residuel,52
K000376,2019-06-11,apparue,nom,45
K000376,2019-06-11,apparue,premiere,20
K000376,2019-06-11,apparue,residuel,30
K000376,2019-06-11,disparue,nom,97
K000376,2019-06-11,disparue,residuel,36
K000376,2020-08-20,apparue,nom,34
K000376,2020-08-20,apparue,premiere,17
K000376,2020-08-20,apparue,residuel,26
K000376,2020-08-20,disparue,nom,57
K000376,2020-08-20,disparue,residuel,40
K000376,2021-08-10,apparue,nom,38
K000376,2021-08-10,disparue,nom,48
K000376,2021-08-10,disparue,residuel,70
K000376,2022-06-10,apparue,nom,31
K000376,2022-06-10,apparue,premiere,1
K000376,2022-06-10,disparue,nom,33
K000376,2023-07-18,apparue,nom,31
K000376,2023-07-18,disparue,nom,28
K000376,2023-07-18,disparue,residuel,1
K000376,2024-08-05,apparue,nom,46
K000376,2024-08-05,apparue,premiere,22
K000376,2024-08-05,apparue,residuel,29
K000376,2024-08-05,disparue,nom,69
K000376,2024-08-05,disparue,residuel,1
K000376,2025-08-09,apparue,nom,10
K000376,2025-08-09,apparue,premiere,2
K000376,2025-08-09,apparue,residuel,3
K000376,2025-08-09,disparue,nom,18
K000376,2025-08-09,disparue,residuel,7
K000378,2016-05-16,apparue,nom,2
K000378,2016-05-16,disparue,nom,2
K000378,2016-05-16,disparue,residuel,1
K000378,2017-06-14,apparue,nom,2
K000378,2017-06-14,disparue,nom,2
K000378,2017-06-14,disparue,residuel,1
K000378,2018-05-08,apparue,nom,6
K000378,2018-05-08,disparue,nom,5
K000378,2018-05-08,disparue,residuel,1
