last,first,suffix,state_district,n_depots,types,bioguide,match_method
Huffstetler,Roger Dean,,,1,W,,aucun_nom
Huffstetler,Roger Dean,,VA05,3,CX,,aucun_nom
Huffstetler,Roger Dean Rd,,VA05,2,CX,,aucun_nom
Huggins,Dewon,,,1,W,,aucun_nom
Huggins,Dewon,,SC07,1,D,,aucun_nom
Hughes,Andrew Ifits,,WA07,1,W,,aucun_nom
Hughes,Charles M.,,IL06,1,C,,aucun_nom
Hughes,David,,MN07,3,C,,aucun_nom
Hughes,David M.,,AK00,1,C,,aucun_nom
Hughes,David Russell,,MN07,1,C,,aucun_nom
Hughes,David Russell Mr,,MN07,3,CX,,aucun_nom
Hughes,Sarah,,NY04,1,X,,aucun_nom
Hughes,Tom G.,,FL25,3,DW,,aucun_nom
Hughes,Whit,,MS03,1,C,,aucun_nom
Hughes,William J.,Jr,NJ02,4,CX,,aucun_nom
Hugya,John A.,,PA12,1,C,,aucun_nom
Huizenga,Bill,,MI02,19,AOPX,H001058,exact
Huizenga,Bill,,MI04,6,OX,H001058,exact
Hulings,Jay,,TX23,1,C,,aucun_nom
Hull,Stevie Rivenbark,,NC09,1,C,,aucun_nom
Hullihan,Jonathan Keith,,TX08,2,CX,,aucun_nom
Hullum,David Matthew,,OK01,3,ACD,,aucun_nom
Hultgren,Randy Mark,,IL14,6,AO,H001059,prefixe
Hulum,Jeffrey,III,MS04,1,D,,aucun_nom
Hunt,Alexandra,,PA03,1,C,,etat_incoherent
Hunt,Cheyenne,,CA45,1,C,,etat_incoherent
Hunt,Evan,,TX03,3,CX,H001095,last_unique
Hunt,Jeremy,,GA02,1,C,,etat_incoherent
Hunt,Joseph William,,GA10,3,CD,,etat_incoherent
Hunt,Mark Allen,,WV02,1,C,,etat_incoherent
Hunt,Shelby Xavier,,OH15,2,AC,,etat_incoherent
Hunt,Tracy,,PA01,1,X,,etat_incoherent
Hunt,Wesley,,TX07,4,AC,H001095,exact
Hunt,Wesley,,TX38,11,ACHOX,H001095,exact
Hunter,Christopher J.,,FL12,1,C,,etat_incoherent
Hunter,Duncan,,CA50,8,AOT,H001048,exact
Hunter,Greg,,WY00,1,C,,etat_incoherent
Hunter,Marvalette,,TX38,1,C,,etat_incoherent
Huq,Muzibul,,NY02,3,CD,,aucun_nom
Hurabiell,Marie,,CA11,1,C,,aucun_nom
Hurd,Jeffrey,,CO03,6,AHOX,H001100,prefixe
Hurd,Jeffrey S,,CO03,2,C,H001100,prefixe
Hurd,William,,TX23,16,ACHOTX,H001073,prefixe
Hurless,Denise Lynn,,WI03,2,DW,,aucun_nom
Hurley,Jesse Douglas,,NV02,1,D,,aucun_nom
Hursey,John Wesley,Jr.,IL15,2,CX,,aucun_nom
Hurst,David Alln,,NC03,2,D,,aucun_nom
Hurt,Erik David,,IN08,1,C,,etat_incoherent
Hurt,Robert,,CE00,2,O,H001060,exact
Hurt,Robert,,VA05,7,AOPT,H001060,exact
Hurtado,Melissa,,CA22,2,CW,,aucun_nom
Hurwitz,Skylar,,PA01,3,CDX,,aucun_nom
Huss,Bradley Laverne,,IA03,1,D,,aucun_nom
Hussein,Azeem,,NY04,1,D,,aucun_nom
Hustedt-Mai,Anthony D.,,IN04,1,C,,aucun_nom
Hutcheson,Shannon,,TX10,2,CX,,aucun_nom
Hutchinson,Sean William,,,1,W,,aucun_nom
Hutchinson,Sean William,,NV03,2,D,,aucun_nom
Hutchison,Evan Hale,,NY10,2,C,,aucun_nom
Hutson,Jason Wayne,,TX31,2,CX,,aucun_nom
Huynh,Khai-Hoan,,IL09,1,X,,aucun_nom
Hwang,Thomas,,OH15,2,CX,,aucun_nom
Hwang,Tom,,OH02,1,C,,aucun_nom
Hyde,Martin,,FL16,1,C,,aucun_nom
Hyde,Robert Finley,,CT05,2,CD,,aucun_nom
Hyland,Shawn,,NJ03,1,C,,aucun_nom
Hyman,Mal,,SC07,2,CD,,aucun_nom
Hyra,Derek,,VA08,1,C,,aucun_nom
Hysenaj,Diamant,,NY14,1,C,,aucun_nom
Hyser,Chris,,MD06,1,C,,aucun_nom
I Swear,Catherine,,,1,W,,aucun_nom
I Swear,Catherine,,TX13,1,D,,aucun_nom
Iacino,James,,CO03,3,CX,,aucun_nom
Iannarino,Marc,,,1,W,,aucun_nom
Iannarino,Marc,,CA48,2,CX,,aucun_nom
Iannuzzi,Carol H,,TX26,2,C,,aucun_nom
Ickes,Jason,,MI03,1,C,,aucun_nom
Idleman,Sara,,,1,W,,aucun_nom
Ijih,Nelson Terna,,OR04,2,D,,aucun_nom
Imam,Donna,,TX31,2,CD,,aucun_nom
Imer,Laurel Anne,,CO07,3,CD,,aucun_nom
Ing,Mark Kaniela,,HI01,2,C,,aucun_nom
Ingersol,Ki,,CA11,1,C,,aucun_nom
Ingham,Robert Francis,Jr.,,1,W,,aucun_nom
Ingram,Cody R.,,MI10,2,CX,,aucun_nom
Ingram,James Ronald,,MO06,2,C,,aucun_nom
Ingram,Rian,,WA10,1,C,,aucun_nom
Ingwell,Carl Adam,,UT03,1,D,,aucun_nom
Innis,Daniel E.,,NH01,1,C,,aucun_nom
Innis,Niger,,NV04,1,C,,aucun_nom
Intal,Austin,,CA15,1,C,,aucun_nom
Iovino,Pamela M.,,,1,W,,aucun_nom
Iovino,Pamela M.,,PA18,1,C,,aucun_nom
Ireland,Jonathan,,AZ05,1,D,,aucun_nom
Ireton,Jim P.,Jr.,MD01,1,C,,aucun_nom
Irizarry,Christopher,,FL12,2,CX,,aucun_nom
Iroha,Celeste Chizoba,,MD04,4,ACX,,aucun_nom
Iron Eyes,Chase,,ND00,1,C,,aucun_nom
Irsan,Nile A.,,TX29,1,D,,aucun_nom
Irvin,Nathaniel Augustus,,MO04,1,C,,aucun_nom
Irwin,Jacqui V.,,CA26,1,C,,aucun_nom
Irwin,Steven,,PA12,1,C,,aucun_nom
Irwin,Steven,,PA18,2,CX,,aucun_nom
Irwin,William,,MO04,1,C,,aucun_nom
Isaac,Alexander Hormis,Jr.,VA10,1,C,,aucun_nom
Isaac,Jason,,TX21,2,CX,,aucun_nom
Isaacson,Steven Jay,,AR03,1,D,,aucun_nom
Isakson,Steve Wesley,,CA24,2,AC,,aucun_nom
Isemann,John Henry,,NJ07,2,CX,,aucun_nom
Ishii,David Tadashi,,WA09,1,D,,aucun_nom
Islam,Nabilah Aishah,,GA07,2,CX,,aucun_nom
Isner,Bob,,NC13,1,C,,aucun_nom
Isner,Tabitha Kay,,AL02,3,AC,,aucun_nom
Isola,Chris,,NJ03,1,W,,aucun_nom
Israel,Steve,,NY03,4,AOT,I000057,exact
Israni,Rakhi,,CA14,1,C,,aucun_nom
Issa,Darrell,,CA50,1,X,I000056,exact
Issa,Darrell E.,,CA48,11,AOPX,I000056,prefixe
Issa,Darrell E.,,CA49,11,AOTX,I000056,prefixe
Issa,Darrell E.,,CA50,6,CHOX,I000056,prefixe
Issaq,Abdullah,,CA19,1,C,,aucun_nom
Itkis,Mikhail,,NY12,1,C,,aucun_nom
Ivanovskis,Jeremy Daniel,,TX03,6,ACDX,,aucun_nom
Ives,Jeanne,,IL06,4,CX,,aucun_nom
Ivey,Amber,,MD07,1,C,I000058,last_unique
Ivey,Glenn,,MD04,13,ACHOX,I000058,exact
Ivey,Glenn Frederick,,MD04,2,CX,I000058,prefixe
Ivy,Jon,,CA07,1,C,,aucun_nom
Iyer,Steve,,CA14,1,C,,aucun_nom
Izzo,Rose,,DE00,1,C,,aucun_nom
Jabbour,John,,,1,W,,aucun_nom
Jack,Brian,,GA03,4,CHX,J000311,exact
Jackley,Marty,,SD00,1,C,,aucun_nom
Jackson,Brian Kelly,,,1,W,,ambigu
Jackson,Brian Kelly,,OK02,3,CD,,ambigu
Jackson,DeVelle LaVaughn,,MN05,1,D,,ambigu
Jackson,Jarrin Dale,,OK02,4,CX,,ambigu
Jackson,Jeff,,NC14,10,ACHOPTX,J000308,prefixe
Jackson,Jesse L.,Jr.,IL02,1,C,J000283,prefixe
Jackson,Jonathan,,IL01,44,ACHOPX,J000309,exact
Jackson,Marilyn,,TX35,2,CX,J000304,last+etat
Jackson,Natalie,,FL10,2,DX,,ambigu
Jackson,Phil,,FL20,1,C,,ambigu
Jackson,Rob Travis,Jr.,PA03,1,C,,ambigu
Jackson,Ronny Lynn,,TX13,14,CHOX,J000304,prefixe
Jackson,Sean M.,,MD01,2,CD,,ambigu
Jackson,Terry Antonio,II,MD05,3,CDX,,ambigu
Jackson,Troy,,ME02,1,C,,ambigu
Jackson Lee,Sheila,,TX18,21,AOX,J000032,exact
Jacob,Mitchell Leigh,,OK04,3,AC,,aucun_nom
Jacob,Oakley Claron,,OK05,1,C,,aucun_nom
Jacob,Peter,,NJ07,5,ACD,,aucun_nom
Jacobs,Andrew James,Jr.,IN05,2,CD,,ambigu
Jacobs,Christopher L.,,NY27,33,ACGOPTX,J000020,prefixe
Jacobs,Matthew,,CA26,3,CX,J000305,last+etat
Jacobs,Sara,,CA49,3,CX,J000305,exact
Jacobs,Sara,,CA51,10,OPX,J000305,exact
Jacobs,Sara,,CA53,13,CHOPX,J000305,exact
Jacobsen,Christi,,MT01,1,C,,aucun_nom
Jacobsen,Leann,,IA04,3,ACX,,aucun_nom
Jacque,Andre,,WI08,1,C,,aucun_nom
Jaczko,Gregory,,DC00,1,C,,aucun_nom
Jaffe,Mark,,NY16,2,X,,aucun_nom
Jaffe,Stephen R.,,CA12,2,CD,,aucun_nom
Jahn,Lucinda Kwh,,CA48,2,D,,aucun_nom
Jain,Ashwani,,MD06,1,C,,aucun_nom
Jain,Usha,,FL10,3,CDX,,aucun_nom
Jakious,Rick,,MA06,2,CX,,aucun_nom
Jalis,Musa,,CA10,1,C,,aucun_nom
James,Armond,,PA02,1,C,,etat_incoherent
James,Christopher Lee,,AZ05,4,AC,,etat_incoherent
James,Colby C.,,LA02,1,C,,etat_incoherent
James,Hannah,,CA19,1,D,,etat_incoherent
James,Isiah,,NY09,1,D,,etat_incoherent
James,John,,MI10,17,ACHOPX,J000307,exact
James,Jon,,SC07,1,C,,etat_incoherent
James,Joshua,,TN04,1,C,,etat_incoherent
James,Lindsay,,IA02,1,C,,etat_incoherent
James,Scott,,CO08,2,CX,,etat_incoherent
James,Wanda,,CO01,2,CX,,etat_incoherent
Jameson,Scott Lanier,,TX03,1,D,,aucun_nom
Jamias,Mapu S.,,AS00,1,C,,aucun_nom
Jammal,Samir,,CA39,3,CX,,aucun_nom
Janay,Laura,,FL09,1,W,,aucun_nom
Janjigian,Dan,,TX31,2,CX,,aucun_nom
Janowicz,Phil Andrew,,CA39,2,C,,aucun_nom
Jantz,Joshua,,OK03,1,D,,aucun_nom
Janz,Andrew,,CA22,2,C,,aucun_nom
Jaquess,Donald Max,,TX06,2,D,,aucun_nom
Jaramillo,David,,TX17,2,C,,aucun_nom
Jarchow,Ryan,,TX08,1,D,,aucun_nom
Jarvis,Joseph Quinn,,UT02,1,C,,aucun_nom
Jasser,M. Zuhdi,,AZ04,9,ACX,,aucun_nom
Javed,Muhammad Tahir,,TX29,2,CX,,aucun_nom
Jawando,Will,,MD08,1,C,,aucun_nom
Jawando,Will Mr,,MD08,1,D,,aucun_nom
Jaworski,Richard Charles,,,1,W,,aucun_nom
Jaworski,Richard Charles,,GA01,1,D,,aucun_nom
Jay,Bowman J.,,KY06,2,C,,aucun_nom
Jayapal,Pramila,,WA07,18,ACHOPX,J000298,exact
Jayapal,Susheela,,OR03,3,CX,,etat_incoherent
Jaye,Brian Steven,,,1,W,,aucun_nom
Jaye,Brian Steven,,MI08,4,ACD,,aucun_nom
Jaye,Brian Steven,,MI10,2,C,,aucun_nom
Jedeikin,Mathew Ray,,CA06,2,DW,,aucun_nom
Jefferson,Cyril,,NC06,1,X,,aucun_nom
Jeffries,Hakeem S.,,NY08,29,AOPX,J000294,prefixe
Jeffries,Robert,,PA10,2,CX,,etat_incoherent
Jenkins,Colby C.,,UT02,1,C,,ambigu
Jenkins,David,,,1,W,,ambigu
Jenkins,Eric,,KS03,1,C,J000290,last+etat
Jenkins,Evan H.,,WV03,15,ACOTX,J000297,prefixe
Jenkins,Jennifer,,FL06,1,C,,ambigu
Jenkins,Lynn,,KS02,7,AOTX,J000290,exact
Jenkins,Oliver,,LA04,1,C,,ambigu
Jennings,Adam Thomas,,MN03,2,CW,,aucun_nom
Jennings,Tracy,,IL07,2,C,,aucun_nom
Jennings,Vince D.,,MO07,1,D,,aucun_nom
Jennings,Vincent Dwain,,MO07,2,DW,,aucun_nom
Jensen,Brett,,TX08,2,CX,,aucun_nom
Jensen,Douglas,,IA04,1,C,,aucun_nom
Jensen,Elisabeth,,KY06,1,C,,aucun_nom
Jensen,Jesse,,WA08,2,C,,aucun_nom
Jensen,Russell Tyrone,,UT02,1,C,,aucun_nom
Jensen,Vicki,,MN01,1,C,,aucun_nom
Jett,Shane David,,OK05,1,C,,aucun_nom
Jetta,Kurt,,FL21,1,X,,aucun_nom
Jetta,Kurt Alan,,,1,W,,aucun_nom
Jetta,Kurt Alan,,FL21,1,C,,aucun_nom
Jette,Matt,,AZ06,1,W,,aucun_nom
Jewett,Lauren Ashley,,LA01,2,C,,aucun_nom
Jhaveri,Arun G.,,WA07,2,CD,,aucun_nom
Jodun,Wade,,PA15,1,C,,aucun_nom
Jodun,Wade Allen,,PA05,1,D,,aucun_nom
Joffrion,Peter S.,,AL05,3,CX,,aucun_nom
Johannesen,Trace,,TX04,1,C,,aucun_nom
John,Richard Michael,,LA04,2,CX,,aucun_nom
John,Robert E.,Jr.,AL02,1,D,,aucun_nom
Johns,Derrick,,TX31,1,C,,aucun_nom
Johnson,Alden Patrick,,MS04,3,CD,,ambigu
Johnson,Alex,,CO02,2,CX,,ambigu
Johnson,Alexis M.,,NM03,2,CD,,ambigu
Johnson,Arthur Wayne,,GA02,1,X,J000288,last+etat
Johnson,Bernard Eugene,,TX19,1,C,,ambigu
Johnson,Bethany,,IL09,2,DX,J000285,last+etat
Johnson,Bill,,OH06,14,OPTX,J000292,exact
Johnson,Brian Keith,,GA13,1,C,J000288,last+etat
Johnson,Christian Alexander,,,1,W,,ambigu
Johnson,Christian Rashad,,LA06,1,C,J000299,last+etat
Johnson,Cliff,,MS01,3,CX,,ambigu
Johnson,Daren Craig,,FL11,1,C,,ambigu
Johnson,Dave,,FL15,1,D,,ambigu
Johnson,Dean,,WA10,2,CD,,ambigu
Johnson,Drew,,NV03,2,C,,ambigu
Johnson,Dusty,,SD00,16,CHOX,J000301,exact
Johnson,Dusty,,SD01,2,AC,J000301,exact
Johnson,Eddie Bernice,,TX30,11,AOX,J000126,prefixe
Johnson,Eli,,FL05,1,D,,ambigu
Johnson,Elizabeth,,GA12,4,CD,J000288,last+etat
Johnson,Elizabeth (Liz),,GA12,1,C,J000288,last+etat
Johnson,Elizabeth Liz,,GA12,2,CX,J000288,last+etat
Johnson,Gary,,AL01,2,CD,,ambigu
Johnson,Gary Robert,Jr.,AZ05,1,C,,ambigu
Johnson,George Melville,,GA03,1,C,J000288,last+etat
Johnson,"Henry C. ""Hank""",Jr.,GA04,19,AOX,J000288,prefixe
Johnson,Ike,,NC03,2,AC,,ambigu
Johnson,Jacob,,MN01,3,CX,,ambigu
Johnson,James Andrew,,TN05,2,D,,ambigu
Johnson,James Michael,,LA04,24,ACHOX,J000299,last+etat
Johnson,Jennifer A.,,UT04,1,W,,ambigu
Johnson,Julie,,TX32,20,CHPX,J000310,exact
Johnson,Karen M.,,IL03,1,D,J000285,last+etat
Johnson,Kristine M.,,CA04,2,WX,,ambigu
Johnson,Lacy,,MN05,2,C,,ambigu
Johnson,Leif D.,,WA02,3,C,,ambigu
Johnson,Lonnie Barton,,MI01,4,ACX,,ambigu
Johnson,Margarita Ruiz,,TX22,1,C,,ambigu
Johnson,Michael Don,,FL07,3,C,,ambigu
Johnson,Queen,,NY08,2,D,,ambigu
Johnson,Robert Eugene MD,,GA01,3,CX,J000288,last+etat
Johnson,Ron,,PA64,1,W,,ambigu
Johnson,Russell (Rusty) Scott Mr,,IN07,1,D,,ambigu
Johnson,Sam,,TX03,6,AOT,J000174,exact
Johnson,Samuel H.,,TX03,3,CWX,J000174,prefixe
Johnson,Sheryl,,SD00,1,C,J000301,last+etat
Johnson,Tamara Harris,,AL07,1,C,,ambigu
Johnson,Tara,,WI03,1,C,,ambigu
Johnson,Timothy Alan,,MT00,2,CD,,ambigu
Johnson,Todd,,NC09,1,C,,ambigu
Johnson,Travis E.,,MN07,3,CD,,ambigu
Johnson-Green,Tabitha,,GA10,2,CD,,aucun_nom
Johnson-Hostler,Monika,,NC02,2,CX,,aucun_nom
Johnston,Brianna,,PA07,1,C,,aucun_nom
Johnston,Courtney,,TN05,1,C,,aucun_nom
Johnston,Mark Edmund,,,1,W,,aucun_nom
Johnston,Mark Edmund,,NE02,2,CX,,aucun_nom
Jois,Goutam Umesh,,NJ07,3,CX,,aucun_nom
Joli,Mayra,,FL27,1,C,,aucun_nom
Jolicoeur,Brandon Phillip,,LA02,1,D,,aucun_nom
Jolin,Ashley,,,1,W,,aucun_nom
Jolin,Ashley,,UT02,1,D,,aucun_nom
Jolley,Joseph Clark,,OK05,1,C,,aucun_nom
Jolly,David  W.,,FL13,2,AO,J000296,prefixe
Jolly,David W.,,FL13,10,AOPTX,J000296,prefixe
Jonasz,Adam N.,,TX20,1,C,,aucun_nom
Jones,Andrew John,,GA07,1,D,,ambigu
Jones,Andrew M.,Jr.,MO01,2,CX,,ambigu
Jones,Brenda,,MI13,1,C,J000303,exact
Jones,Brenda J.,,MI13,6,ACTX,J000303,prefixe
Jones,Brian,,FL08,1,C,,ambigu
Jones,Brian  W.,,CA50,1,C,,ambigu
Jones,Bryan Christopher,,FL01,3,CX,,ambigu
Jones,Cecil Burton,,TX23,1,D,,ambigu
Jones,Chris,,AR02,2,CX,,ambigu
Jones,Christine,,AZ05,2,CX,,ambigu
Jones,Christopher Michael,,TX37,2,CX,,ambigu
Jones,David Allen,,CA23,1,C,,ambigu
Jones,Eric,,CA04,2,CX,,ambigu
Jones,Eric Scott,,OH13,1,D,,ambigu
Jones,Erik C.,,IL13,2,CX,,ambigu
Jones,Evan Owen,,WA04,1,D,,ambigu
Jones,Gian A.,,NY04,6,ACDWX,J000306,last+etat
Jones,Gina Ortiz,,TX23,5,AC,,ambigu
Jones,Herbert Carroll,Jr.,VA01,2,CX,,ambigu
Jones,J. Marshall,Jr.,LA04,1,C,,ambigu
Jones,Jeff,,MI12,1,C,J000303,last+etat
Jones,Jimmy Darnell,,TX02,1,C,,ambigu
Jones,Kermit,,CA03,1,C,,ambigu
Jones,Kermit,,CA04,3,CX,,ambigu
Jones,Kevin,,KS02,1,C,,ambigu
Jones,Lateresa Ann,,FL20,1,C,,ambigu
Jones,Laura,,TX08,5,C,,ambigu
Jones,Lee Jon,,FL02,2,CX,,ambigu
Jones,Marcus,,AR02,2,C,,ambigu
Jones,Mary,,VA02,2,C,,ambigu
Jones,Micah Q.,,MA06,1,X,,ambigu
Jones,Mondaire,,NY17,13,ACHOTX,J000306,exact
Jones,Paul Francis,,VA05,1,D,,ambigu
Jones,Rebekah,,FL01,1,C,,ambigu
Jones,Rick Edwin,,UT01,1,D,,ambigu
Jones,Rob,,VA10,3,CX,,ambigu
Jones,Roger Starner,,MS01,1,C,,ambigu
Jones,Scott,,CA07,3,CX,,ambigu
Jones,Scott R.,,CA03,1,C,,ambigu
Jones,Stephanie,,NV03,1,D,,ambigu
Jones,Stewart,,SC03,1,C,,ambigu
Jones,Theodore Robert,,OH08,2,CD,,ambigu
Jones,Tracy Shawn,,TX04,1,C,,ambigu
Jones,Vernon,,GA10,1,C,,ambigu
Jones,Walter B.,,NC03,6,AOX,J000255,prefixe
Jordan,James D,,OH04,16,OPX,J000289,last_unique
Jordan,Jeff,,VA08,2,CX,,etat_incoherent
Jordan,Zayira,,PR00,1,D,,etat_incoherent
Jorgensen,Carson,,UT02,2,AC,,aucun_nom
Jorgensen,Jo,,,1,W,,aucun_nom
Jorgensen,Kirk,,CA52,1,C,,aucun_nom
Joseph,Rodenay,,FL20,3,C,,aucun_nom
Joseph,Vladimy,,NY12,2,D,,aucun_nom
Josephson,Gary,,OH15,2,CX,,aucun_nom
Joshi,Janak,,CO08,3,ACX,,aucun_nom
Joshi,Yatish J.,,IN02,3,CX,,aucun_nom
Joss,Eric E.,,CO08,1,C,,aucun_nom
Joswiak,Robert Herbert,,PA03,1,C,,aucun_nom
Jowske,Jeffrey,,,1,W,,aucun_nom
Jowske,Jeffrey,,MI10,1,D,,aucun_nom
Joy,Elizabeth L.,,NY20,6,ACD,,aucun_nom
Joyce,David P.,,OH14,53,AOPX,J000295,prefixe
Joyce,Jamie,,CA12,1,D,,ambigu
Joyce,John,,PA13,14,ACHOX,J000302,exact
Juarez,Javier Alejandro,,MI80,2,CD,,aucun_nom
Jude,Tad,,MN03,1,C,,aucun_nom
Judge,James,,FL14,1,C,,aucun_nom
Judge,James Mr,Jr.,FL15,1,C,,aucun_nom
Judson,Mark,,NC04,1,C,,aucun_nom
Jukic,Maria,,OH14,1,C,,aucun_nom
Juneau,Denise,,MT00,2,C,,aucun_nom
Junge,Paul,,MI08,10,ACX,,aucun_nom
Junquera,Ricky,,,1,W,,aucun_nom
Jusick,James Anthony,,FL06,1,D,,aucun_nom
KRUPNICK,DANIEL E.,,NY26,1,T,,aucun_nom
Kabat,Ronald P.,,CA20,1,D,,aucun_nom
Kabat,Ronald Paul,,CA20,1,C,,aucun_nom
Kabir,Mohammad Shahjahan,,NJ01,3,CD,,aucun_nom
Kadir,Omar,,TX31,1,D,,aucun_nom
Kaehler,Ralph,,MN01,1,X,,aucun_nom
Kahele,Kaiali'I,,HI02,9,ACHOTX,K000396,exact
Kahle,Richard,,CA50,1,C,,aucun_nom
Kahn,Kevin,,OH01,1,C,,aucun_nom
Kahn,Lynn Sandra,,NY21,1,D,,aucun_nom
Kahrs,Jeff,,KS02,1,C,,aucun_nom
Kaifesh,Lawrence Joseph,,IL08,1,C,,aucun_nom
Kail,Evan Berman,,MN04,1,C,,aucun_nom
Kaiman,Jon,,NY03,3,CX,,aucun_nom
Kairnes,Gerald James,,PA10,1,D,,aucun_nom
Kairnes,Gerald James,,PA12,1,D,,aucun_nom
Kais,Shelley M.,,AZ02,1,C,,aucun_nom
Kaiser,Gavin,,NM03,1,D,,aucun_nom
Kajtazovic,Anesa,,IA01,1,C,,aucun_nom
Kalai,Alexander Zachary,,TX07,2,CX,,aucun_nom
Kalata,Ryan Michael,,NY01,2,DX,,aucun_nom
Kalata,Ryan Michael,,NY03,1,D,,aucun_nom
Kale,Andrea Doria,,FL17,5,CDX,,aucun_nom
Kaleka,Amardeep,,WI01,1,C,,aucun_nom
Kalemkarian,Timothy Charles,,CA26,2,D,,aucun_nom
Kalloch,Andrew,,OR04,2,C,,aucun_nom
Kamlager,Sydney,,CA37,8,ACHX,,aucun_nom
Kamlager-Dove,Sydney,,CA37,8,AOX,K000400,exact
Kane,Caroline,,TX07,2,C,,aucun_nom
Kane,Gino,,CA51,1,W,,aucun_nom
Kane,Tim,,OH12,1,C,,aucun_nom
Kaneshiro,Elise Hatsuko,,HI02,2,CD,,aucun_nom
Kanew,Justin,,TN07,2,C,,aucun_nom
Kangas,Jolian,,,1,W,,aucun_nom
Kangas,Jolian,,CA02,1,D,,aucun_nom
Kanuth,David,,CA33,1,C,,aucun_nom
Kaplan,Anna,,NY03,3,CW,,aucun_nom
Kaplan,Glenn,,CA12,1,C,,aucun_nom
Kaple,Bobby,,GA06,2,C,,aucun_nom
Kaptur,Marcy,,OH09,15,OPX,K000009,exact
Karim,Annisa,,,1,W,,aucun_nom
Karinshak,Zahra S.,,GA07,2,C,,aucun_nom
Karlsruher,Jessica,,TX21,1,C,,aucun_nom
Karpacs,George A.,,PA18,2,D,,aucun_nom
Karpus,Ronald,III,OH16,1,C,,aucun_nom
Karr,Gregory Blane,,SC02,2,CX,,aucun_nom
Kasama,Heidi,,NV03,3,CWX,,aucun_nom
Kashifalghita,Meshal 'Kash',,CA32,2,CD,,aucun_nom
Kasky,Cameron,,NY12,2,CW,,aucun_nom
Kaspar,Scott Richard,,IL06,2,CX,,aucun_nom
Kasprzak,Patricia,,TX36,1,C,,aucun_nom
Kassay,Alysa,,NC06,2,CX,,aucun_nom
Kastenbaum,Diana K.,,NY24,4,CX,,aucun_nom
Kastenbaum,Diana Kisiel,,NY24,1,C,,aucun_nom
Kastenbaum,Diana Kisiel,,NY27,2,CX,,aucun_nom
Kaszuba,Tiffany Lynn,,NJ04,1,C,,aucun_nom
Katko,John M.,,NY24,15,ACHOTX,K000386,prefixe
Katz,David M.,,,1,W,,aucun_nom
Katz,David M.,,NY17,2,DW,,aucun_nom
Katz,Sarah,,CA17,2,CD,,aucun_nom
Katzenmeyer,Jessica,,WI05,1,C,,aucun_nom
Kaufman,Joe,,FL23,1,X,,aucun_nom
Kaufman,Steve,,FL04,2,CX,,aucun_nom
Kaul,Krystle Veda,,VA10,3,CX,,aucun_nom
Kaur,Navjot Pal,,NY03,1,C,,aucun_nom
Kavanaugh,Dominick,,IN08,1,C,,aucun_nom
Kaye,Mark,,FL05,1,X,,aucun_nom
Keady,James,,NJ04,3,CX,,aucun_nom
Keady,Jim,,NJ03,1,C,,aucun_nom
Kealy,Dwight,,CA36,2,WX,,aucun_nom
Kean,Thomas H.,,NJ07,4,PX,K000398,prefixe
Kean,Thomas H.,Jr,NJ07,24,COPX,K000398,prefixe
Kean,Thomas H.,Jr.,NJ07,25,ACHOPX,K000398,prefixe
Kearney,Howard,,LA01,1,C,,aucun_nom
Keating,William R.,,MA09,56,AOPX,K000375,prefixe
Keatley,Richard,,GA06,1,C,,aucun_nom
Keatley,Richard Earl,,GA06,1,D,,aucun_nom
Kedley,Thomas J.,,IA02,2,DW,,aucun_nom
Keegan,Trevor,,KS03,1,C,,aucun_nom
Keeler,Jonathan  David,,,1,W,,aucun_nom
Keeler,Jonathan  David,,PA10,2,D,,aucun_nom
Keeling,Mike,,NJ04,4,D,,aucun_nom
Keenan,James,,NJ02,2,CD,,aucun_nom
Keeney,Taylor,,VA07,2,CW,,aucun_nom
Kegley,Anita Marie,,TX20,1,C,,aucun_nom
Kehoe,John Patrick Mr,,NY19,1,D,,aucun_nom
Keirsey,Kent,,NC13,2,CX,,aucun_nom
Keirstead,Hans,,CA48,5,ACX,,aucun_nom
Keiser,Belinda,,FL22,2,CX,,aucun_nom
Keissieh,Claude Manuel,,CA40,1,C,,aucun_nom
Keissieh,Claude Manuel,,CA41,1,C,,aucun_nom
Keith,James Felton,,NY13,2,C,,aucun_nom
Keith,Pam,,FL18,3,AC,,aucun_nom
Keith,Pam M.,,FL18,1,C,,aucun_nom
Keith,Pamela M.,,FL18,1,X,,aucun_nom
Keivaulqe Autiameineire,Fepbrina Estrelvia,,CA17,1,C,,aucun_nom
Keivaulqe Autiameineire,Fepbrina Estrelvia,,CA27,4,AC,,aucun_nom
Kelinman,Nathan I.,,NJ02,1,D,,aucun_nom
Keller,Bryan Eugene,,WY00,1,C,,etat_incoherent
Keller,Chuck,,PA04,2,DX,K000395,last_unique
Keller,Craig,,WA07,1,C,,etat_incoherent
Keller,Fred,,PA12,7,COTX,K000395,exact
Keller,Maura,,GA03,2,C,,etat_incoherent
Keller,Richard Anthony,,FL06,2,WX,,etat_incoherent
Kelley,Brenden P.,,OH14,2,CX,,aucun_nom
Kelley,Chris,,MN05,2,C,,aucun_nom
Kelley,Erica Elizabeth,,OH05,1,C,,aucun_nom
Kelloff,Alexander George,,CO03,4,CX,,aucun_nom
Kelly,Brendan,,IL12,4,CX,K000385,last+etat
Kelly,Durand Todd,,KY06,2,AC,,ambigu
