last,first,suffix,state_district,n_depots,types,bioguide,match_method
Crossey,Michael J.,,PA18,3,CDW,,aucun_nom
Crossland,Pete,,OH16,1,C,,aucun_nom
Crosson,Rick,,WI08,2,C,,aucun_nom
Crosswell,Ryan,,PA07,3,CX,,aucun_nom
Crow,Jason,,CO06,20,ACHOX,C001121,exact
Crowe,Derrick Chad,,TX21,2,AC,,aucun_nom
Crowe,Dewey Rusty Edward,II,TN01,1,C,,aucun_nom
Crowl,Scot Alan,,IL17,1,C,,aucun_nom
Crowley,John,,FL14,1,D,,etat_incoherent
Crowley,Joseph,,NY14,7,AOTX,C001038,exact
Crump,Laverne Barlette,,TX18,1,D,,aucun_nom
Cruz,Erin,,CA36,3,ACD,,aucun_nom
Cruz,Ginger,,GU00,2,CX,,aucun_nom
Cruz,Israel,,NY14,2,DW,,aucun_nom
Cruz,Israel Ortega,,NY14,1,C,,aucun_nom
Cruz,Jerico Matias,,IL05,5,CDX,,aucun_nom
Cruz,Johsira C.,,GA04,2,C,,aucun_nom
Cruz,Kimberly,,NY06,1,W,,aucun_nom
Cruz,Robert 'Rob',,IL03,1,C,,aucun_nom
Cruz,Robert 'Rob',,IL06,1,C,,aucun_nom
Cuddy,Dave,,TX35,3,CD,,aucun_nom
Cuellar,Ada,,TX15,2,CX,C001063,last_unique
Cuellar,Henry,,TX28,15,OX,C001063,exact
Culberson,John Abney,,TX07,8,OPT,C001048,prefixe
Cullen,Jason,,NJ03,2,C,,aucun_nom
Cullen,Jason,,NJ04,1,C,,aucun_nom
Cullop,Benjamin Niel,,,1,W,,aucun_nom
Cullop,Benjamin Niel,,VA05,1,C,,aucun_nom
Cullum,John J.,,CA46,1,C,,aucun_nom
Culp,Loren,,WA04,2,C,,aucun_nom
Cumings,Christopher Charles,,AK00,1,D,,aucun_nom
Cummings,Daniel Clyde,,WY00,2,D,,etat_incoherent
Cummings,Dave,,FL18,1,C,,etat_incoherent
Cummings,Elijah E.,,MD07,9,AO,C000984,prefixe
Cummings,John C.,,NY14,2,CX,,etat_incoherent
Cummings,Rodney Justin,,IN05,1,C,,etat_incoherent
Cunningham,Angela,,WI01,1,W,,etat_incoherent
Cunningham,Candace L.,,AZ03,1,D,,etat_incoherent
Cunningham,Carla Dellette,,NC12,1,C,,etat_incoherent
Cunningham,Greg,,NM02,2,C,,etat_incoherent
Cunningham,Joe,,SC01,9,ACHOTX,C001122,exact
Cunningham,Logan S.,,SC01,2,D,C001122,last_unique
Cunningham,Ryan Barrett,,CA52,2,C,,etat_incoherent
Cunningham,William,,NJ02,2,CX,,etat_incoherent
Cunningham,William Robert,,TX26,2,AC,,etat_incoherent
Curbelo,Carlos,,FL26,58,ACHOPTX,C001107,exact
Curbelo,Carlos Mr,,FL26,7,PX,C001107,prefixe
Curran,Patricia Margaret,,NC05,3,AC,,aucun_nom
Currey-Marsella,Renee Antoinette,,FL14,2,AC,,aucun_nom
Curry,David,,GA10,1,C,,aucun_nom
Curry,Dianne,,AR02,4,CD,,aucun_nom
Curry,John Gregory,,IL02,1,C,,aucun_nom
Curry,Kellen,,NY03,1,C,,aucun_nom
Curtis,Clint,,FL06,1,C,,etat_incoherent
Curtis,John,,UT03,50,ACEOPX,C001114,exact
Curtis,Jon,,TX31,1,D,,etat_incoherent
Curtis,Tod,,IN09,2,WX,,etat_incoherent
Cutcher,William L.,,CO02,1,D,,aucun_nom
Cutright,Judith,,TX27,1,C,,aucun_nom
Cywinski,Timothy Stephen,,VA01,1,C,,aucun_nom
Cárdenas,Tony,,CA29,3,OTX,C001097,exact
D'Abrosca,Peter,,NC07,1,C,,aucun_nom
D'Agostino,Nicholas A.,,NJ05,2,CD,,aucun_nom
D'Alessandro,Pete,,IA03,3,AC,,aucun_nom
D'Annunzio,Timothy Bruce,,NC02,3,ACX,,aucun_nom
D'Arrigo,Melanie,,NY03,6,CX,,aucun_nom
D'Esposito,Anthony P.,,NY04,4,CHOT,D000632,prefixe
DOGGETT,LLOYD,,TX35,1,A,D000399,exact
Da Rosa,Victor Garcia,,FL21,4,CWX,,aucun_nom
Dace,Christopher M.,,CA04,1,W,,aucun_nom
Dacey,Scott Charles,,NC03,1,C,,aucun_nom
Dacosta Fasciglione,Joy,,NY19,1,W,,aucun_nom
Dady,Sara,,IL16,2,C,,aucun_nom
Dafis,Dean,,NJ11,4,CX,,aucun_nom
Daggett,Douglas James,,MN05,3,CX,,aucun_nom
Dagnesses,Rafael,,CA26,2,C,,aucun_nom
Dagnesses,Rafael Alberto,,CA26,2,CD,,aucun_nom
Dahan,Liz,,FL13,2,CX,,aucun_nom
Dahlin,Kathryn W.,,UT03,1,C,,aucun_nom
Dahlke,Jeffery J.,,WI06,1,C,,aucun_nom
Dahlstrom,Nancy,,AK00,2,C,,aucun_nom
Dahm,Nathan,,OK01,3,CX,,aucun_nom
Daigle,Paul Richard,,PA11,1,D,,aucun_nom
Daines,Steve,,MT00,1,E,D000618,exact
Dale,John,,IN04,1,D,,aucun_nom
Dale,Terry,,CA45,1,C,,aucun_nom
Dallin,Jared,,UT03,1,W,,aucun_nom
Dalrymple,Jon,Jr.,NJ05,2,CD,,aucun_nom
Dalsimer,Ally,,VA11,1,C,,aucun_nom
Dalton,Bale,,FL07,3,CX,,aucun_nom
Dalton,Karen Lynn,,PA10,1,C,,aucun_nom
Daly,Andrew Oren,,TX35,2,C,,aucun_nom
Daly,Kay,,NC02,2,CX,,aucun_nom
Daly,Paul,,CO01,3,CDW,,aucun_nom
Damikolas,Allyson,,CA40,1,X,,aucun_nom
Damikolas,Allyson Muniz,,CA40,1,C,,aucun_nom
Dandekar,Swati Arvind,,IA01,1,C,,aucun_nom
Dandiya,Pia,,FL21,3,ACX,,aucun_nom
Danet,Vincent Emile,,VI00,1,C,,aucun_nom
Daniel,Stephen,,TX06,2,C,,aucun_nom
Daniel,Theodis,,TX18,1,X,,aucun_nom
Daniels,Anthony,,AL02,1,C,,aucun_nom
Daniels,Bret,,CA07,1,D,,aucun_nom
Daniels,Shamaine,,PA10,2,C,,aucun_nom
Daniels,Sholdon,,TX04,3,DWX,,aucun_nom
Daniels,Sholdon,,TX30,1,X,,aucun_nom
Daniels,Teddy,,PA08,1,C,,aucun_nom
Danimus,Ann Marie,,WA05,6,C,,aucun_nom
Dansel,Brian,,WA05,1,C,,aucun_nom
Darden,Stephen Matson,,TN01,1,C,,aucun_nom
Dardzinski,Christopher,,MI13,1,C,,aucun_nom
Darga,Ken,,MI08,1,D,,aucun_nom
Dargis,Christopher Bryant,,IL08,1,C,,aucun_nom
Darius,Wade,,FL10,1,C,,aucun_nom
Darling,Katie Darling,,LA01,1,C,,aucun_nom
Darnowsky,Alan,,OH02,1,C,,aucun_nom
Dartland,Walter T.,,FL02,2,CX,,aucun_nom
Darwish,Rush,,IL03,1,C,,aucun_nom
Das,Abhijit Beej,,MA03,3,CX,,aucun_nom
Das,Mona,,WA08,1,C,,aucun_nom
Dasher,Zach  Michael,,LA05,1,C,,aucun_nom
Dashevsky,Yuri,,NY08,2,CX,,aucun_nom
Daugherty,Kimberly Marie,,VA05,3,DWX,,aucun_nom
Daugherty,Richard D.,,PA15,1,C,,aucun_nom
Daughtry,Kelly,,NC04,1,X,,aucun_nom
Daughtry,Kelly,,NC13,3,C,,aucun_nom
Davenport,Keith,,NC06,1,C,,aucun_nom
Davenport,Keith,,NC08,1,C,,aucun_nom
Davenport,Keith,,OK05,1,D,,aucun_nom
Davey,Michael,,FL27,4,CX,,aucun_nom
David,Dan E.,,PA15,1,C,,aucun_nom
David,Daniel E.,,PA15,1,X,,aucun_nom
David,Kim,,OK01,2,AC,,aucun_nom
David,Steven,,TX08,2,C,,aucun_nom
Davids,Sharice,,KS03,15,ACHOPX,D000629,exact
Davidson,Allen Ray,,IN05,3,C,,etat_incoherent
Davidson,Beth,,NY17,4,CX,,etat_incoherent
Davidson,DeMarco Kaureen,,MO01,2,CD,,etat_incoherent
Davidson,Margo,,PA05,2,AC,,etat_incoherent
Davidson,Robert Michael,,MI02,3,CD,,etat_incoherent
Davidson,Stieven Lee Mr,,CA00,1,D,,etat_incoherent
Davidson,Warren,,OH08,29,ACOPX,D000626,exact
Davie,Matthew,,OR05,1,C,,aucun_nom
Davies,Aaron,,,1,W,,aucun_nom
Davies,Aaron,,OK02,3,ACD,,aucun_nom
Davis,Adam,,UT01,1,D,,ambigu
Davis,Angela Grace,,GA11,1,D,,ambigu
Davis,Billy,,GA11,1,C,,ambigu
Davis,Bruce,,NC06,2,C,D000230,last+etat
Davis,Bruce Edward,Sr,NC06,1,C,D000230,last+etat
Davis,Chance,,TX18,9,ACD,,ambigu
Davis,Christy,,KS01,1,C,,ambigu
Davis,Colleen,,DE00,2,CX,,ambigu
Davis,Danny K.,,IL07,21,GOX,D000096,prefixe
Davis,Dereck Eugene,,MD04,3,CX,,ambigu
Davis,Devin Charles,,LA02,1,C,,ambigu
Davis,Don,,NC01,12,ACHOX,D000230,prefixe
Davis,Don,,NC02,2,AC,D000230,prefixe
Davis,Earl William,II,TX04,1,D,,ambigu
Davis,Jennifer,,IL08,3,CX,,ambigu
Davis,John Timothy,,,1,W,,ambigu
Davis,John Timothy,,SC04,2,CD,,ambigu
Davis,Karen Mathews,,CA09,2,AO,D000598,last+etat
Davis,Lawrence John,,CO01,1,C,,ambigu
Davis,Marie Elizabeth,,CA00,7,AC,D000598,last+etat
Davis,Mark,,FL06,1,C,,ambigu
Davis,Melissa,,GA07,3,CX,,ambigu
Davis,Morris D Col,,NC11,1,C,D000230,last+etat
Davis,Morris D.,,NC11,2,C,D000230,last+etat
Davis,Patrick,,NM01,2,C,,ambigu
Davis,Paul E.,,WV03,3,CD,,ambigu
Davis,Paul R.,Jr.,IL15,4,CDWX,,ambigu
Davis,Paul T.,,KS02,3,CX,,ambigu
Davis,Richard Harvey,III,TX14,2,C,,ambigu
Davis,Richmond,,MD07,1,C,,ambigu
Davis,Roderick,,NC12,1,C,D000230,last+etat
Davis,Rodney,,IL13,12,OTX,D000619,exact
Davis,Susan A.,,CA53,36,AOPTX,D000598,prefixe
Davis,Tashi Kimandus,,MD07,1,C,,ambigu
Davis,Thomas Eugene,,TN04,6,ACDX,,ambigu
Davis,Wendy,,GA14,3,CX,,ambigu
Davis,Wendy,,TX21,5,ACX,,ambigu
Daw,Brad,,,1,W,,aucun_nom
Daw,Brad,,UT03,1,C,,aucun_nom
Dawson,Dave Alan,,IA04,2,C,,aucun_nom
Dawson,Marshall,,CO02,1,C,,aucun_nom
Day,Chris,,NY17,1,C,,aucun_nom
Day,Matt,,GA01,1,X,,aucun_nom
Day,Matt,,GA02,1,C,,aucun_nom
Day,Thomas,,IL07,1,C,,aucun_nom
Dayton,Margaret,,,1,W,,aucun_nom
Daza-Fernandez,Antonio Miguel,,GA11,4,CD,,aucun_nom
De Aquino Sirianni,Cynthia Munhos,,CO02,1,C,,aucun_nom
De Barros,Jonathan,,CT05,3,CX,,aucun_nom
De Blasio,Bill,,NY10,2,WX,,aucun_nom
De Franceschi,Vladimir,,TX26,2,CX,,aucun_nom
De Gregorio,Nicholas,,NJ05,3,CX,,aucun_nom
De Jesus- Coniglio,Pura  M.,,NY14,1,C,,aucun_nom
De Jesus-Coniglio,Pura,,NY14,1,X,,aucun_nom
De La Cruz,Carlos,,TX35,3,CX,D000594,last_unique
De La Cruz,Monica,,TX15,9,AHOX,D000594,exact
De La Cruz Hernandez,Monica,,TX15,6,CX,,aucun_nom
De La Fuente,Ricardo,,CA21,1,C,,aucun_nom
De La Fuente,Ricardo,,CA34,1,C,,aucun_nom
De La Fuente,Ricardo,,CA53,2,CW,,aucun_nom
De La Fuente,Ricardo,,FL24,2,C,,aucun_nom
De La Fuente,Ricardo,,TX27,2,C,,aucun_nom
De La Isla,Michelle,,KS02,1,C,,aucun_nom
De La Torre,Hector,,CA41,1,C,,aucun_nom
De La Torre,John Farmer,,MO07,2,CX,,aucun_nom
De Luca,Francis X.,,NC03,1,C,,aucun_nom
De Luca,Rocco,,CA31,1,C,,aucun_nom
De Neufville,Peter,,NJ11,1,C,,aucun_nom
DeBono,Dan,,NY03,2,C,,aucun_nom
DeFazio,Peter A.,,OR04,12,OPTX,D000191,prefixe
DeGette,Diana,,CO01,23,OX,D000197,exact
DeHart,"Vaughan ""Brandon"" Brendan",,AZ04,1,D,,aucun_nom
DeLauro,Rosa L.,,CT03,17,AOX,D000216,prefixe
DeMaio,Carl,,CA50,1,C,,aucun_nom
DeSantis,Ron,,FL06,8,AOT,D000621,exact
DeSpain,Monique,,OR04,3,AC,,aucun_nom
Deacon,Colleen,,NY24,2,C,,aucun_nom
Deam,Dirk J.,,,1,W,,aucun_nom
Dean,Andre,,TX08,1,C,,etat_incoherent
Dean,Glen,,TN05,1,D,,etat_incoherent
Dean,Kate,,,1,W,D000631,last_unique
Dean,Katie,,NC11,1,C,,etat_incoherent
Dean,Madeleine,,PA04,13,ACHOX,D000631,exact
Dean,Robert Vance,,GA08,1,D,,etat_incoherent
Debello,James,,CA52,3,CX,,aucun_nom
Debicella,Dan,,CT04,1,C,,aucun_nom
Deboer,Terri,,MI03,2,CX,,aucun_nom
Debono,Dan,,NY03,2,DX,,aucun_nom
Decillis,Alfred Michael,,NY11,2,CD,,aucun_nom
Decio,Jamee,,IN02,3,CX,,aucun_nom
Deck,Beth A.,,OH19,1,D,,aucun_nom
Deeb,Gregory Patrick,,TX27,3,AC,,aucun_nom
Deegan,Donna,,FL04,3,CX,,aucun_nom
Deen,Sam Alan,,,1,W,,aucun_nom
Deen,Sam Alan,,TX05,1,C,,aucun_nom
Deer,Nathan,,CA11,1,D,,aucun_nom
Deering,Regan,,IL13,2,CX,,aucun_nom
Deford,William Mac,,SC01,6,CX,,aucun_nom
Defranco,Marisa A.,,MA06,2,CX,,aucun_nom
Degner,Kai,,VA06,1,C,,aucun_nom
Degrammont,Vic,,FL20,1,C,,aucun_nom
Degroot,Paul,,NJ11,2,C,,aucun_nom
Degrow,Richie,,TX10,3,CDW,,aucun_nom
Del Castello,Eve,,CA12,1,D,,aucun_nom
Del Rosal Isais,Luisa Maria,,TX26,2,CX,,aucun_nom
Del Rosso,Michael Joseph,,VA05,1,C,,aucun_nom
Del Vecchio,Kenneth,,NY18,3,CX,,aucun_nom
DelBene,Suzan K.,,WA01,191,AOPX,D000617,prefixe
Delacerda,Gabriel Jose,,IA03,1,W,,aucun_nom
Delacruz Santiago Ostrov,Shirlene,,HI01,1,C,,aucun_nom
Delaney,April McClain,,MD06,24,CHPX,D000620,last_unique
Delaney,John K.,,MD06,132,AOPX,D000620,prefixe
Delgado,Antonio,,NY19,13,CHOTX,D000630,exact
Delgado,Eloy Javier,,NJ08,2,AC,,etat_incoherent
Delgado,Jorge,,MD01,2,C,,etat_incoherent
Delices,Patrick,,NY15,1,D,,aucun_nom
Delk,David E.,,OR03,1,D,,aucun_nom
Della Pia,Max,,NY23,1,C,,aucun_nom
Della Pia,Max Harold,,NY23,4,ACD,,aucun_nom
Dellicker,Kevin,,,1,W,,aucun_nom
Dellicker,Kevin,,PA07,3,C,,aucun_nom
Dellinger,Marcus,,NC13,2,C,,aucun_nom
Dellinger,Paul Lyal,,FL08,1,C,,aucun_nom
Deluzio,Christopher,,PA17,9,ACHOX,D000530,prefixe
Deluzio,Mark,,AZ02,1,C,,etat_incoherent
Demaio,Carl,,CA50,1,X,,aucun_nom
Demaio,Carl,,CA52,1,C,,aucun_nom
Demapan,Angel Aldan,,MP01,4,ACX,,aucun_nom
Demarco,Adam,,DC00,1,C,,aucun_nom
Demarco,Paul,,AL06,1,C,,aucun_nom
Demarco,Samuel,III,PA17,1,W,,aucun_nom
Demaree,Angela Jo,,IN05,3,CX,,aucun_nom
Demartini,Frank T.,,CA43,2,C,,aucun_nom
Dembo,Zach,,KY06,2,C,,aucun_nom
Demetropoulos,Steffan,,MI10,1,C,,aucun_nom
Deming,Robert Mr,,MS04,2,DW,,aucun_nom
Demings,Valdez 'Val',,FL10,15,ACOTX,D000627,prefixe
Demings,Valdez Val,,FL10,5,AHOX,D000627,prefixe
Demos,George,,NY01,2,AC,,aucun_nom
Dempsey,Brad,,CO07,1,W,,aucun_nom
Dempsey,Brian,,NV02,2,CD,,aucun_nom
Denardis,Lesley,,CT03,1,C,,aucun_nom
Denham,Jeff,,CA10,9,OTX,D000612,exact
Denham,Joe,,PA06,1,C,,etat_incoherent
Dennehy,Edward Leo,III,NY04,2,WX,,aucun_nom
Denney,Audrey,,CA01,3,CX,,aucun_nom
Denney,Audrey L.,,CA01,3,C,,aucun_nom
Denney,John,,MN06,2,CD,,aucun_nom
Denney,Shawn Allen,,IN05,2,DW,,aucun_nom
Denning,Richard Francis,,,1,W,,aucun_nom
Dennis,John,,CA08,1,C,,aucun_nom
Dennis,John,,CA12,1,C,,aucun_nom
Dennison,Jeremy Todd,,MO08,1,C,,aucun_nom
Denoble,Damjan,,CT03,1,D,,aucun_nom
Denotter,Matthew,,MI01,1,C,,aucun_nom
Denotter,Matthew,,MI11,3,CX,,aucun_nom
Dent,Charles W.,,PA15,14,AOPTX,D000604,prefixe
Dentley,Yolanda,,NJ10,1,C,,aucun_nom
Denton,Jake,,VA02,2,CX,,aucun_nom
Depalma,Raffaele Santino,,MA05,2,C,,aucun_nom
Depaolis,Giuliano Giovanni,,CA27,1,D,,aucun_nom
Depaolis,Giuliano Giovanni,,CA28,1,C,,aucun_nom
Depasquale,Eugene,,PA10,2,C,,aucun_nom
Depaul,Monica Paige,,FL04,1,W,,aucun_nom
Depizzo,Christopher,,OH13,2,C,,aucun_nom
Derby,David,,OK02,1,C,,aucun_nom
Derickson,Timothy,,OH08,1,C,,aucun_nom
Derito,Adam,,CO08,1,C,,aucun_nom
Derks,Ryan,,MO05,1,C,,aucun_nom
Derlet,Robert Wayne,,CA04,4,ACD,,aucun_nom
Derrick,William Mike,,NY21,4,CX,,aucun_nom
DesJarlais,Scott,,TN04,23,OPX,D000616,exact
Desai,Chintan,,AR01,2,C,,aucun_nom
Desantis,Edward J.,,PA16,2,AC,,etat_incoherent
Desaulnier,Mark,,CA10,4,O,D000623,exact
Desaulnier,Mark,,CA11,17,ACHOX,D000623,exact
Desira,James,,NY22,1,D,,aucun_nom
Desjadon,Michael,,VA06,1,C,,aucun_nom
Desmond,Jim,,CA48,1,X,,aucun_nom
Desmond,Jim,,CA49,1,C,,aucun_nom
Desouza,Pedro,,RI01,1,C,,aucun_nom
Despain,Monique,,OR04,3,CX,,aucun_nom
Desvignes,Elfreda,,GA06,1,C,,aucun_nom
Desvignes,Elfreda,,GA07,1,W,,aucun_nom
Detch,Matthew Paul,,WV03,1,C,,aucun_nom
Detemple,Clifford James,,WI05,1,C,,aucun_nom
Deters,Brian,,IL18,2,C,,aucun_nom
Deters,Eric,,KY04,2,CX,,aucun_nom
Detzel,Denis,,IL09,1,D,,aucun_nom
Deuser,August (O'Neill),,IL01,1,C,,aucun_nom
Deutch,Theodore E.,,FL21,2,O,D000610,prefixe
Deutch,Theodore E.,,FL22,18,OPTX,D000610,prefixe
Deutsch,Chaim,,NY09,1,C,,aucun_nom
Devanath,Nila,,VA02,5,AC,,aucun_nom
Deville,Katrina Violetta,,WI08,5,CX,,aucun_nom
Devine,John Patrick,,MA06,1,C,,aucun_nom
Devito,Michael,Jr.,NY11,2,CD,,aucun_nom
Devoe,Marion,,VA10,4,ACD,,aucun_nom
Devolder-Santos,George Anthony,,NY03,4,ACX,,aucun_nom
Devor,Thomas Christian,,TX07,2,CW,,aucun_nom
Dew,Harold Powell,Jr.,NC01,1,C,,aucun_nom
Dewell,Ben,,CA20,3,AC,,aucun_nom
Dewitt,Justin,,LA06,2,C,,aucun_nom
Dexter,Maxine,,OR03,7,CHX,D000635,exact
Dezevallos,Shelly,,TX38,2,CX,,aucun_nom
Di Paola,John,,OR05,1,C,,aucun_nom
Di iorio,Nick Salvatore,,NY12,1,C,,aucun_nom
DiBono,Matthew C.,,NY06,2,DW,,aucun_nom
DiLorenzo,Anthony,,NH01,3,AC,,aucun_nom
DiNicola,Ronald A.,,PA16,1,C,,aucun_nom
Diacogiannis,Jeremiah David,,TX37,1,C,,aucun_nom
Diallo,Oumou,,KY03,1,D,,aucun_nom
Dials,Santana Jade,,OH03,2,AC,,aucun_nom
Diamond,Ben,,FL13,3,CWX,,aucun_nom
Diangelus,Jean Rochelle Chelle,,,1,W,,aucun_nom
Diaz,Max Eliot,,SC01,2,C,,aucun_nom
Diaz,Ruben Rev,Sr.,NY15,1,C,,aucun_nom
Diaz-Balart,Mario,,FL25,15,AOPX,D000600,exact
Diaz-Balart,Mario,,FL26,4,O,D000600,exact
Dibble,Scott,,MN05,1,W,,aucun_nom
Dibono,Matthew C.,,NY06,1,D,,aucun_nom
Dichiara,Larry,,AL03,1,C,,aucun_nom
Dicianni,Peter,,IL08,2,C,,aucun_nom
Dickerson,Cameron Drew,,VA09,1,D,,aucun_nom
Dickerson,Trevor,,AZ06,1,C,,aucun_nom
Dickey,Ron E.,,MS01,1,C,,aucun_nom
Dickinson,Gerald,,PA18,2,C,,aucun_nom
Dickinson,Jerry,,PA18,1,C,,aucun_nom
Dickinson,Michael R.,,VA07,2,WX,,aucun_nom
Dickinson,Michael Robert,,VA04,1,C,,aucun_nom
Dickinson,Michael Robert,,VA07,2,CD,,aucun_nom
Dickinson,Spencer E.,,,1,W,,aucun_nom
Dickson,Gary A.,,NY26,1,C,,aucun_nom
Didier,Clint,,WA04,2,C,,aucun_nom
Diehl,Abigdail,,MD03,1,O,,aucun_nom
Diemand,Larry L.,,,1,W,,aucun_nom
Diemand,Larry L.,,OH14,2,D,,aucun_nom
Diemer,Matthew,,OH07,1,C,,aucun_nom
Diemer,Matthew,,OH16,1,C,,aucun_nom
Diep,Christopher,,NY12,3,CD,,aucun_nom
Dietz,Matthew H.,,PA17,1,C,,aucun_nom
Dietzen,Chuck,,IN05,2,C,,aucun_nom
Diffendal,Jennifer,,,1,W,,aucun_nom
Diganvker,Jitendra JD,,IL08,3,AC,,aucun_nom
Dightman,Douglas,,WA06,1,C,,aucun_nom
Dildilian,Gregory Charles,,MI09,1,W,,aucun_nom
Dilizia,Anthony Adelino Mr,,CT02,1,C,,aucun_nom
Dilks,Paul E.,,NJ01,1,C,,aucun_nom
Dill,Joshua Allan,,IL13,1,C,,aucun_nom
Dillard,Godfrey J.,Sr,,1,W,,aucun_nom
Dilley,Brenden,,,1,W,,aucun_nom
Dillon,James J.,,NY14,1,D,,aucun_nom
Dillon,Patrick,,WA08,1,D,,aucun_nom
Dilorenzo,Anthony,,NH01,1,X,,aucun_nom
Dimasi,Elaine,,NY01,2,C,,aucun_nom
Dimmock,Aaron,,FL01,1,C,,aucun_nom
Dina,Dominick Andrew,Sr.,TX20,1,C,,aucun_nom
Ding,Eric,,PA10,1,C,,aucun_nom
Dinge,Dennis,,,1,W,,aucun_nom
Dinge,Dennis,,NM01,1,C,,aucun_nom
Dingell,Debbie,,MI06,20,OP,D000624,exact
Dingell,Debbie,,MI12,121,ACHOPX,D000624,exact
Dingell,John D.,,MI12,13,PTX,D000355,prefixe
Dingethal,Bob,,WA03,1,C,,aucun_nom
Dipizio,Rosanne,,NY26,2,DW,,aucun_nom
Dirisio,Dana,,NJ05,1,X,,aucun_nom
Disanto,Delina,,AZ04,4,C,,aucun_nom
Dittmar,Jane Desimone,,VA05,4,AC,,aucun_nom
Dittmer,Mallory,,SC05,3,CX,,aucun_nom
Dixon,Arthur,,CA34,1,C,,aucun_nom
Dixon,Case,,AL06,4,ACX,,aucun_nom
Dixon,David,,NC13,1,C,,aucun_nom
Dixon,Elijah,,NJ12,1,C,,aucun_nom
Dixon,Gregg Marcel,,SC06,2,C,,aucun_nom
Dixon,Peter,,CA16,3,CWX,,aucun_nom
Djou,Charles K.,,HI01,2,AC,,aucun_nom
Doane,Raymon Anthony,,CO01,1,D,,aucun_nom
Dobson,Caroleene,,AL02,5,CX,,aucun_nom
Dodds,Philip Benjamin,,FL03,2,C,,aucun_nom
Dodge,Danelle,,FL08,1,C,,aucun_nom
Dodson,Richard,,WY00,1,D,,aucun_nom
Doggett,Lloyd,,TX35,106,AOPX,D000399,exact
Doggett,Lloyd,,TX37,42,AOPX,D000399,exact
Doglio,Beth,,WA10,1,C,,aucun_nom
Doheny,Matthew A.,,NY21,1,C,,aucun_nom
Doherty,Alexandra Jane,,GA10,1,C,,aucun_nom
Doherty,Grant,,CO04,1,D,,aucun_nom
Dolan,Martin William,,NY14,1,C,,aucun_nom
Dolan,Martin William,,NY16,2,CX,,aucun_nom
Dold,Robert James,,IL10,6,AHOPT,D000613,last_unique
Dold,Robert James,Jr,IL10,1,C,D000613,last_unique
"Domanik, JD",Darlene Maria,,MI08,3,CDX,,aucun_nom
Domino,Carl J.,,FL18,4,CX,,aucun_nom
Donahue,Alicia,,MN03,1,D,,aucun_nom
Donahue,Amy,,WI04,3,CX,,aucun_nom
Donalds,Byron,,FL19,34,ACHOPX,D000032,exact
Donat,Chris,,AZ06,1,X,,aucun_nom
Donnelly,Ryan,,,1,W,D000607,last_unique
Donnelly,Ryan,,NH02,1,C,,etat_incoherent
Donnelly,Tim,,CA08,1,C,,etat_incoherent
Donnelly,Timothy M.,,CA08,2,C,,etat_incoherent
Donovan,Dan,,NY11,1,C,D000625,prefixe
Donovan,Daniel M.,Jr.,NY11,5,OTX,D000625,prefixe
Donovan,Kerry,,CO03,3,CX,,etat_incoherent
Donovan,Michelle R. E.,,MI09,1,C,,etat_incoherent
Dood,Brett R.,,CA09,1,C,,aucun_nom
Dooling,Joe,,MT00,2,CX,,aucun_nom
Dorazio,Royce,,CA30,1,D,,aucun_nom
Dorilas,Rod,,FL21,2,CX,,aucun_nom
Dorris,Clint,,TX12,2,CW,,aucun_nom
Dorris,Dale William,II,IN09,1,D,,aucun_nom
Dosev,Cris,,FL01,3,C,,aucun_nom
Doss,Kelly,,MN06,1,D,,aucun_nom
Dotson,Howard R.,,CO02,1,W,,aucun_nom
Dotson,Ryan,,KY06,2,AC,,aucun_nom
Doty,Sally,,MS03,1,C,,aucun_nom
Doucette,Michael Leo,,NV02,1,C,,aucun_nom
Dougall,John,,UT03,1,C,,aucun_nom
Douglas,Amanda,,OK01,2,CD,,aucun_nom
Douglas,Dion A.,,IN05,1,D,,aucun_nom
Douglas,Justin,,PA10,2,C,,aucun_nom
Douglas,Patrice,,OK05,1,C,,aucun_nom
Douglass,Eugene Farley,,NC02,4,AC,,aucun_nom
Douglass,Eugene Farley Dr,,NC02,1,C,,aucun_nom
Douthitt,Jon David,,OK02,2,CD,,aucun_nom
Dove,Jeffery Anthony,Jr.,VA11,3,CD,,aucun_nom
Dowell,Jeremy J.,,CO05,1,D,,aucun_nom
Dowell,Patricia R.,,IL01,1,C,,aucun_nom
Dowell,Steven Clay,Jr.,TX31,3,CX,,aucun_nom
Dowling,Elvin,,FL20,1,C,,aucun_nom
Dowling,Sandra E.,,AZ08,1,A,,aucun_nom
Dowling,Sandra E.,,AZ09,1,X,,aucun_nom
Dowling,Sandra Elaine,,AZ08,1,C,,aucun_nom
Downing,Troy,,MT02,6,CHX,D000634,exact
Doyle,Marge,,CA08,2,C,,etat_incoherent
Doyle,Matthew,,,1,W,D000482,last_unique
Doyle,Matthew,,CA11,1,D,,etat_incoherent
Doyle,Michael,,PA12,2,CX,D000482,exact
Doyle,Michael F.,,PA14,5,OP,D000482,prefixe
Doyle,Michael F.,,PA18,7,OTX,D000482,prefixe
Doyle,Victoria Jane Boker,,FL22,1,C,,etat_incoherent
Drake,Ron,,IN08,1,C,,aucun_nom
Draves,Mary Frances,,MI08,2,CX,,aucun_nom
Dreikorn,Michael John,,FL19,1,C,,aucun_nom
Dresser,Jay Parker,,ME02,1,D,,aucun_nom
