bioguide_id,last_name,first_name,official_full,nickname,party,chamber,state,district,declarant_name,name_variants,committee_membership,committees_key_flag
B000585,Bodle,Charles,,,Jackson,house,NY,7.0,Charles Bodle,"[""Charles Bodle""]",[],False
B000663,Bouldin,Thomas,,,Jackson,house,VA,5.0,Thomas Bouldin,"[""Thomas Bouldin""]",[],False
B001046,Bull,John,,,,house,MO,-1.0,John Bull,"[""John Bull""]",[],False
B001073,Burd,George,,,,house,PA,18.0,George Burd,"[""George Burd""]",[],False
B001082,Burges,Tristam,,,Anti Jacksonian,house,RI,-1.0,Tristam Burges,"[""Tristam Burges""]",[],False
C000018,Cage,Harry,,,Jackson,house,MS,-1.0,Harry Cage,"[""Harry Cage""]",[],False
C000160,Carmichael,Richard,,,Jackson,house,MD,2.0,Richard Carmichael,"[""Richard Carmichael""]",[],False
C000359,Chilton,Thomas,,,Anti Jacksonian,house,KY,6.0,Thomas Chilton,"[""Thomas Chilton""]",[],False
C000362,Chinn,Joseph,,,Jackson,house,VA,10.0,Joseph Chinn,"[""Joseph Chinn""]",[],False
C000491,Clayton,Augustin,,,Jackson,house,GA,-1.0,Augustin Clayton,"[""Augustin Clayton""]",[],False
C000808,Coulter,Richard,,,Jackson,house,PA,19.0,Richard Coulter,"[""Richard Coulter""]",[],False
C000918,Crockett,David,,,Anti Jacksonian,house,TN,12.0,David Crockett,"[""David Crockett""]",[],False
D000079,Davenport,Thomas,,,Anti-Jacksonian,house,VA,6.0,Thomas Davenport,"[""Thomas Davenport""]",[],False
D000092,Davis,Amos,,,Anti Jacksonian,house,KY,11.0,Amos Davis,"[""Amos Davis""]",[],False
D000159,Day,Rowland,,,Jackson,house,NY,24.0,Rowland Day,"[""Rowland Day""]",[],False
D000226,Deming,Benjamin,,,Anti Masonic,house,VT,5.0,Benjamin Deming,"[""Benjamin Deming""]",[],False
D000245,Dennis,Littleton,,,Anti Jacksonian,house,MD,1.0,Littleton Dennis,"[""Littleton Dennis""]",[],False
D000330,Dickson,John,,,Anti Masonic,house,NY,26.0,John Dickson,"[""John Dickson""]",[],False
D000535,Duncan,Joseph,,,Jackson,house,IL,3.0,Joseph Duncan,"[""Joseph Duncan""]",[],False
E000150,Ellsworth,William,,,,house,CT,-1.0,William Ellsworth,"[""William Ellsworth""]",[],False
F000064,Felder,John,,,Nullifier,house,SC,4.0,John Felder,"[""John Felder""]",[],False
F000247,Foot,Samuel,,,Anti-Jacksonian,house,CT,-1.0,Samuel Foot,"[""Samuel Foot""]",[],False
F000423,Fulton,John,,,Jackson,house,VA,18.0,John Fulton,"[""John Fulton""]",[],False
G000148,Gholson,James,,,Anti Jacksonian,house,VA,4.0,James Gholson,"[""James Gholson""]",[],False
G000216,Gilmer,George,,,Jackson,house,GA,-1.0,George Gilmer,"[""George Gilmer""]",[],False
G000319,Gordon,William,,,Jackson,house,VA,12.0,William Gordon,"[""William Gordon""]",[],False
G000324,Gorham,Benjamin,,,Anti Jacksonian,house,MA,1.0,Benjamin Gorham,"[""Benjamin Gorham""]",[],False
H000072,Hall,Thomas,,,Jackson,house,NC,3.0,Thomas Hall,"[""Thomas Hall""]",[],False
H000089,Halsey,Nicoll,,,Jackson,house,NY,22.0,Nicoll Halsey,"[""Nicoll Halsey""]",[],False
H000224,Harper,Joseph,,,Jackson,house,NH,-1.0,Joseph Harper,"[""Joseph Harper""]",[],False
H000345,Hathaway,Samuel,,,Jackson,house,NY,22.0,Samuel Hathaway,"[""Samuel Hathaway""]",[],False
H000430,Heath,James,,,Jackson,house,MD,4.0,James Heath,"[""James Heath""]",[],False
H000860,Howell,Edward,,,Jackson,house,NY,27.0,Edward Howell,"[""Edward Howell""]",[],False
I000014,Inge,William,,,Jackson,house,TN,10.0,William Inge,"[""William Inge""]",[],False
J000009,Jackson,Ebenezer,,,,house,CT,-1.0,Ebenezer Jackson,"[""Ebenezer Jackson""]",[],False
J000164,Johnson,Noadiah,,,Jackson,house,NY,20.0,Noadiah Johnson,"[""Noadiah Johnson""]",[],False
K000022,Kavanagh,Edward,,,Jackson,house,ME,3.0,Edward Kavanagh,"[""Edward Kavanagh""]",[],False
K000125,Kent,Joseph,,,Whig,senate,MD,,Joseph Kent,"[""Joseph Kent""]",[],False
K000202,King,Henry,,,Jackson,house,PA,8.0,Henry King,"[""Henry King""]",[],False
L000131,Lawrence,Cornelius,,,Jackson,house,NY,3.0,Cornelius Lawrence,"[""Cornelius Lawrence""]",[],False
L000183,Leavitt,Humphrey,,,Jackson,house,OH,19.0,Humphrey Leavitt,"[""Humphrey Leavitt""]",[],False
L000257,Letcher,Robert,,,,house,KY,5.0,Robert Letcher,"[""Robert Letcher""]",[],False
L000455,Love,James,,,Anti Jacksonian,house,KY,9.0,James Love,"[""James Love""]",[],False
L000541,Lyon,Chittenden,,,Jackson,house,KY,1.0,Chittenden Lyon,"[""Chittenden Lyon""]",[],False
L000546,Lytle,Robert,,,Jackson,house,OH,1.0,Robert Lytle,"[""Robert Lytle""]",[],False
M000107,Mann,Joel,,,Jackson,house,PA,5.0,Joel Mann,"[""Joel Mann""]",[],False
M000128,Mardis,Samuel,,,Jackson,house,AL,3.0,Samuel Mardis,"[""Samuel Mardis""]",[],False
M000161,Marshall,Thomas,,,Anti Jacksonian,house,KY,12.0,Thomas Marshall,"[""Thomas Marshall""]",[],False
M000204,Martindale,Henry,,,Anti Masonic,house,NY,12.0,Henry Martindale,"[""Henry Martindale""]",[],False
M000479,McIntire,Rufus,,,Jackson,house,ME,1.0,Rufus McIntire,"[""Rufus McIntire""]",[],False
M000492,McKean,Samuel,,,Democrat,senate,PA,,Samuel McKean,"[""Samuel McKean""]",[],False
M000607,McVean,Charles,,,Jackson,house,NY,15.0,Charles McVean,"[""Charles McVean""]",[],False
M000793,Miner,Phineas,,,,house,CT,-1.0,Phineas Miner,"[""Phineas Miner""]",[],False
M000813,Mitchell,Henry,,,Jackson,house,NY,21.0,Henry Mitchell,"[""Henry Mitchell""]",[],False
M000827,Mitchell,Robert,,,Jackson,house,OH,12.0,Robert Mitchell,"[""Robert Mitchell""]",[],False
M000917,Moore,Samuel,,,Anti Jacksonian,house,VA,17.0,Samuel Moore,"[""Samuel Moore""]",[],False
M000953,Morgan,John,,,Jackson,house,NY,3.0,John Morgan,"[""John Morgan""]",[],False
M000989,Morris,Thomas,,,Democrat,senate,OH,,Thomas Morris,"[""Thomas Morris""]",[],False
M001097,Murphy,John,,,Jackson,house,AL,5.0,John Murphy,"[""John Murphy""]",[],False
N000010,Naudain,Arnold,,,,senate,DE,,Arnold Naudain,"[""Arnold Naudain""]",[],False
O000115,Osgood,Gayton,,,Jackson,house,MA,3.0,Gayton Osgood,"[""Gayton Osgood""]",[],False
P000343,Pierson,Job,,,Jackson,house,NY,9.0,Job Pierson,"[""Job Pierson""]",[],False
P000397,Plummer,Franklin,,,Jackson,house,MS,-1.0,Franklin Plummer,"[""Franklin Plummer""]",[],False
P000433,Pope,Patrick,,,Jackson,house,KY,8.0,Patrick Pope,"[""Patrick Pope""]",[],False
P000436,Porter,Alexander,,,Anti-Jacksonian,senate,LA,,Alexander Porter,"[""Alexander Porter""]",[],False
R000047,Randolph,John,,,,house,VA,-1.0,John Randolph,"[""John Randolph""]",[],False
R000297,Robbins,Asher,,,Whig,senate,RI,,Asher Robbins,"[""Asher Robbins""]",[],False
S000233,Selden,Dudley,,,Jackson,house,NY,3.0,Dudley Selden,"[""Dudley Selden""]",[],False
S000334,Shepley,Ether,,,Jackson,senate,ME,,Ether Shepley,"[""Ether Shepley""]",[],False
S000446,Singleton,Thomas,,,Nullifier,house,SC,-1.0,Thomas Singleton,"[""Thomas Singleton""]",[],False
S000474,Slade,Charles,,,Jackson,house,IL,1.0,Charles Slade,"[""Charles Slade""]",[],False
S000594,Smith,Nathan,,,Anti-Jacksonian,senate,CT,,Nathan Smith,"[""Nathan Smith""]",[],False
S000891,Stevenson,Andrew,,,Jackson,house,VA,11.0,Andrew Stevenson,"[""Andrew Stevenson""]",[],False
S000944,Stoddert,John,,,Jackson,house,MD,8.0,John Stoddert,"[""John Stoddert""]",[],False
S001116,Swift,Benjamin,,,Whig,senate,VT,,Benjamin Swift,"[""Benjamin Swift""]",[],False
T000105,Taylor,William,,,Anti-Jacksonian,house,VA,9.0,William Taylor,"[""William Taylor""]",[],False
T000181,Thomas,Philemon,,,,house,LA,2.0,Philemon Thomas,"[""Philemon Thomas""]",[],False
T000304,Tompkins,Christopher,,,Anti Jacksonian,house,KY,3.0,Christopher Tompkins,"[""Christopher Tompkins""]",[],False
T000442,Tweedy,Samuel,,,Anti Jacksonian,house,CT,-1.0,Samuel Tweedy,"[""Samuel Tweedy""]",[],False
V000046,Van Houten,Isaac,,,Jackson,house,NY,2.0,Isaac Van Houten,"[""Isaac Van Houten""]",[],False
W000195,Watmough,John,,,Anti Jacksonian,house,PA,3.0,John Watmough,"[""John Watmough""]",[],False
W000321,Whallon,Reuben,,,Jackson,house,NY,13.0,Reuben Whallon,"[""Reuben Whallon""]",[],False
W000432,Whittlesey,Frederick,,,Anti Masonic,house,NY,28.0,Frederick Whittlesey,"[""Frederick Whittlesey""]",[],False
W000460,Wilde,Richard,,,Jackson,house,GA,-1.0,Richard Wilde,"[""Richard Wilde""]",[],False
W000574,Wilson,Edgar,,,Anti Jacksonian,house,VA,21.0,Edgar Wilson,"[""Edgar Wilson""]",[],False
Y000034,Young,Ebenezer,,,,house,CT,-1.0,Ebenezer Young,"[""Ebenezer Young""]",[],False
L000232,Leigh,Benjamin,,,Anti-Jacksonian,senate,VA,,Benjamin Leigh,"[""Benjamin Leigh""]",[],False
A000108,Allan,Chilton,,,Whig,house,KY,10.0,Chilton Allan,"[""Chilton Allan""]",[],False
A000263,Anthony,Joseph,,,Jackson,house,PA,16.0,Joseph Anthony,"[""Joseph Anthony""]",[],False
A000305,Ash,Michael,,,Jackson,house,PA,3.0,Michael Ash,"[""Michael Ash""]",[],False
A000315,Ashley,William,,,Jacksonian,house,MO,-1.0,William Ashley,"[""William Ashley""]",[],False
B000040,Bailey,Jeremiah,,,Whig,house,ME,3.0,Jeremiah Bailey,"[""Jeremiah Bailey""]",[],False
B000114,Banks,John,,,Anti Masonic,house,PA,24.0,John Banks,"[""John Banks""]",[],False
B000215,Barton,Samuel,,,Jackson,house,NY,2.0,Samuel Barton,"[""Samuel Barton""]",[],False
B000277,Bean,Benning,,,Jackson,house,NH,-1.0,Benning Bean,"[""Benning Bean""]",[],False
B000286,Beaumont,Andrew,,,Jackson,house,PA,15.0,Andrew Beaumont,"[""Andrew Beaumont""]",[],False
B000581,Bockee,Abraham,,,Jackson,house,NY,5.0,Abraham Bockee,"[""Abraham Bockee""]",[],False
B000675,Bovee,Matthias,,,Jackson,house,NY,15.0,Matthias Bovee,"[""Matthias Bovee""]",[],False
B000903,Brown,Bedford,,,Democrat,senate,NC,,Bedford Brown,"[""Bedford Brown""]",[],False
B000932,Brown,John,,,Jackson,house,NY,6.0,John Brown,"[""John Brown""]",[],False
B001058,Bunch,Samuel,,,Jacksonian,house,TN,2.0,Samuel Bunch,"[""Samuel Bunch""]",[],False
B001129,Burns,Robert,,,Jackson,house,NH,-1.0,Robert Burns,"[""Robert Burns""]",[],False
C000098,Campbell,Robert,,,Nullifier,house,SC,3.0,Robert Campbell,"[""Robert Campbell""]",[],False
C000283,Chambers,George,,,Anti Masonic,house,PA,12.0,George Chambers,"[""George Chambers""]",[],False
C000306,Chapin,Graham,,,Jackson,house,NY,25.0,Graham Chapin,"[""Graham Chapin""]",[],False
C000349,Chetwood,William,,,Whig,house,NJ,-1.0,William Chetwood,"[""William Chetwood""]",[],False
C000405,Claiborne,Nathaniel,,,Anti Jacksonian,house,VA,7.0,Nathaniel Claiborne,"[""Nathaniel Claiborne""]",[],False
C000453,Clark,William,,,Anti Masonic,house,PA,10.0,William Clark,"[""William Clark""]",[],False
C000583,Coffee,John,,,Jackson,house,GA,-1.0,John Coffee,"[""John Coffee""]",[],False
C000867,Cramer,John,,,Jackson,house,NY,11.0,John Cramer,"[""John Cramer""]",[],False
C000872,Crane,Joseph,,,Whig,house,OH,3.0,Joseph Crane,"[""Joseph Crane""]",[],False
D000142,Davis,Warren,,,Nullifier,house,SC,-1.0,Warren Davis,"[""Warren Davis""]",[],False
D000248,Denny,Harmar,,,Anti Masonic,house,PA,22.0,Harmar Denny,"[""Harmar Denny""]",[],False
D000328,Dickson,David,,,Anti-Jacksonian,house,MS,-1.0,David Dickson,"[""David Dickson""]",[],False
D000444,Doubleday,Ulysses,,,Jackson,house,NY,24.0,Ulysses Doubleday,"[""Ulysses Doubleday""]",[],False
D000544,Dunlap,William,,,Jackson,house,TN,13.0,William Dunlap,"[""William Dunlap""]",[],False
E000086,Efner,Valentine,,,Jackson,house,NY,8.0,Valentine Efner,"[""Valentine Efner""]",[],False
E000283,Ewing,William,,,Jackson,senate,IL,,William Ewing,"[""William Ewing""]",[],False
F000022,Farlin,Dudley,,,Jackson,house,NY,13.0,Dudley Farlin,"[""Dudley Farlin""]",[],False
F000273,Forester,John,,,Anti-Jacksonian,house,TN,5.0,John Forester,"[""John Forester""]",[],False
F000327,Fowler,Samuel,,,Jackson,house,NJ,-1.0,Samuel Fowler,"[""Samuel Fowler""]",[],False
F000411,Fuller,Philo,,,Whig,house,NY,30.0,Philo Fuller,"[""Philo Fuller""]",[],False
F000415,Fuller,William,,,Jackson,house,NY,23.0,William Fuller,"[""William Fuller""]",[],False
G000200,Gillet,Ransom,,,Jackson,house,NY,14.0,Ransom Gillet,"[""Ransom Gillet""]",[],False
G000264,Goldsborough,Robert,,,Whig,senate,MD,,Robert Goldsborough,"[""Robert Goldsborough""]",[],False
G000404,Grayson,William,,,Nullifier,house,SC,2.0,William Grayson,"[""William Grayson""]",[],False
H000056,Hall,Joseph,,,Jackson,house,ME,6.0,Joseph Hall,"[""Joseph Hall""]",[],False
H000180,Hard,Gideon,,,Whig,house,NY,33.0,Gideon Hard,"[""Gideon Hard""]",[],False
H000184,Hardin,Benjamin,,,Whig,house,KY,7.0,Benjamin Hardin,"[""Benjamin Hardin""]",[],False
H000221,Harper,James,,,Whig,house,PA,2.0,James Harper,"[""James Harper""]",[],False
H000276,Harrison,Samuel,,,Jackson,house,PA,23.0,Samuel Harrison,"[""Samuel Harrison""]",[],False
H000360,Hawes,Albert,,,Jackson,house,KY,2.0,Albert Hawes,"[""Albert Hawes""]",[],False
H000416,Hazeltine,Abner,,,Whig,house,NY,31.0,Abner Hazeltine,"[""Abner Hazeltine""]",[],False
H000486,Henderson,Joseph,,,Jackson,house,PA,14.0,Joseph Henderson,"[""Joseph Henderson""]",[],False
H000575,Hiester,William,,,Anti Masonic,house,PA,4.0,William Hiester,"[""William Hiester""]",[],False
H000656,Hoar,Samuel,,,Whig,house,MA,4.0,Samuel Hoar,"[""Samuel Hoar""]",[],False
H000861,Howell,Elias,,,Whig,house,OH,12.0,Elias Howell,"[""Elias Howell""]",[],False
H000883,Hubbard,Henry,,,Democrat,senate,NH,,Henry Hubbard,"[""Henry Hubbard""]",[],False
H000994,Huntington,Abel,,,Jackson,house,NY,1.0,Abel Huntington,"[""Abel Huntington""]",[],False
H001000,Huntsman,Adam,,,Jackson,house,TN,12.0,Adam Huntsman,"[""Adam Huntsman""]",[],False
J000028,Jackson,William,,,Anti Masonic,house,MA,9.0,William Jackson,"[""William Jackson""]",[],False
J000056,Janes,Henry,,,Anti Masonic,house,VT,5.0,Henry Janes,"[""Henry Janes""]",[],False
J000062,Jarvis,Leonard,,,Jackson,house,ME,7.0,Leonard Jarvis,"[""Leonard Jarvis""]",[],False
J000170,Johnson,Richard,,,Jackson,house,KY,13.0,Richard Johnson,"[""Richard Johnson""]",[],False
J000212,Jones,Benjamin,,,Jackson,house,OH,18.0,Benjamin Jones,"[""Benjamin Jones""]",[],False
J000279,Judson,Andrew,,,Jackson,house,CT,-1.0,Andrew Judson,"[""Andrew Judson""]",[],False
K000123,Kennon,William,,,Jackson,house,OH,11.0,William Kennon,"[""William Kennon""]",[],False
K000207,King,John,,,Democrat,senate,GA,,John King,"[""John King""]",[],False
K000224,Kinnard,George,,,Jackson,house,IN,6.0,George Kinnard,"[""George Kinnard""]",[],False
K000287,Knight,Nehemiah,,,Whig,senate,RI,,Nehemiah Knight,"[""Nehemiah Knight""]",[],False
L000057,Lane,Amos,,,Jackson,house,IN,4.0,Amos Lane,"[""Amos Lane""]",[],False
L000086,Lansing,Gerrit,,,Jackson,house,NY,10.0,Gerrit Lansing,"[""Gerrit Lansing""]",[],False
L000094,Laporte,John,,,Jackson,house,PA,17.0,John Laporte,"[""John Laporte""]",[],False
L000150,Lay,George,,,Whig,house,NY,29.0,George Lay,"[""George Lay""]",[],False
L000164,Lea,Luke,,,Jacksonian,house,TN,3.0,Luke Lea,"[""Luke Lea""]",[],False
L000193,Lee,Gideon,,,Jackson,house,NY,3.0,Gideon Lee,"[""Gideon Lee""]",[],False
L000197,Lee,Joshua,,,Jackson,house,NY,27.0,Joshua Lee,"[""Joshua Lee""]",[],False
L000205,Lee,Thomas,,,Jackson,house,NJ,-1.0,Thomas Lee,"[""Thomas Lee""]",[],False
L000459,Love,Thomas,,,Whig,house,NY,32.0,Thomas Love,"[""Thomas Love""]",[],False
L000488,Loyall,George,,,Jackson,house,VA,1.0,George Loyall,"[""George Loyall""]",[],False
L000490,Lucas,Edward,,,Jackson,house,VA,15.0,Edward Lucas,"[""Edward Lucas""]",[],False
M000099,Mann,Abijah,,,Jackson,house,NY,16.0,Abijah Mann,"[""Abijah Mann""]",[],False
M000110,Manning,Richard,,,Jackson,house,SC,8.0,Richard Manning,"[""Richard Manning""]",[],False
M000220,Mason,John,,,Jackson,house,VA,2.0,John Mason,"[""John Mason""]",[],False
M000223,Mason,Moses,,,Jackson,house,ME,5.0,Moses Mason,"[""Moses Mason""]",[],False
M000227,Mason,William,,,Jackson,house,NY,21.0,William Mason,"[""William Mason""]",[],False
M000320,McCarty,Johnathan,,,Anti Jacksonian,house,IN,5.0,Johnathan McCarty,"[""Johnathan McCarty""]",[],False
M000352,McComas,William,,,Whig,house,VA,19.0,William McComas,"[""William McComas""]",[],False
M000556,McLene,Jeremiah,,,Jackson,house,OH,8.0,Jeremiah McLene,"[""Jeremiah McLene""]",[],False
M000734,Miller,Jesse,,,Jackson,house,PA,13.0,Jesse Miller,"[""Jesse Miller""]",[],False
M000751,Miller,Rutger,,,Jackson,house,NY,17.0,Rutger Miller,"[""Rutger Miller""]",[],False
P000023,Page,Sherman,,,Jackson,house,NY,19.0,Sherman Page,"[""Sherman Page""]",[],False
P000061,Parker,James,,,Jackson,house,NJ,-1.0,James Parker,"[""James Parker""]",[],False
P000074,Parks,Gorham,,,Jackson,house,ME,8.0,Gorham Parks,"[""Gorham Parks""]",[],False
P000132,Patterson,William,,,Jackson,house,OH,14.0,William Patterson,"[""William Patterson""]",[],False
P000160,Pearce,Dutee,,,Anti Masonic,house,RI,-1.0,Dutee Pearce,"[""Dutee Pearce""]",[],False
P000167,Pearson,John,,,Whig,house,PA,24.0,John Pearson,"[""John Pearson""]",[],False
P000270,Pettigrew,Ebenezer,,,Whig,house,NC,3.0,Ebenezer Pettigrew,"[""Ebenezer Pettigrew""]",[],False
P000282,Peyton,Balie,,,Jacksonian,house,TN,6.0,Balie Peyton,"[""Balie Peyton""]",[],False
P000355,Pinckney,Henry,,,Nullifier,house,SC,1.0,Henry Pinckney,"[""Henry Pinckney""]",[],False
R000177,Reynolds,Joseph,,,Jackson,house,NY,22.0,Joseph Reynolds,"[""Joseph Reynolds""]",[],False
R000291,Roane,John,,,Jackson,house,VA,9.0,John Roane,"[""John Roane""]",[],False
R000344,Robinson,John,,,Democrat,senate,IL,,John Robinson,"[""John Robinson""]",[],False
R000502,Ruggles,John,,,Democrat,senate,ME,,John Ruggles,"[""John Ruggles""]",[],False
S000049,Sanford,John,,,Union Democrat,house,GA,-1.0,John Sanford,"[""John Sanford""]",[],False
S000116,Schenck,Ferdinand,,,Jackson,house,NJ,-1.0,Ferdinand Schenck,"[""Ferdinand Schenck""]",[],False
S000130,Schley,William,,,Jacksonian,house,GA,-1.0,William Schley,"[""William Schley""]",[],False
S000272,Seymour,William,,,Jackson,house,NY,20.0,William Seymour,"[""William Seymour""]",[],False
S000331,Shepard,William,,,Whig,house,NC,1.0,William Shepard,"[""William Shepard""]",[],False
S000365,Shinn,William,,,Jackson,house,NJ,-1.0,William Shinn,"[""William Shinn""]",[],False
S000403,Sickles,Nicholas,,,Jackson,house,NY,7.0,Nicholas Sickles,"[""Nicholas Sickles""]",[],False
S000495,Sloane,Jonathan,,,Anti Masonic,house,OH,15.0,Jonathan Sloane,"[""Jonathan Sloane""]",[],False
S000699,Spangler,David,,,Whig,house,OH,13.0,David Spangler,"[""David Spangler""]",[],False
S000834,Steele,John,,,Anti Jacksonian,house,MD,1.0,John Steele,"[""John Steele""]",[],False
S000971,Storer,Bellamy,,,Whig,house,OH,1.0,Bellamy Storer,"[""Bellamy Storer""]",[],False
S001083,Sutherland,Joel,,,Jackson,house,PA,1.0,Joel Sutherland,"[""Joel Sutherland""]",[],False
T000130,Terrell,James,,,,house,GA,-1.0,James Terrell,"[""James Terrell""]",[],False
T000230,Thomson,John,,,Jackson,house,OH,17.0,John Thomson,"[""John Thomson""]",[],False
T000422,Turner,James,,,Jackson,house,MD,3.0,James Turner,"[""James Turner""]",[],False
T000435,Turrill,Joel,,,Jackson,house,NY,17.0,Joel Turrill,"[""Joel Turrill""]",[],False
W000071,Wall,Garret,,,Democrat,senate,NJ,,Garret Wall,"[""Garret Wall""]",[],False
W000146,Wardwell,Daniel,,,Jackson,house,NY,18.0,Daniel Wardwell,"[""Daniel Wardwell""]",[],False
W000179,Washington,George,,,Anti Jacksonian,house,MD,5.0,George Washington,"[""George Washington""]",[],False
W000218,Wayne,James,,,Jacksonian,house,GA,-1.0,James Wayne,"[""James Wayne""]",[],False
W000358,White,Campbell,,,Jacksonian,house,NY,-1.0,Campbell White,"[""Campbell White""]",[],False
W000376,White,Hugh,,,Whig,senate,TN,,Hugh White,"[""Hugh White""]",[],False
W000383,White,Joseph,,,,house,FL,-1.0,Joseph White,"[""Joseph White""]",[],False
W000463,Wildman,Zalmon,,,Jackson,house,CT,-1.0,Zalmon Wildman,"[""Zalmon Wildman""]",[],False
D000022,Dana,Judah,,,Jackson,senate,ME,,Judah Dana,"[""Judah Dana""]",[],False
N000085,Nicholas,Robert,,,Democrat,senate,LA,,Robert Nicholas,"[""Robert Nicholas""]",[],False
P000019,Page,John,,,Jackson,senate,NH,,John Page,"[""John Page""]",[],False
P000069,Parker,Richard,,,Democrat,senate,VA,,Richard Parker,"[""Richard Parker""]",[],False
S000719,Spence,John,,,Whig,senate,MD,,John Spence,"[""John Spence""]",[],False
S000992,Strange,Robert,,,Democrat,senate,NC,,Robert Strange,"[""Robert Strange""]",[],False
V000009,Van Buren,Martin,,,Jackson,senate,NY,,Martin Van Buren,"[""Martin Van Buren""]",[],False
A000095,Alexander,James,,,Whig,house,OH,11.0,James Alexander,"[""James Alexander""]",[],False
A000123,Allen,Heman,,of Milton,Whig,house,VT,4.0,Heman Allen,"[""Heman Allen"", ""of Milton Allen""]",[],False
A000246,Andrews,John,,,Democrat,house,NY,27.0,John Andrews,"[""John Andrews""]",[],False
B000311,Beers,Cyrus,,,Democrat,house,NY,22.0,Cyrus Beers,"[""Cyrus Beers""]",[],False
B000437,Bicknell,Bennet,,,Democrat,house,NY,23.0,Bennet Bicknell,"[""Bennet Bicknell""]",[],False
B000483,Birdsall,Samuel,,,Democrat,house,NY,25.0,Samuel Birdsall,"[""Samuel Birdsall""]",[],False
B000628,Boon,Ratliff,,,Democrat,house,IN,1.0,Ratliff Boon,"[""Ratliff Boon""]",[],False
B000662,Bouldin,James,,,Democrat,house,VA,5.0,James Bouldin,"[""James Bouldin""]",[],False
B000859,Brodhead,John,,,Democrat,house,NY,7.0,John Brodhead,"[""John Brodhead""]",[],False
B000869,Bronson,Isaac,,,Democrat,house,NY,18.0,Isaac Bronson,"[""Isaac Bronson""]",[],False
B000984,Bruyn,Andrew,,,Democrat,house,NY,22.0,Andrew Bruyn,"[""Andrew Bruyn""]",[],False
B001000,Buchanan,Andrew,,,Democrat,house,PA,20.0,Andrew Buchanan,"[""Andrew Buchanan""]",[],False
C000043,Calhoon,John,,,Whig,house,KY,6.0,John Calhoon,"[""John Calhoon""]",[],False
C000061,Cambreleng,Churchill,,,Democrat,house,NY,3.0,Churchill Cambreleng,"[""Churchill Cambreleng""]",[],False
C000202,Carter,Timothy,,,Democrat,house,ME,5.0,Timothy Carter,"[""Timothy Carter""]",[],False
C000285,Chambers,John,,,Whig,house,KY,12.0,John Chambers,"[""John Chambers""]",[],False
C000300,Chaney,John,,,Democrat,house,OH,9.0,John Chaney,"[""John Chaney""]",[],False
C000341,Cheatham,Richard,,,Whig,house,TN,11.0,Richard Cheatham,"[""Richard Cheatham""]",[],False
C000395,Cilley,Jonathan,,,Democrat,house,ME,3.0,Jonathan Cilley,"[""Jonathan Cilley""]",[],False
C000404,Claiborne,John,,,Democrat,house,MS,-1.0,John Claiborne,"[""John Claiborne""]",[],False
C000481,Clay,Clement,,,Democrat,senate,AL,,Clement Clay,"[""Clement Clay""]",[],False
C000513,Cleveland,Jesse,,,Democrat,house,GA,-1.0,Jesse Cleveland,"[""Jesse Cleveland""]",[],False
C000534,Clowney,William,,,Nullifier,house,SC,7.0,William Clowney,"[""William Clowney""]",[],False
C000587,Coffin,Charles,,,Whig,house,OH,17.0,Charles Coffin,"[""Charles Coffin""]",[],False
C001021,Cushman,Samuel,,,Democrat,house,NH,-1.0,Samuel Cushman,"[""Samuel Cushman""]",[],False
C001023,Cuthbert,Alfred,,,Democrat,senate,GA,,Alfred Cuthbert,"[""Alfred Cuthbert""]",[],False
D000056,Darlington,Edward,,,Anti Masonic,house,PA,4.0,Edward Darlington,"[""Edward Darlington""]",[],False
D000193,De Graff,John,,,Democrat,house,NY,11.0,John De Graff,"[""John De Graff""]",[],False
D000547,Dunn,George,,,Whig,house,IN,4.0,George Dunn,"[""George Dunn""]",[],False
E000073,Edwards,John,,,Democrat,house,NY,15.0,John Edwards,"[""John Edwards""]",[],False
E000277,Ewing,John,,,Whig,house,IN,2.0,John Ewing,"[""John Ewing""]",[],False
F000033,Farrington,James,,,Democrat,house,NH,-1.0,James Farrington,"[""James Farrington""]",[],False
F000203,Fletcher,Richard,,,Democrat,house,MA,1.0,Richard Fletcher,"[""Richard Fletcher""]",[],False
F000396,Fry,Jacob,,,Democrat,house,PA,5.0,Jacob Fry,"[""Jacob Fry""]",[],False
G000028,Gallup,Albert,,,Democrat,house,NY,10.0,Albert Gallup,"[""Albert Gallup""]",[],False
G000149,Gholson,Samuel,,,Democrat,house,MS,-1.0,Samuel Gholson,"[""Samuel Gholson""]",[],False
G000230,Glascock,Thomas,,,Democrat,house,GA,-1.0,Thomas Glascock,"[""Thomas Glascock""]",[],False
G000361,Graham,William,,,Whig,house,IN,3.0,William Graham,"[""William Graham""]",[],False
G000380,Grant,Abraham,,,Democrat,house,NY,17.0,Abraham Grant,"[""Abraham Grant""]",[],False
G000385,Grantland,Seaton,,,Democrat,house,GA,-1.0,Seaton Grantland,"[""Seaton Grantland""]",[],False
G000397,Gray,Hiram,,,Democrat,house,NY,22.0,Hiram Gray,"[""Hiram Gray""]",[],False
G000451,Grennell,George,,,Whig,house,MA,6.0,George Grennell,"[""George Grennell""]",[],False
H000040,Haley,Elisha,,,Democrat,house,CT,3.0,Elisha Haley,"[""Elisha Haley""]",[],False
H000097,Hamer,Thomas,,,Democrat,house,OH,5.0,Thomas Hamer,"[""Thomas Hamer""]",[],False
