year,doc_id,local_path,n_pages,text_chars_first_pages,contains_periodic_transaction_report,contains_filer_information,contains_transactions,contains_amount,text_extractable_flag,quality_status,error_message
2025,20033572,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20033572.pdf,1,1011,True,False,True,True,True,ok_text,
2025,20026489,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20026489.pdf,1,897,True,False,True,True,True,ok_text,
2025,20026696,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20026696.pdf,1,1077,True,False,True,True,True,ok_text,
2025,20027820,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20027820.pdf,1,902,True,False,True,True,True,ok_text,
2025,20027962,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20027962.pdf,1,902,True,False,True,True,True,ok_text,
2025,20029130,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20029130.pdf,1,902,True,False,True,True,True,ok_text,
2025,20029131,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20029131.pdf,1,902,True,False,True,True,True,ok_text,
2025,20030439,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030439.pdf,1,898,True,False,True,True,True,ok_text,
2025,20030466,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030466.pdf,1,1204,True,False,True,True,True,ok_text,
2025,20030622,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030622.pdf,1,902,True,False,True,True,True,ok_text,
2025,20030692,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20030692.pdf,1,914,True,False,True,True,True,ok_text,
2025,20031007,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20031007.pdf,1,974,True,False,True,True,True,ok_text,
2025,20018054,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20018054.pdf,4,2322,False,False,False,True,True,ok_text,
2025,20026750,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/ptr_pdfs/2025/20026750.pdf,1,1150,True,False,True,True,True,ok_text,
