doc_id,last,first,filing_type,state_district,filing_date_raw,disclosure_date,declarant_name,url_pdf
20018112,Dingell,Debbie,P,MI12,2/1/2021,2021-02-01,Debbie Dingell,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018112.pdf
20018361,Dingell,Debbie,P,MI12,3/10/2021,2021-03-10,Debbie Dingell,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018361.pdf
20018459,Dingell,Debbie,P,MI12,3/25/2021,2021-03-25,Debbie Dingell,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018459.pdf
20018488,Dingell,Debbie,P,MI12,4/1/2021,2021-04-01,Debbie Dingell,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018488.pdf
20018643,Dingell,Debbie,P,MI12,5/3/2021,2021-05-03,Debbie Dingell,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018643.pdf
20018918,Dingell,Debbie,P,MI12,6/15/2021,2021-06-15,Debbie Dingell,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018918.pdf
20018962,Dingell,Debbie,P,MI12,6/29/2021,2021-06-29,Debbie Dingell,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018962.pdf
20019591,Dingell,Debbie,P,MI12,10/11/2021,2021-10-11,Debbie Dingell,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019591.pdf
20019967,Dingell,Debbie,P,MI12,12/10/2021,2021-12-10,Debbie Dingell,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019967.pdf
20017977,Doggett,Lloyd,P,TX35,1/6/2021,2021-01-06,Lloyd Doggett,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017977.pdf
20018349,Doggett,Lloyd,P,TX35,3/8/2021,2021-03-08,Lloyd Doggett,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018349.pdf
20018533,Doggett,Lloyd,P,TX35,4/7/2021,2021-04-07,Lloyd Doggett,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018533.pdf
20018695,Doggett,Lloyd,P,TX35,5/6/2021,2021-05-06,Lloyd Doggett,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018695.pdf
20019003,Doggett,Lloyd,P,TX35,6/30/2021,2021-06-30,Lloyd Doggett,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019003.pdf
20019031,Doggett,Lloyd,P,TX35,7/6/2021,2021-07-06,Lloyd Doggett,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019031.pdf
20019318,Doggett,Lloyd,P,TX35,8/13/2021,2021-08-13,Lloyd Doggett,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019318.pdf
20019437,Doggett,Lloyd,P,TX35,9/7/2021,2021-09-07,Lloyd Doggett,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019437.pdf
